,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
33,644,644,Ломбард «Шимапель»,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Грузинский Вал, дом 26, строение 1",Пресненский район,Центральный административный округ,37.58126294608191,55.774386774195904,1902248.9304424936,6414375.467127258
34,657,657,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица 26-ти Бакинских Комиссаров, дом 14",район Тропарёво-Никулино,Западный административный округ,37.487191,55.661546999999906,1900695.0273935846,6400245.732531305
35,676,676,АВАНС ЛОМБАРД ОТРАДНОЕ,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Декабристов, дом 10, корпус 3",район Отрадное,Северо-Восточный административный округ,37.60062218181089,55.864862779976995,1900066.8067956609,6424531.117248792
36,684,684,ЛОМБАРД КОНТРАКТ ЛИМИТЕД,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Декабристов, дом 20, корпус 1",район Отрадное,Северо-Восточный административный округ,37.6073442568107,55.8629449691266,1900545.3910755184,6424464.84409193
37,686,686,Ломбард Яблоко 2,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Декабристов, дом 21",район Отрадное,Северо-Восточный административный округ,37.60929107666016,55.87338476183584,1900275.530941549,6425630.4935117625
38,688,688,Ломбард Первый ювелирный,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Декабристов, дом 21",район Отрадное,Северо-Восточный административный округ,37.607703562805575,55.86396513201252,1900529.2707030247,6424582.2830917435
39,715,715,Голд Центр,услуги ломбарда,,нет,бытовые услуги,"город Москва, Дмитровское шоссе, дом 42",Тимирязевский район,Северный административный округ,37.5712373481806,55.8418750634862,1899138.4125291244,6421440.405366828
40,728,728,Ломбард Благо,услуги ломбарда,,нет,бытовые услуги,"город Москва, Днепропетровская улица, дом 3, корпус 1",район Чертаново Центральное,Южный административный округ,37.60393549481412,55.6218318167218,1909283.284482736,6398403.418463665
41,742,742,Ломбард,услуги ломбарда,,нет,бытовые услуги,"город Москва, проезд Донелайтиса, дом 30",район Южное Тушино,Северо-Западный административный округ,37.42043509949679,55.84611971986684,1889834.7112100828,6418763.07286999
42,753,753,ЛОМБАРД СКРУДЖ,услуги ломбарда,,нет,бытовые услуги,"город Москва, Большая Дорогомиловская улица, дом 1",район Дорогомилово,Западный административный округ,37.564534183364,55.745449398879,1902304.2181512448,6410906.575153565
43,798,798,Ломбард «ВАШ ЛОМБАРД-4»,услуги ломбарда,,нет,бытовые услуги,"город Москва, улица Олеко Дундича, дом 25",район Филёвский Парк,Западный административный округ,37.48701649775724,55.738285077015306,1897854.1384959212,6408517.74923088
44,813,813,ЛОМБАРД,услуги ломбарда,,нет,бытовые услуги,"город Москва, Енисейская улица, дом 17, корпус 1",Бабушкинский район,Северо-Восточный административный округ,37.662616834607675,55.867803508236,1903713.736736664,6426144.367261237
