,NameOfStation,Name,Latitude_WGS84,Longitude_WGS84,Xs,Ys
0,Китай-город,"Китай-город, вход-выход 3 в северный вестибюль",55.7567672,37.6309849,1905924.2510740776,6413516.558936407
1,Китай-город,"Китай-город, вход-выход 8 в северный вестибюль",55.7573154,37.6316766,1905945.9259315343,6413590.13360499
2,Китай-город,"Китай-город, вход-выход 4 в северный вестибюль",55.7568819,37.6312698,1905937.3057693376,6413534.889386951
3,Китай-город,"Китай-город, вход-выход 7 в северный вестибюль",55.7572362,37.6319506,1905965.5210320628,6413587.337398872
4,Китай-город,"Китай-город, вход-выход 6 в южный вестибюль",55.7531976,37.6331045,1906185.6892192718,6413176.232675528
5,Китай-город,"Китай-город, вход-выход 5 в южный вестибюль",55.7531116,37.6336406,1906221.4702720323,6413178.195714072
6,Китай-город,"Китай-город, вход-выход 1 из южного вестибюля",55.7541345,37.6341765,1906216.0411864007,6413299.671573095
7,Китай-город,"Китай-город, вход-выход 2 в южный вестибюль",55.7540238,37.6349733,1906268.5849695865,6413304.435253191
8,Китай-город,"Китай-город, вход-выход 2 в северный вестибюль",55.756604,37.6296491,1905849.125944507,6413470.987731659
9,Калужская,"Калужская, вход-выход 6 в южный вестибюль",55.6553856,37.5392381,1904095.6769650646,6400667.360295197
10,Братиславская,"Братиславская, вход-выход 2 в северный вестибюль",55.660114,37.7526435,1916925.8833848955,6405657.744171874
11,Братиславская,"Братиславская, вход-выход 1 в северный вестибюль",55.6600507,37.7517426,1916873.363132617,6405631.915718677
12,Бульвар адмирала Ушакова,"Бульвар адмирала Ушакова, вход-выход в вестибюль",55.5450107,37.5416454,1908319.6877864597,6388813.760029847
13,Бульвар Дмитрия Донского,"Бульвар Дмитрия Донского, вход-выход 4 в северный вестибюль",55.5702548,37.5764394,1909513.8176177673,6392265.238667846
14,Бульвар Дмитрия Донского,"Бульвар Дмитрия Донского, вход-выход 3 в северный вестибюль",55.5700929,37.5771475,1909563.0759515082,6392262.619302419
15,Бунинская аллея,"Бунинская аллея, вход-выход в вестибюль",55.5376805,37.5149399,1906956.6968206482,6387464.342143277
16,Варшавская,"Варшавская, вход-выход 2 в южный вестибюль",55.653075,37.61792,1908977.9079953867,6402065.205452394
17,Варшавская,"Варшавская, вход-выход 1 в северный вестибюль",55.6532132,37.6207903,1909147.7471963575,6402140.30043826
18,Калужская,"Калужская, вход-выход 3 в южный вестибюль",55.6563232,37.5402196,1904120.8664291815,6400788.9751476105
19,Калужская,"Калужская, вход-выход 1 в северный вестибюль",55.6581538,37.5409869,1904099.9890131145,6401002.411371447
20,Кантемировская,"Кантемировская, вход-выход 1 в южный вестибюль",55.6346647,37.6571455,1912052.84066027,6400903.902577274
21,Кантемировская,"Кантемировская, вход-выход 2 в южный вестибюль",55.6350525,37.6576959,1912071.9979208142,6400957.274733046
22,Кантемировская,"Кантемировская, вход-выход 2 в северный вестибюль",55.6367212,37.6553567,1911867.3646265515,6401088.008826718
23,Каховская,"Каховская, вход-выход 4 в южный вестибюль",55.6528887,37.5964667,1907677.02708836,6401595.454058554
24,Калужская,"Калужская, вход-выход 4 в северный вестибюль",55.6578591,37.5418665,1904164.504771567,6400989.011624579
25,Кантемировская,"Кантемировская, вход-выход 3 в северный вестибюль",55.636917,37.656097,1911905.2331621312,6401124.672039434
26,Братиславская,"Братиславская, вход-выход 3 в северный вестибюль",55.6599107,37.7521499,1916903.400699435,6405625.421903072
27,Беговая,"Беговая, вход-выход 2 во 2-й вестибюль",55.7733859,37.54459,1900057.6903976635,6413501.967019499
28,Беговая,"Беговая, вход-выход 1 во 2-й вестибюль",55.774,37.5446657,1900039.5647619893,6413569.748991816
29,Беговая,"Беговая, вход-выход 1 в 1-й вестибюль",55.7732229,37.5488844,1900324.675542134,6413573.981418693
30,Беговая,"Беговая, вход-выход 3 в 1-й вестибюль",55.774375,37.549137,1900297.3809975048,6413703.451669074
31,Белорусская,"Белорусская, вход в западный вестибюль",55.7753945,37.5826448,1902295.5299102727,6414512.965049925
32,Белорусская,"Белорусская, вход в вестибюль",55.7772182,37.5820187,1902189.884358595,6414696.462128639
33,Белорусская,"Белорусская, вход-выход 1 в восточный (новый) вестибюль",55.777448,37.585696,1902404.7671848056,6414798.0718194125
34,Беляево,"Беляево, вход-выход 1 в южный вестибюль",55.6418619,37.5253262,1903746.890002311,6398918.345862594
35,Беляево,"Беляево, вход-выход 3 в южный вестибюль",55.6415467,37.5258676,1903791.5518893145,6398895.660512435
36,Беляево,"Беляево, вход-выход 1 в северный вестибюль",55.643846,37.5267264,1903759.022025152,6399161.562971873
37,Каширская,"Каширская, вход в южный вестибюль",55.6544846,37.6478561,1910750.2997393694,6402845.369379292
38,Каширская,"Каширская, вход в северный вестибюль",55.655628,37.649519,1910809.1822760354,6403003.547771283
39,Киевская,"Киевская, выход 1 из вестибюля к пригородным поездам",55.742922,37.564427,1902391.2892598237,6410631.868644496
40,Киевская,"Киевская, выход 2 из вестибюля на площадь",55.743152,37.565065,1902421.5717396608,6410669.991043266
41,Киевская,"Киевская, вход-выход 1 в вестибюль",55.743792,37.567119,1902522.7810140455,6410781.894387041
42,Киевская,"Киевская, вход-выход 2 в вестибюль",55.743743,37.56757,1902552.0220500636,6410786.033837667
43,Китай-город,"Китай-город, вход-выход 1 в северный вестибюль",55.7562297,37.6301157,1905891.3889890043,6413440.419474772
44,Китай-город,"Китай-город, вход-выход 5 в северный вестибюль",55.7569941,37.6306312,1905894.3251941637,6413533.6049476005
45,Калужская,"Калужская, вход-выход 5 в южный вестибюль",55.6556897,37.5384065,1904033.7377394296,6400682.778510252
46,Калужская,"Калужская, вход-выход 1 в южный вестибюль",55.6565991,37.5393716,1904058.9703902379,6400801.009030318
47,Каховская,"Каховская, вход-выход 3 в южный вестибюль",55.6530037,37.5969816,1907704.1552529845,6401618.640319043
48,Каховская,"Каховская, вход-выход 2 в южный вестибюль",55.6524548,37.5967073,1907707.7716100996,6401553.712446589
49,Каховская,"Каховская, вход-выход 1 в южный вестибюль",55.6525546,37.597159,1907731.6104931468,6401573.935991875
50,Каховская,"Каховская, вход-выход 2 в северный вестибюль",55.6534068,37.5997069,1907855.3552626162,6401719.200794082
51,Каховская,"Каховская, вход-выход 4 в северный вестибюль",55.6529558,37.5998679,1907881.8830897086,6401673.948884808
52,Каховская,"Каховская, вход-выход 3 в северный вестибюль",55.653416,37.6001946,1907884.7446972337,6401730.41151863
53,Каховская,"Каховская, вход-выход 1 в северный вестибюль",55.6529588,37.6003877,1907913.459498766,6401685.16390853
54,Водный стадион,"Водный стадион, вход в южный вестибюль",55.839091,37.487262,1894147.9617511907,6419391.800839156
55,Войковская,"Войковская, вход-выход 2 в северный вестибюль",55.8198862,37.4966084,1895424.4514585296,6417515.66423554
56,Войковская,"Войковская, вход-выход 3 в северный вестибюль",55.8200536,37.4978475,1895493.4752505794,6417559.482030864
57,Владыкино,"Владыкино, вход в северный вестибюль",55.8483448,37.5903673,1900058.4036367594,6422536.911982161
58,Водный стадион,"Водный стадион, вход в северный вестибюль",55.8405471,37.4861169,1894024.721150225,6419524.98357627
59,Войковская,"Войковская, вход-выход 3 в южный вестибюль",55.8180816,37.4980328,1895577.573096538,6417350.736270851
60,Войковская,"Войковская, вход-выход 2 в южный вестибюль",55.8183579,37.4990514,1895629.192919076,6417401.710470543
61,Войковская,"Войковская, вход-выход 1 в южный вестибюль",55.8178071,37.4995989,1895682.774332227,6417353.717516497
62,Волгоградский проспект,"Волгоградский проспект, вход-выход 1 в восточный вестибюль",55.7256857,37.685034,1910366.2727377953,6411300.677726284
63,Волжская,"Волжская, вход-выход 2 в южный вестибюль",55.6907047,37.7564272,1916014.328437249,6409033.970637406
64,Волоколамская,"Волоколамская, вход в северный вестибюль",55.836391,37.381439,1887826.3930175311,6416906.819560891
65,Волоколамская,"Волоколамская, вход в южный вестибюль",55.834667,37.383293,1888002.2724453583,6416759.2408710485
66,Воробьёвы горы,"Воробьёвы горы, вход-выход 1 в южный вестибюль",55.7090889,37.5579244,1903248.0723520587,6406848.432128883
67,Воробьёвы горы,"Воробьёвы горы, вход 1 в северный вестибюль",55.7117344,37.5616417,1903376.4373272173,6407211.331834999
68,Воробьёвы горы,"Воробьёвы горы, вход 2 в северный вестибюль",55.7119958,37.5611434,1903336.4316118376,6407229.102072146
69,Воробьёвы горы,"Воробьёвы горы, вход-выход 2 в южный вестибюль",55.7091802,37.5573612,1903210.409890368,6406846.508607096
70,Выставочная,"Выставочная, вход-выход 2 в вестибюль со стороны моста Багратион",55.7483761,37.5440139,1900948.0647386871,6410793.6870856425
71,Выставочная,"Выставочная, вход 1 в вестибюль со стороны Экспоцентра",55.750243,37.542609,1900793.5695356743,6410965.645508218
72,Выхино,"Выхино, вход-выход 1 в вестибюль",55.7158154,37.8191351,1918890.361297083,6413063.62898923
73,Выхино,"Выхино, вход-выход 6 в вестибюль",55.7157276,37.8176759,1918804.9131006077,6413023.319149167
74,Выставочный центр,"Выставочный центр, вход-выход в вестибюль",55.8242068,37.6386606,1903883.8331219433,6420945.248387477
75,Динамо,"Динамо, вход в северный вестибюль",55.790523,37.556447,1900143.6030277296,6415596.719059296
76,Динамо,"Динамо, вход в южный вестибюль",55.7889852,37.559939,1900412.6440123913,6415503.816574468
77,Дмитровская,"Дмитровская, вход-выход 1 в вестибюль",55.807873,37.580249,1900945.880189955,6417963.706147021
78,Дмитровская,"Дмитровская, вход-выход 3 в вестибюль",55.8080919,37.5814213,1901008.921943942,6418011.780322451
79,Добрынинская,"Добрынинская, вход в вестибюль",55.7290528,37.6227295,1906451.5033082366,6410356.429978568
80,Домодедовская,"Домодедовская, вход-выход 7 в северный вестибюль",55.610926,37.716543,1916558.834683203,6399595.147243651
81,Беляево,"Беляево, вход-выход 3 в северный вестибюль",55.6434915,37.5272194,1903802.1823164774,6399133.629154193
82,Бибирево,"Бибирево, вход-выход 2 в южный вестибюль",55.884046,37.6046466,1899598.1329715757,6426682.324889903
83,Бибирево,"Бибирево, вход-выход 1 в северный вестибюль",55.884215,37.601567,1899405.3376355472,6426636.240903584
84,Бибирево,"Бибирево, вход-выход 3 в южный вестибюль",55.88357,37.605269,1899653.511644039,6426644.028285437
85,Александровский сад,"Александровский сад, вход-выход в вестибюль (Воздвиженка)",55.7522884,37.6086853,1904735.0843393556,6412566.906053926
86,Борисово,"Борисово, вход-выход в южный вестибюль",55.6323743,37.7434206,1917398.7330255434,6402473.694474579
87,Борисово,"Борисово, вход-выход в северный вестибюль",55.6340555,37.7445891,1917407.2692555846,6402679.536728394
88,Ботанический сад,"Ботанический сад, вход-выход 1 в северный вестибюль",55.8459341,37.638487,1903065.3005581659,6423282.88974849
89,Варшавская,"Варшавская, вход-выход 1 в южный вестибюль",55.6535532,37.6179177,1908960.0318500828,6402116.712234048
90,Варшавская,"Варшавская, вход-выход 4 в северный вестибюль",55.6536989,37.6230912,1909269.9836051643,6402240.923085975
91,ВДНХ,"ВДНХ, вход в северный вестибюль",55.8224642,37.6413856,1904113.9399080647,6420814.511338183
92,ВДНХ,"ВДНХ, вход-выход 4 в южный вестибюль",55.8196763,37.6407422,1904178.5831970589,6420500.617215024
93,ВДНХ,"ВДНХ, вход-выход 2 в южный вестибюль",55.8200023,37.6396426,1904099.749690163,6420512.726664182
94,Ботанический сад,"Ботанический сад, вход-выход 2 в северный вестибюль",55.8466671,37.6389383,1903065.3976790889,6423371.3170916
95,Ботанический сад,"Ботанический сад, вход в южный вестибюль",55.8439021,37.6373929,1903074.5415594059,6423041.038021551
96,ВДНХ,"ВДНХ, вход-выход 1 в южный вестибюль",55.82028,37.639943,1904107.64797444,6420548.9406284
97,Владыкино,"Владыкино, вход в южный вестибюль",55.8460848,37.5892624,1900075.2794366346,6422270.282257238
98,Волгоградский проспект,"Волгоградский проспект, вход-выход 2 в восточный вестибюль",55.724604,37.687808,1910575.2642017617,6411242.391828075
99,Волжская,"Волжская, вход-выход 2 в северный вестибюль",55.6911954,37.7511401,1915674.1998390702,6408975.3470864585
100,Домодедовская,"Домодедовская, вход-выход 2 в северный вестибюль",55.610256,37.71815,1916681.8326672642,6399556.806456092
101,ВДНХ,"ВДНХ, вход-выход 3 в южный вестибюль",55.819972,37.641058,1904186.7460090956,6420539.093550405
102,Волжская,"Волжская, вход-выход 1 в северный вестибюль",55.6910781,37.7515886,1915705.8774927275,6408972.164627285
103,Волжская,"Волжская, вход-выход 1 в южный вестибюль",55.690745,37.7552393,1915940.520120635,6409013.259248834
104,Домодедовская,"Домодедовская, вход-выход 5 в северный вестибюль",55.610249,37.716894,1916605.462806122,6399529.573899951
105,Домодедовская,"Домодедовская, вход-выход 3 в северный вестибюль",55.6099729,37.7175836,1916657.8194721006,6399514.351087961
106,Домодедовская,"Домодедовская, вход-выход 2 в южный вестибюль",55.610893,37.720888,1916825.1533286253,6399683.192307493
107,Дмитровская,"Дмитровская, вход-выход 2 в вестибюль",55.807779,37.580614,1900971.5212936844,6417961.196355995
108,Дмитровская,"Дмитровская, вход-выход 4 в вестибюль",55.8081488,37.5818692,1901033.9993553795,6418027.26670472
109,Дубровка,"Дубровка, вход-выход 1 в вестибюль",55.7178288,37.6762283,1910123.074390605,6410268.937193453
110,Зябликово,"Зябликово, вход-выход 2 в северный вестибюль",55.6134881,37.745559,1918233.4917538562,6400483.351309299
111,Зябликово,"Зябликово, вход-выход 1 в северный вестибюль",55.6133905,37.744236,1918156.427227706,6400444.908120834
112,Измайловская,"Измайловская, вход-выход 1 в западный вестибюль",55.7877899,37.7798923,1913811.9027934268,6419988.471112152
113,Измайловская,"Измайловская, вход-выход 1 в восточный вестибюль",55.7878638,37.7833622,1914019.7459251024,6420069.585834434
114,Коньково,"Коньково, вход-выход 4 в северный вестибюль",55.6343754,37.5189922,1903636.910378048,6397978.678356274
115,Коньково,"Коньково, вход-выход 2 в южный вестибюль",55.632188,37.519367,1903740.5211399253,6397750.596275092
116,Коньково,"Коньково, вход-выход 5 в северный вестибюль",55.6346877,37.5197964,1903674.4446615153,6398029.152453531
117,Коньково,"Коньково, вход-выход 2 в северный вестибюль",55.6340114,37.5199465,1903708.5675100307,6397959.349020533
118,Коньково,"Коньково, вход-выход 1 в северный вестибюль",55.6339138,37.5205105,1903746.5793690344,6397960.600832107
119,Красногвардейская,"Красногвардейская, вход-выход 1 в южный вестибюль",55.6142123,37.746215,1918246.4997899588,6400575.2501733815
120,Красногвардейская,"Красногвардейская, вход-выход 3 в южный вестибюль",55.6136532,37.7462738,1918270.9377463013,6400516.233057205
121,Красногвардейская,"Красногвардейская, вход-выход 4 в северный вестибюль",55.6136652,37.7466762,1918295.03670317,6400526.020276137
122,Красногвардейская,"Красногвардейская, вход-выход 2 в южный вестибюль",55.6142302,37.7465907,1918268.7496465887,6400585.109592165
123,Красногвардейская,"Красногвардейская, вход-выход 3 в северный вестибюль",55.6134561,37.7424333,1918044.0141499464,6400413.932171026
124,Орехово,"Орехово, вход-выход 2 в северный вестибюль",55.6138351,37.6935179,1915045.7790706882,6399423.620718971
125,Орехово,"Орехово, вход-выход 1 в северный вестибюль",55.6141812,37.6940766,1915066.9886920576,6399472.693128366
126,Отрадное,"Отрадное, вход-выход 4 в южный вестибюль",55.862542,37.604393,1900381.507330292,6424359.774712568
127,Отрадное,"Отрадное, вход-выход 2 в северный вестибюль",55.864331,37.605332,1900371.9663718066,6424572.172602493
128,Отрадное,"Отрадное, вход-выход 1 в северный вестибюль",55.864174,37.606024,1900419.732309415,6424569.707883519
129,Отрадное,"Отрадное, вход-выход 1 в южный вестибюль",55.8627468,37.6038026,1900338.1217136565,6424369.513294197
130,Охотный ряд,"Охотный ряд, вход-выход 6 в южный вестибюль",55.7569836,37.6145304,1904916.1224740543,6413195.325412558
131,Охотный ряд,"Охотный ряд, вход-выход 5 в южный вестибюль",55.7567501,37.6146643,1904932.928532858,6413172.960353588
132,Красногвардейская,"Красногвардейская, вход-выход 2 в северный вестибюль",55.6140271,37.7428056,1918045.433363074,6400483.330843875
133,Красногвардейская,"Красногвардейская, вход-выход 4 в южный вестибюль",55.6134786,37.7429054,1918071.9738781191,6400426.320607874
134,Красногвардейская,"Красногвардейская, вход-выход 1 в северный вестибюль",55.6140076,37.7423932,1918021.0039312574,6400472.525786568
135,Краснопресненская,"Краснопресненская, вход в вестибюль",55.7602928,37.5769378,1902508.4568312664,6412765.839478491
136,Красносельская,"Красносельская, вход-выход в вестибюль",55.7799823,37.6660804,1907193.2844197184,6416754.10478163
137,Красные ворота,"Красные ворота, вход в южный вестибюль",55.768377,37.648027,1906528.3648905065,6415124.913857968
138,Красные ворота,"Красные ворота, вход в северный вестибюль",55.7697611,37.6503572,1906618.4669665305,6415322.923060877
139,Крестьянская застава,"Крестьянская застава, вход-выход в вестибюль",55.7323251,37.6655383,1908933.5291142622,6411606.805360956
140,Кропоткинская,"Кропоткинская, вход-выход 1 в северный вестибюль",55.7456522,37.6053316,1904777.4240672826,6411781.405883134
141,Кропоткинская,"Кропоткинская, вход в южный вестибюль",55.7449791,37.6015583,1904572.9669370146,6411629.893438452
142,Крылатское,"Крылатское, вход-выход 2 в западный вестибюль",55.757872,37.407313,1892284.5460485753,6408974.33305269
143,Крылатское,"Крылатское, вход-выход 2 в восточный вестибюль",55.755564,37.407657,1892390.3247146057,6408732.535006797
144,Крылатское,"Крылатское, вход-выход 3 в восточный вестибюль",55.755375,37.408601,1892454.690172628,6408731.723058494
145,Крылатское,"Крылатское, вход-выход 3 в западный вестибюль",55.757724,37.408585,1892367.3489374798,6408984.742733442
146,Крылатское,"Крылатское, вход-выход 1 в западный вестибюль",55.757423,37.40738,1892305.128986601,6408927.295155177
147,Крылатское,"Крылатское, вход-выход 4 в западный вестибюль",55.758057,37.408542,1892352.4898530415,6409019.766806092
148,Крылатское,"Крылатское, вход-выход 4 в восточный вестибюль",55.755663,37.408899,1892462.2260773703,6408768.964212518
149,Крылатское,"Крылатское, вход-выход 1 в восточный вестибюль",55.755342,37.407686,1892400.2506411173,6408709.192333522
150,Новые Черёмушки,"Новые Черёмушки, вход-выход 1 в северный вестибюль",55.671235,37.555321,1904490.0035579228,6402712.545007592
151,Октябрьская,"Октябрьская, вход 1 в вестибюль кольцевой линии",55.729349,37.611311,1905745.9493306223,6410149.209930297
152,Октябрьская,"Октябрьская, вход 1 в вестибюль",55.7313189,37.6126133,1905752.0687488087,6410388.819707273
153,Октябрьское поле,"Октябрьское поле, вход-выход 1 во 2-й вестибюль",55.7939801,37.4922446,1896116.2602361874,6414631.8732412215
154,Октябрьское поле,"Октябрьское поле, вход-выход 2 во 2-й вестибюль",55.7941438,37.4919278,1896090.9731462116,6414642.933013093
155,Октябрьское поле,"Октябрьское поле, вход-выход 4 во 2-й вестибюль",55.7941853,37.4925294,1896125.9823133557,6414659.921744698
156,Октябрьское поле,"Октябрьское поле, вход-выход 3 во 2-й вестибюль",55.7943253,37.4922657,1896104.7956692204,6414669.530724419
157,Новые Черёмушки,"Новые Черёмушки, вход-выход 3 в северный вестибюль",55.671056,37.55586,1904529.470435397,6402704.511371512
158,Октябрьское поле,"Октябрьское поле, вход-выход 3 в 1-й вестибюль",55.7928291,37.4944062,1896290.060780901,6414552.74342912
159,Китай-город,"Китай-город, вход-выход 3 в южный вестибюль",55.753755,37.635443,1906307.1212929487,6413285.305877136
160,Кожуховская,"Кожуховская, вход-выход 2 из вестибюля",55.7062422,37.6853525,1911109.4545030107,6409211.9105119165
161,Кожуховская,"Кожуховская, вход-выход 1 в вестибюль",55.7064123,37.685589,1911117.5147288612,6409235.213573473
162,Коломенская,"Коломенская, вход-выход 1 в южный вестибюль",55.676834,37.6627956,1910830.1049026505,6405568.283000995
163,Коломенская,"Коломенская, вход-выход 3 в южный вестибюль",55.6776867,37.6630158,1910811.8182444351,6405664.820354356
164,Коломенская,"Коломенская, вход-выход 1 в северный вестибюль",55.679302,37.6634124,1910775.924161283,6405847.262471367
165,Коломенская,"Коломенская, вход-выход 2 в южный вестибюль",55.676747,37.6643994,1910931.0238451238,6405592.59573926
166,Коломенская,"Коломенская, вход-выход 4 в южный вестибюль",55.6776258,37.6645394,1910906.879799561,6405690.26149385
167,Коломенская,"Коломенская, вход-выход 4 в северный вестибюль",55.679487,37.664952,1910862.8137344848,6405899.544576186
168,Коломенская,"Коломенская, вход-выход 2 в северный вестибюль",55.679214,37.664904,1910870.0400845092,6405869.110111021
169,Коломенская,"Коломенская, вход-выход 3 в северный вестибюль",55.6795598,37.6634398,1910768.0089672108,6405875.625899614
170,Комсомольская,"Комсомольская, вход 2 в вестибюль",55.775717,37.655289,1906696.5512263754,6416068.168381874
171,Комсомольская,"Комсомольская, вход 5 в вестибюль",55.7753031,37.6558575,1906746.4782055519,6416035.482539437
172,Комсомольская,"Комсомольская, вход 6 в вестибюль",55.7749342,37.6563189,1906788.2265013016,6416005.401131362
173,Комсомольская,"Комсомольская, выход 1 из вестибюля",55.77673,37.655917,1906697.015523293,6416190.501857048
174,Комсомольская,"Комсомольская, вход 4 в вестибюль",55.7755021,37.656078,1906752.46941964,6416061.551017155
175,Комсомольская,"Комсомольская, вход 3 в вестибюль",55.775835,37.655895,1906728.9708807995,6416093.5897585135
176,Коньково,"Коньково, вход-выход 3 в южный вестибюль",55.6325183,37.5180365,1903647.1529008946,6397758.435774552
177,Новослободская,"Новослободская, вход в вестибюль",55.779503,37.601021,1903259.5081049523,6415339.9336619135
178,Новоясеневская,"Новоясеневская, вход-выход 2 в северный вестибюль",55.601509,37.552851,1906917.38599319,6395141.887474074
179,Новоясеневская,"Новоясеневская, вход-выход 1 в северный вестибюль",55.6019926,37.5528887,1906901.8141754065,6395194.830454228
180,Новые Черёмушки,"Новые Черёмушки, вход-выход 1 в южный вестибюль",55.6696118,37.5536016,1904445.2601117843,6402501.57785932
181,Новые Черёмушки,"Новые Черёмушки, вход-выход 2 в южный вестибюль",55.6694298,37.5541228,1904483.7542253719,6402492.847881083
182,Октябрьское поле,"Октябрьское поле, вход-выход 4 в 1-й вестибюль",55.7927107,37.494672,1896310.5783505484,6414545.507710314
183,Октябрьское поле,"Октябрьское поле, вход-выход 1 в 1-й вестибюль",55.7930327,37.494715,1896301.2995189338,6414581.119345489
184,Октябрьское поле,"Октябрьское поле, вход-выход 2 в 1-й вестибюль",55.7929182,37.4949407,1896319.2372705387,6414573.469920329
185,Орехово,"Орехово, вход в южный вестибюль",55.612207,37.695852,1915248.7601291991,6399297.271792939
186,Ленинский проспект,"Ленинский проспект, вход в северный вестибюль",55.7084099,37.5874891,1905072.8515318788,6407393.369736598
187,Лубянка,"Лубянка, вход-выход 1 в северный вестибюль",55.7590119,37.6261416,1905546.5150761663,6413657.049187444
188,Лубянка,"Лубянка, вход-выход 2 в северный вестибюль",55.7588185,37.6264345,1905571.4991057084,6413642.338499666
189,Лубянка,"Лубянка, вход-выход 3 в северный вестибюль",55.7589691,37.6271876,1905611.6752971055,6413674.342626329
190,Лубянка,"Лубянка, вход-выход 4 в северный вестибюль",55.759298,37.6281027,1905655.0737019207,6413728.957399191
191,Лубянка,"Лубянка, вход-выход 7 в северный вестибюль",55.7600076,37.6280056,1905622.8152875379,6413803.4044438815
192,Лубянка,"Лубянка, вход-выход 6 в северный вестибюль",55.7596192,37.6284663,1905665.240339712,6413771.191752908
193,Лубянка,"Лубянка, вход-выход 8 в северный вестибюль",55.759958,37.628384,1905647.6541221056,6413805.983848094
194,Лубянка,"Лубянка, вход в южный вестибюль",55.7590701,37.6257502,1905520.5661971818,6413655.125196915
195,Люблино,"Люблино, вход-выход в южный вестибюль",55.674484,37.7610191,1916899.5628409334,6407382.977426445
196,Люблино,"Люблино, вход-выход 2 в северный вестибюль",55.6767171,37.7618126,1916864.4918154464,6407640.351721227
197,Лубянка,"Лубянка, вход-выход 5 в северный вестибюль",55.7593986,37.6283278,1905665.017241248,6413744.514668945
198,Люблино,"Люблино, вход-выход 1 в северный вестибюль",55.6770532,37.7618992,1916857.2137675756,6407678.395791171
199,Люблино,"Люблино, вход-выход 3 в северный вестибюль",55.6771029,37.7621184,1916868.7046343577,6407688.376696711
200,Люблино,"Люблино, вход-выход 4 в северный вестибюль",55.677062,37.7627843,1916910.777855553,6407698.021285141
201,Люблино,"Люблино, вход-выход 5 в северный вестибюль",55.6769211,37.7629313,1916924.9904235806,6407685.940609512
202,Марксистская,"Марксистская, вход-выход 2 в вестибюль",55.7406722,37.656423,1908068.8120962486,6412315.138383349
203,Марксистская,"Марксистская, вход-выход 1 в вестибюль",55.7411071,37.6567019,1908069.5970701908,6412367.860564706
204,Марьина роща,"Марьина роща, вход-выход 3 в южный вестибюль",55.7935291,37.6168452,1903699.8736753247,6417182.651799187
205,Марьина роща,"Марьина роща, вход-выход 1 в южный вестибюль",55.7935652,37.6159225,1903642.5087037974,6417167.2383118095
206,Марьина роща,"Марьина роща, вход-выход в северный вестибюль",55.7971408,37.6169578,1903572.5809121674,6417574.257694219
207,Марьино,"Марьино, вход-выход 2 в северный вестибюль",55.651296,37.743716,1916710.9681993232,6404519.135726331
208,Марьино,"Марьино, вход-выход 3 в северный вестибюль",55.6510084,37.7438447,1916729.5391477868,6404490.856148504
209,Марьино,"Марьино, вход-выход 1 в южный вестибюль",55.6491637,37.7438608,1916799.332979012,6404292.394779227
210,Марьино,"Марьино, вход-выход 4 в южный вестибюль",55.6489065,37.7439623,1916815.1126614786,6404266.81759756
211,Марьино,"Марьино, вход-выход 2 в южный вестибюль",55.649279,37.744483,1916832.9487348453,6404317.945074594
212,Марьино,"Марьино, вход-выход 3 в южный вестибюль",55.648937,37.744606,1916853.2022473286,6404283.682748028
213,Кузнецкий мост,"Кузнецкий мост, вход в вестибюль",55.7616171,37.6241745,1905330.213616539,6413896.646533203
214,Кузьминки,"Кузьминки, вход-выход 3 в западный вестибюль",55.705308,37.763751,1915914.6075077767,6410761.965880099
215,Кузьминки,"Кузьминки, вход-выход 2 в западный вестибюль",55.7060321,37.7640246,1915904.2030969358,6410845.757092794
216,Кузьминки,"Кузьминки, вход-выход 4 в восточный вестибюль",55.704826,37.767415,1916155.5338649892,6410787.325356307
217,Кузьминки,"Кузьминки, вход-выход 1 в восточный вестибюль",55.705532,37.767726,1916148.076735854,6410869.955596051
218,Кунцевская,"Кунцевская, вход-выход 1 в западный вестибюль",55.730675,37.445477,1895607.0656204636,6406833.179718114
219,Кунцевская,"Кунцевская, вход-выход 2 в восточный вестибюль",55.73082,37.446469,1895662.0970731692,6406869.43014271
220,Кунцевская,"Кунцевская, вход-выход 2 в западный вестибюль",55.730541,37.445568,1895617.537832639,6406820.618753523
221,Кунцевская,"Кунцевская, вход-выход 1 в восточный вестибюль",55.730666,37.446528,1895671.3585095098,6406854.047403148
222,Курская,"Курская, вход-выход в вестибюль",55.758613,37.658992,1907557.7319394518,6414302.551175875
223,Курская,"Курская, вход-выход 2 в вестибюль",55.7585107,37.6601558,1907632.2605882029,6414315.936963888
224,Курская,"Курская, вход-выход 1 в вестибюль с Курского вокзала",55.757855,37.660164,1907657.1497805614,6414245.444507382
225,Курская,"Курская, вход 1 в вестибюль",55.7561757,37.6599122,1907704.3133628278,6414059.184896056
226,Кутузовская,"Кутузовская, вход-выход в южный вестибюль",55.7394196,37.5347739,1900717.3850158285,6409635.265511077
227,Кутузовская,"Кутузовская, вход-выход в северный вестибюль",55.7405718,37.534101,1900633.8509137593,6409745.454864025
228,Ленинский проспект,"Ленинский проспект, вход в южный вестибюль",55.7068188,37.5850864,1904985.5550647676,6407171.569024087
229,Марьино,"Марьино, вход-выход 1 в северный вестибюль",55.651236,37.743045,1916672.3179150606,6404498.516666617
230,Марьино,"Марьино, вход-выход 4 в северный вестибюль",55.6509113,37.7431633,1916691.6387173396,6404466.0193584375
