,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
2906,55819,55819,Пятерочка,Универсам,Пятерочка,да,реализация продовольственных товаров,"город Москва, улица Адмирала Лазарева, дом 40, корпус 3",район Южное Бутово,Юго-Западный административный округ,37.52201700000001,55.544467696574,1907139.2776052128,6388344.489569983
2907,55827,55827,LEROY MERLIN Леруа мерлен,Гипермаркет (непродовольственный),Леруа мерлен,да,реализация непродовольственных товаров,"город Москва, Автозаводская улица, дом 23, строение 91",Даниловский район,Южный административный округ,37.64475200000001,55.699729741116045,1908880.5555448318,6407657.410456485
2908,56189,56189,Вкусвилл,Супермаркет,ВкусВилл,да,реализация продовольственных товаров,"город Москва, улица Трофимова, дом 3",Даниловский район,Южный административный округ,37.662729999999996,55.70354074221717,1909833.1909814547,6408445.517670201
2909,56207,56207,Fix Price,Универсам,Fix Price,да,реализация продовольственных товаров,"город Москва, Хвалынский бульвар, дом 7/11, корпус 1",район Выхино-Жулебино,Юго-Восточный административный округ,37.850148,55.69632074013138,1921507.3506145938,6411619.888003502
2910,56212,56212,Мясницкий ряд,Универсам,Мясницкий ряд,да,реализация продовольственных товаров,"город Москва, Жулебинский бульвар, дом 10/6",район Выхино-Жулебино,Юго-Восточный административный округ,37.850266,55.69865074080435,1921427.1506916804,6411873.375150957
2911,56301,56301,Магнит,Супермаркет,Магнит,да,реализация продовольственных товаров,"город Москва, Перовская улица, дом 56/55",район Новогиреево,Восточный административный округ,37.789609999999996,55.74519475427681,1915995.735255779,6415604.894888572
2912,56303,56303,Верный,Универсам,Верный,да,реализация продовольственных товаров,"город Москва, Братиславская улица, дом 20",район Марьино,Юго-Восточный административный округ,37.76069300000001,55.656414728627176,1917554.360881544,6405428.969111409
2913,56304,56304,Магнит,Супермаркет,Магнит,да,реализация продовольственных товаров,"город Москва, город Московский, 3-й микрорайон, дом 21",поселение Московский,Новомосковский административный округ,37.347845,55.597519711723784,1894542.2189284796,6390441.92808503
2914,56353,56353,Азбука Вкуса,Супермаркет,Азбука Вкуса,да,реализация продовольственных товаров,"город Москва, Большая Тульская улица, дом 13",Даниловский район,Южный административный округ,37.622107,55.708772743729476,1907166.4207880888,6408157.352315723
2915,56354,56354,Магнит у дома,Супермаркет,Магнит,да,реализация продовольственных товаров,"город Москва, Таганская улица, дом 31/22",Таганский район,Центральный административный округ,37.670443,55.73963675266509,1908959.744834081,6412497.7536521675
2916,56539,56539,ШАРОВ СЕРГЕЙ СЕРГЕЕВИЧ,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Воротынская улица, дом 8/1",район Куркино,Северо-Западный административный округ,37.398878,55.88887479621767,1886953.9205577213,6422927.04558078
2917,56544,56544,Магнат супермаркет,Универсам,,нет,реализация продовольственных товаров,"город Москва, улица Красного Маяка, дом 11, корпус 1",район Чертаново Центральное,Южный административный округ,37.586491,55.612256715945044,1908573.3991168144,6397005.310209602
2918,56981,56981,Fix Price,Универсам,Fix Price,да,реализация продовольственных товаров,"город Москва, Жулебинский бульвар, дом 26",район Выхино-Жулебино,Юго-Восточный административный округ,37.85482000000001,55.6908177385425,1921997.994969999,6411126.0708873775
2919,57056,57056,Фасоль,Универсам,Фасоль,да,реализация продовольственных товаров,"город Москва, улица Молодцова, дом 2А",район Северное Медведково,Северо-Восточный административный округ,37.64681800000001,55.877700792936885,1902388.251468061,6426880.033666357
2920,57057,57057,Фасоль,Универсам,Фасоль,да,реализация продовольственных товаров,"город Москва, Широкая улица, дом 1, корпус 1",район Северное Медведково,Северо-Восточный административный округ,37.64715900000002,55.88837479607081,1902011.618460053,6428037.207872682
2921,57109,57109,Перекресток,Универсам,Перекресток,да,реализация продовольственных товаров,"город Москва, улица Маршала Полубоярова, дом 16, корпус 1",район Выхино-Жулебино,Юго-Восточный административный округ,37.862574,55.685233736931075,1922679.3083441742,6410688.88034663
2922,57112,57112,ПЕРЕКРЕСТОК,Универсам,Перекресток,да,реализация продовольственных товаров,"город Москва, улица Космонавтов, дом 15",Алексеевский район,Северо-Восточный административный округ,37.660303000000006,55.82165477652972,1905291.6311869381,6421123.512601347
2923,57265,57265,EUROSPAR Exspress,Супермаркет,,нет,реализация продовольственных товаров,"город Москва, площадь Победы, дом 2, корпус 2",район Дорогомилово,Западный административный округ,37.517412,55.73739375201485,1899736.1524529916,6409054.788133406
2924,57267,57267,ВкусВилл,Супермаркет,ВкусВилл,да,реализация продовольственных товаров,"город Москва, Большая Черёмушкинская улица, дом 1",район Котловка,Юго-Западный административный округ,37.60170899999999,55.689380738127745,1906643.9330317248,6405639.5544258235
2925,57268,57268,НАХОДКА,Супермаркет,,нет,реализация продовольственных товаров,"город Москва, улица Сергея Эйзенштейна, дом 6",район Ростокино,Северо-Восточный административный округ,37.640892,55.83231477964416,1903717.6559768158,6421865.660668213
2926,57293,57293,Лит.ра,Универсам,Лит.ра,да,реализация продовольственных товаров,"город Москва, 5-й квартал Капотня, дом 26",район Капотня,Юго-Восточный административный округ,37.79815800000001,55.63113872136178,1920781.917847477,6403496.894944797
2927,57305,57305,Пятерочка,Универсам,Пятерочка,да,реализация продовольственных товаров,"город Москва, улица Бутлерова, дом 24",район Коньково,Юго-Западный административный округ,37.53637143951838,55.64853695048247,1904173.952595751,6399868.921611898
2928,57427,57427,Билла,Супермаркет,Билла,да,реализация продовольственных товаров,"город Москва, улица Большие Каменщики, дом 6, строение 1А",Таганский район,Центральный административный округ,37.653092,55.73774075211544,1907975.274123999,6411929.324165531
