,level_0,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
135,135,2370,2370,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Расковой, дом 8",район Беговой,Северный административный округ,37.57055285278489,55.7859515649412,1901169.6939105669,6415398.364050584
136,136,2378,2378,Москард,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Ремизова, дом 8",район Котловка,Юго-Западный административный округ,37.5988909231256,55.67703627285151,1906929.888305679,6404249.691118586
137,137,2401,2401,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Россошанская улица, дом 13, корпус 1",район Чертаново Южное,Южный административный округ,37.61435515269019,55.59606650282675,1910874.0610511575,6395843.850257061
138,138,2420,2420,Фотография,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Рублёвское шоссе, дом 40, корпус 3",район Крылатское,Западный административный округ,37.4147250877458,55.7511371178296,1892983.0279508613,6408401.648255046
139,139,2464,2464,ФОТО,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Садовая-Триумфальная улица, дом 16, строение 3",Тверской район,Центральный административный округ,37.60235682074591,55.771054295787835,1903654.1454960462,6414457.226320122
140,140,2472,2472,РАДУГА,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, 3-й Самотёчный переулок, дом 2",Тверской район,Центральный административный округ,37.61590326036509,55.779028918566844,1904181.1094503119,6415600.153000353
141,141,2477,2477,ОБОДОВСКИЙ,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Саратовская улица, дом 1, корпус 1",район Текстильщики,Юго-Восточный административный округ,37.7294763890263,55.7139727436695,1913506.0263552482,6410973.257025941
142,142,2493,2493,Фотография,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Свободы, дом 24/9",район Покровское-Стрешнево,Северо-Западный административный округ,37.454376038525105,55.834227478046095,1892332.178488213,6418184.51103526
143,143,2498,2498,ПЕРЕПЛЕТНАЯ МАСТЕРСКАЯ,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Свободы, дом 71, корпус 2",район Северное Тушино,Северо-Западный административный округ,37.44783286883564,55.86051814933537,1890965.8835006072,6420883.385806069
144,144,2566,2566,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Измайловский бульвар, дом 11/31",район Измайлово,Восточный административный округ,37.78622821358944,55.79721719389115,1913843.639752202,6421137.5414176965
145,145,2573,2573,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Сиреневый бульвар, дом 63",район Северное Измайлово,Восточный административный округ,37.82030714427843,55.80362159948835,1915671.314092024,6422546.38932153
146,146,2577,2577,Переплетная мастерская,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Сиреневый бульвар, дом 72",район Восточное Измайлово,Восточный административный округ,37.83620006586756,55.802796859606275,1916666.3139807773,6422793.256973738
147,147,2586,2586,Глинбус,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Славянский бульвар, дом 5, корпус 1",район Фили-Давыдково,Западный административный округ,37.4714340014471,55.7270075536816,1897321.8909650256,6406977.341144818
148,148,2591,2591,Потемкин С.Ю.,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Славянский бульвар, дом 15",район Фили-Давыдково,Западный административный округ,37.461894415479904,55.7251738761138,1896808.8789550285,6406581.167698057
149,149,2616,2616,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Снежная улица, дом 25",район Свиблово,Северо-Восточный административный округ,37.652145937949285,55.85547889524327,1903538.1127055755,6424597.228392389
150,150,2639,2639,Фото XXI,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Сокольнический Вал, дом 48",район Сокольники,Восточный административный округ,37.6740195976328,55.791373112167605,1907251.339107623,6418148.099141587
151,151,2642,2642,Фотостудия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Солнцевский проспект, дом 1",район Солнцево,Западный административный округ,37.396596629130244,55.651836296927115,1895527.4053013902,6397313.938344285
152,152,2672,2672,Промофото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Староконюшенный переулок, дом 43",район Арбат,Центральный административный округ,37.594376836411456,55.74951106860893,1903968.2482669288,6411968.177871037
153,153,2693,2693,Копирка,"фотоателье, фотоуслуги",КОПИРКА,да,бытовые услуги,"город Москва, Стремянный переулок, дом 35",район Замоскворечье,Центральный административный округ,37.627364884028765,55.726654757813776,1906822.4998073124,6410195.068004214
154,154,2694,2694,Копицентр Реглет,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Стремянный переулок, дом 35",район Замоскворечье,Центральный административный округ,37.627364884028765,55.726654757813776,1906822.4998073124,6410195.068004214
155,155,2705,2705,Фотостудия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Строгинский бульвар, дом 30",район Строгино,Северо-Западный административный округ,37.4065660268978,55.802195038827776,1890609.2330435254,6413739.079267847
156,156,2735,2735,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Ивана Сусанина, дом 4, корпус 1",район Западное Дегунино,Северный административный округ,37.52633344700559,55.867339263864345,1895472.804349613,6423249.41438002
157,157,2767,2767,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Сходненская улица, дом 52, корпус 1",район Южное Тушино,Северо-Западный административный округ,37.440853378590205,55.848515971047604,1890985.0428123681,6419444.607571431
158,158,2814,2814,Фотоуслуги «Фотопроект»,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Тверской бульвар, дом 20, строение 4",Пресненский район,Центральный административный округ,37.602926,55.761096,1904058.2131157413,6413395.7566989465
159,159,2820,2820,Фотостудия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Шкулёва, дом 17",район Текстильщики,Юго-Восточный административный округ,37.748849,55.694031,1915428.9040848296,6409232.5921034375
160,160,2877,2877,Фотостудия Копирка,"фотоателье, фотоуслуги",КОПИРКА,да,бытовые услуги,"город Москва, Большая Тульская улица, дом 2",Даниловский район,Южный административный округ,37.62072164048301,55.70963436191901,1907050.127724751,6408221.200484103
161,161,2883,2883,Типография-ПРИНТЭК,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Малая Тульская улица, дом 24",Даниловский район,Южный административный округ,37.61684026126856,55.70631959409328,1906936.903402496,6407782.554860287
162,162,2941,2941,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Уральская улица, дом 1",район Гольяново,Восточный административный округ,37.79786791668631,55.81168605426279,1914008.0508846387,6422941.461609335
163,163,2955,2955,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Уральская улица, дом 6, корпус 1",район Гольяново,Восточный административный округ,37.79932676987209,55.813757150200445,1914018.95895304,6423195.302870568
164,164,2964,2964,Л-ФОТО,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Усачёва улица, дом 29, корпус 3",район Хамовники,Центральный административный округ,37.56525336478335,55.72327332982467,1903169.0799942976,6408530.8447022885
165,165,2966,2966,Радуга,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Усачёва улица, дом 62",район Хамовники,Центральный административный округ,37.56240825815847,55.724768043040335,1902940.628008476,6408632.544302146
166,166,2968,2968,ТехПолиграфЦентр,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Усиевича, дом 8",район Аэропорт,Северный административный округ,37.530993246685114,55.8055314739703,1898042.4323500928,6416683.907950599
167,167,2990,2990,Копировальный центр Полицвет,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Фабрициуса, дом 14",район Южное Тушино,Северо-Западный административный округ,37.4485057787896,55.844299653294,1891604.6588407268,6419148.700367448
168,168,3017,3017,Фототовары,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Фестивальная улица, дом 13, корпус 1",район Левобережный,Северный административный округ,37.477472873819295,55.855758083041955,1892938.789740744,6420985.274265382
169,169,3024,3024,ФОТО НА ДОКУМЕНТЫ,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Большая Филёвская улица, дом 19/18, корпус 1",район Филёвский Парк,Западный административный округ,37.49761258949857,55.7472117351625,1898169.232972044,6409700.915154512
170,170,3101,3101,Фотосалон,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Химкинский бульвар, дом 17",район Южное Тушино,Северо-Западный административный округ,37.446355456309135,55.849810183489,1891271.0711527516,6419698.242670642
171,171,3112,3112,Фото студия Анохиной,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, 1-й Хорошёвский проезд, дом 4, корпус 1",Хорошёвский район,Северный административный округ,37.54545058088831,55.774972721590096,1900051.259485791,6413690.984732909
172,172,3124,3124,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Хорошёвское шоссе, дом 84, корпус 1",Хорошёвский район,Северный административный округ,37.5202796609208,55.777857644616,1898415.0908532653,6413477.26906752
173,173,3137,3137,КОПИРОВАЛЬНЫЙ ЦЕНТР ФАН,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Новинский бульвар, дом 15",район Арбат,Центральный административный округ,37.582666425521104,55.75462588194097,1903066.6999033028,6412274.682083278
174,174,3138,3138,Срочное фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Новинский бульвар, дом 28/35, строение 1",район Арбат,Центральный административный округ,37.58581039740584,55.757347120053296,1903156.9461003104,6412633.739452828
175,175,3169,3169,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Большая Черкизовская улица, дом 6, корпус 1",район Преображенское,Восточный административный округ,37.7206202970572,55.7961771735906,1909901.0214227173,6419644.305655212
176,176,3184,3184,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Хабаровская улица, дом 12/23",район Гольяново,Восточный административный округ,37.82677373286385,55.821743877934495,1915383.952924386,6424634.685761567
177,177,3202,3202,АльянсФото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Покровка, дом 2/1, строение 1",Басманный район,Центральный административный округ,37.6404222475116,55.7584495077602,1906435.302873718,6413895.608316535
178,178,3244,3244,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Чонгарский бульвар, дом 4, корпус 1",Нагорный район,Южный административный округ,37.6178246870644,55.65374534230256,1908947.235736449,6402135.476683268
179,179,3265,3265,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Шаболовка, дом 24",район Якиманка,Центральный административный округ,37.60931805427501,55.72087699091661,1905939.0298763453,6409194.240922365
180,180,3277,3277,Фото студия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Шверника, дом 17, корпус 3",Академический район,Юго-Западный административный округ,37.592265866858305,55.693374492163294,1905920.8477794619,6405872.398303985
181,181,3307,3307,Фотопрофиль,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Широкая улица, дом 11",район Северное Медведково,Северо-Восточный административный округ,37.661076343155905,55.8881099387109,1902864.1575312216,6428299.896927765
182,182,3311,3311,ФОН,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Шкулёва, дом 7А",район Текстильщики,Юго-Восточный административный округ,37.741322,55.693536,1914989.257555949,6409020.587099634
183,183,3321,3321,ФОТОУСЛУГИ,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, проезд Шокальского, дом 26",район Северное Медведково,Северо-Восточный административный округ,37.648687081225994,55.8806006463494,1902393.521697173,6427231.577775068
184,184,3324,3324,Фото на паспорт,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Шолохова, дом 12",район Ново-Переделкино,Западный административный округ,37.35199042254023,55.63952583401881,1893257.1310377582,6395060.6727285925
185,185,3332,3332,ФОТОУСЛУГИ,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Шоссейная улица, дом 29, корпус 1",район Печатники,Юго-Восточный административный округ,37.724844,55.682279,1914406.0069876583,6407460.313129992
186,186,3365,3365,Микс Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Щербаковская улица, дом 35",район Соколиная Гора,Восточный административный округ,37.729619,55.782835,1910945.2113889698,6418396.049812016
187,187,3378,3378,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, шоссе Энтузиастов, дом 22/18",район Лефортово,Юго-Восточный административный округ,37.71712269550209,55.750881476910095,1911378.3145302213,6414690.353957624
188,188,3444,3444,Шевень,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, город Зеленоград, корпус 401",район Матушкино,Зеленоградский административный округ,37.208900305999975,56.000285204000015,1871372.8106962813,6431034.1031086035
189,189,3465,3465,ФОТОУСЛУГИ,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, город Зеленоград, корпус 931",район Старое Крюково,Зеленоградский административный округ,37.1797999085477,55.9828576922347,1870249.232935863,6428559.130436198
190,190,3473,3473,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, город Зеленоград, корпус 1204",район Силино,Зеленоградский административный округ,37.190385,55.995009,1870446.1437273347,6430086.300169682
191,191,3475,3475,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, город Зеленоград, корпус 1204",район Силино,Зеленоградский административный округ,37.190385,55.995009,1870446.1437273347,6430086.300169682
192,192,3486,3486,ЭЛЕКТРОНИКА-СЕРВИС,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Благовещенский переулок, дом 5",Тверской район,Центральный административный округ,37.5985397801966,55.76793856879818,1903537.808556761,6414041.561122567
193,193,3536,3536,Фото на паспорт,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Боровское шоссе, дом 46",район Ново-Переделкино,Западный административный округ,37.348412938498456,55.636543980093606,1893147.998917793,6394664.803228063
194,194,3545,3545,РИАН-ФОТО,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, бульвар Дмитрия Донского, дом 9, корпус 1",район Северное Бутово,Юго-Западный административный округ,37.57423032838586,55.56663446659945,1909512.7233406585,6391828.501085702
195,195,3563,3563,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Скульптора Мухиной, дом 10",район Ново-Переделкино,Западный административный округ,37.343106214646326,55.6406255056195,1892674.6469082169,6394995.3049303815
196,196,3578,3578,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Ратная улица, дом 12, корпус 1",район Северное Бутово,Юго-Западный административный округ,37.5753996386063,55.57543357932173,1909258.729129289,6392801.954802858
197,197,3611,3611,ФОТОЦЕНТР,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Новотушинский проезд, дом 6, корпус 1",район Митино,Северо-Западный административный округ,37.38267250385902,55.83728525836352,1887868.3878818296,6417028.77047309
198,198,3621,3621,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Фестивальная улица, дом 63, корпус 2",район Ховрино,Северный административный округ,37.4992736803118,55.8611772329582,1894060.420762077,6422022.4106041575
199,199,3627,3627,КРЮКОВ В.Ю.,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, бульвар Дмитрия Донского, дом 2, корпус 1",район Северное Бутово,Юго-Западный административный округ,37.57423032838586,55.56663446659945,1909512.7233406585,6391828.501085702
200,200,3640,3640,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Василия Петушкова, дом 13, корпус 2",район Южное Тушино,Северо-Западный административный округ,37.402203,55.838678781504846,1889002.3518727173,6417583.153132092
201,201,3644,3644,ОРИОН,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Старокачаловская улица, дом 3, корпус 2",район Северное Бутово,Юго-Западный административный округ,37.58349431600791,55.56931797915875,1909979.5790908718,6392312.0917869685
202,202,3650,3650,ФОТО,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Митинская улица, дом 48",район Митино,Северо-Западный административный округ,37.3548957334582,55.850705264215,1885689.996357482,6417902.032140057
203,203,3662,3662,ФОТОУСЛУГИ,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Митинская улица, дом 57",район Митино,Северо-Западный административный округ,37.3522027956072,55.8553665119962,1885355.5209326062,6418349.140278375
204,204,3665,3665,ФОТОУСЛУГИ корп. 1546,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, город Зеленоград, корпус 1546",район Крюково,Зеленоградский административный округ,37.160301,55.977568,1869262.6125203348,6427590.1182064675
205,205,3667,3667,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Шоссейная улица, дом 39",район Печатники,Юго-Восточный административный округ,37.723541,55.676552,1914540.1656585769,6406815.679908712
206,206,3701,3701,ФОТО,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Митинская улица, дом 37",район Митино,Северо-Западный административный округ,37.354213975651675,55.8483134804177,1885736.4311217482,6417629.999329068
207,207,3738,3738,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Лермонтовский проспект, дом 12",район Выхино-Жулебино,Юго-Восточный административный округ,37.854685,55.699137,1921677.7389251231,6412019.355166736
208,208,3740,3740,Фото студия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, бульвар Адмирала Ушакова, дом 8",район Южное Бутово,Юго-Западный административный округ,37.5516840444635,55.548268188459595,1908813.280829831,6389375.300985695
209,209,3751,3751,Копировальный центр ZOOM,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Таллинская улица, дом 26",район Строгино,Северо-Западный административный округ,37.40747583310776,55.799888132875225,1890749.3494652968,6413509.1411313275
210,210,3755,3755,Фото Спон,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Таллинская улица, дом 26",район Строгино,Северо-Западный административный округ,37.4076394874776,55.7993782829641,1890778.0440171103,6413457.54722564
211,211,3767,3767,"Багетпро, принт","фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Большая Серпуховская улица, дом 38, корпус 8",район Замоскворечье,Центральный административный округ,37.62635928838006,55.723566722981566,1906875.9842904315,6409841.139010712
212,212,3768,3768,Багетпро,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Большая Серпуховская улица, дом 38, корпус 8",район Замоскворечье,Центральный административный округ,37.62635928838006,55.723566722981566,1906875.9842904315,6409841.139010712
213,213,3873,3873,Фото мобил,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Генерала Кузнецова, дом 17",район Выхино-Жулебино,Юго-Восточный административный округ,37.857829133207076,55.68593833205084,1922364.1253468543,6410664.219096432
214,214,3888,3888,ФОТО,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, квартал Самаркандский Бульвар 137а, корпус 7",район Выхино-Жулебино,Юго-Восточный административный округ,37.816768,55.698781,1919384.315790196,6411178.483517593
215,215,4035,4035,МЕТА-ФОТО,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Ломоносовский проспект, дом 23",Гагаринский район,Юго-Западный административный округ,37.5381013380122,55.6916317356977,1902686.7190029342,6404552.115330525
216,216,4067,4067,Фото ателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Скобелевская улица, дом 25",район Южное Бутово,Юго-Западный административный округ,37.55775339341951,55.5455307807888,1909285.555148361,6389207.170437486
217,217,4077,4077,Фото ателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Южнобутовская улица, дом 50",район Южное Бутово,Юго-Западный административный округ,37.532694004638,55.5385741156282,1908009.7800202272,6387932.120305328
218,218,4079,4079,Фото ателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Южнобутовская улица, дом 50",район Южное Бутово,Юго-Западный административный округ,37.532629631621695,55.538416271248195,1908011.6672587642,6387913.7467886135
219,219,4086,4086,Фото студия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Адмирала Лазарева, дом 52, корпус 2",район Южное Бутово,Юго-Западный административный округ,37.5165792928766,55.5436733623796,1906835.9915774744,6388145.091530744
220,220,4113,4113,Фото студия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Адмирала Лазарева, дом 36",район Южное Бутово,Юго-Западный административный округ,37.5276299940181,55.5463319930098,1907413.7852856263,6388662.9949240815
221,221,4228,4228,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Покрышкина, дом 9",район Тропарёво-Никулино,Западный административный округ,37.467118,55.66392499999991,1899383.587047536,6400084.063636382
222,222,4295,4295,ФОТОУСЛУГИ,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Митинская улица, дом 25",район Митино,Северо-Западный административный округ,37.3630389190277,55.844495421027,1886412.077117492,6417400.508634677
223,223,4321,4321,ФОТО,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Пятницкое шоссе, дом 14",район Митино,Северо-Западный административный округ,37.38614905800168,55.8416076116936,1887920.4864717731,6417566.808620403
224,224,4325,4325,ФОТО,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Пятницкое шоссе, дом 16",район Митино,Северо-Западный административный округ,37.384786270719104,55.8422967421426,1887812.462145704,6417612.939057436
225,225,4366,4366,ФОТОУСЛУГИ,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Героев Панфиловцев, дом 1/2",район Северное Тушино,Северо-Западный административный округ,37.438300189103614,55.85205932835471,1890699.5935031169,6419773.723504093
226,226,4478,4478,Фотостудия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, город Зеленоград, корпус 1815",район Крюково,Зеленоградский административный округ,37.1632223950454,55.9822964871477,1869267.08214936,6428159.901936327
227,227,4552,4552,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Каширское шоссе, дом 50, корпус 1",район Москворечье-Сабурово,Южный административный округ,37.66691039030496,55.64672164941639,1912200.1742049146,6402408.860044252
228,228,4601,4601,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Новокосинская улица, дом 12, корпус 2",район Новокосино,Восточный административный округ,37.85569075697106,55.73604521814249,1920354.19632403,6416016.156127811
229,229,4665,4665,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Северный бульвар, дом 3, корпус 2",район Отрадное,Северо-Восточный административный округ,37.60567905053023,55.86564772076328,1900344.0906160488,6424721.31242045
230,230,4707,4707,Цифровой фотосалон Глобус,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Бутырская улица, дом 6",Бутырский район,Северо-Восточный административный округ,37.58501909815299,55.79581445622429,1901682.6184704518,6416763.60719752
231,231,4747,4747,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Святоозерская улица, дом 9",район Косино-Ухтомский,Восточный административный округ,37.891830791169355,55.71315143173311,1923410.7001751624,6414316.302047097
232,232,4758,4758,Фотоателье,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Святоозерская улица, дом 18",район Косино-Ухтомский,Восточный административный округ,37.89207045822444,55.711983054839656,1923469.1783009374,6414195.550212459
233,233,4801,4801,Копирка,"фотоателье, фотоуслуги",КОПИРКА,да,бытовые услуги,"город Москва, Сокольническая площадь, дом 9",район Сокольники,Восточный административный округ,37.67980471001739,55.79037148253573,1907639.8569156013,6418161.543216958
234,234,4841,4841,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Саратовская улица, дом 22",Рязанский район,Юго-Восточный административный округ,37.747015289571166,55.71642286492526,1914481.4580879228,6411606.734072583
235,235,4907,4907,ЮГОРУС,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Профсоюзная улица, дом 104",район Коньково,Юго-Западный административный округ,37.523580260655756,55.64178697329203,1903643.163987126,6398873.803054063
236,236,4965,4965,Фотоуслуги ИП Логинова О. С.,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Наташи Ковшовой, дом 11",район Очаково-Матвеевское,Западный административный округ,37.452766468787594,55.6827000605009,1897817.401157794,6401810.442011794
237,237,5049,5049,Иланг Иланг фотосалон,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, улица Вилиса Лациса, дом 17, корпус 2",район Северное Тушино,Северо-Западный административный округ,37.424557472336716,55.86242935038774,1889484.1186242062,6420607.066502732
238,238,5064,5064,Фото студия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Соколово-Мещерская улица, дом 25",район Куркино,Северо-Западный административный округ,37.38463606701529,55.9040764612693,1885531.829764456,6424271.789438419
239,239,5221,5221,"Копировальный,Фото центр","фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Россошанская улица, дом 6",район Чертаново Южное,Южный административный округ,37.6124039334303,55.59246364812579,1910888.4447595372,6395414.4165087985
240,240,5285,5285,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Лукинская улица, дом 16",район Ново-Переделкино,Западный административный округ,37.0345,55.24531,1888070.662311141,6345934.306056409
241,241,5377,5377,Фотостудия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, поселение Внуковское, улица Лётчика Грицевца, дом 8",поселение Внуковское,Новомосковский административный округ,37.306926,55.622233,1891138.675025623,6392261.742745397
242,242,5388,5388,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, поселение Десеновское, Офицерская улица, дом 18",поселение Десеновское,Новомосковский административный округ,37.35060979438029,55.516015771852516,1897694.0982711448,6381703.0007375125
243,243,5408,5408,Фотостудия «Rosstiker.ru»,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, город Троицк, Нагорная улица, дом 6",поселение Троицк,Троицкий административный округ,37.29961222680216,55.49381528430652,1895380.846899757,6378249.028174813
244,244,5442,5442,Фотоуслуги,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, поселение Краснопахорское, село Красная Пахра, дом 5",поселение Краснопахорское,Троицкий административный округ,37.25985557473482,55.43042191112336,1895252.2443425357,6370581.1477518575
245,245,5455,5455,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, поселение Воскресенское, посёлок Воскресенское, дом 26",поселение Воскресенское,Новомосковский административный округ,37.441646,55.526765,1902873.601958782,6384756.603385868
246,246,5475,5475,Копи сервис,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, город Щербинка, Спортивная улица, дом 27",поселение Щербинка,Новомосковский административный округ,37.568094,55.502137,1911521.645499795,6384743.378346932
247,247,5477,5477,Копицентр «Ранж»,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, город Троицк, Юбилейная улица, дом 4",поселение Троицк,Троицкий административный округ,37.30277460485141,55.47287061675386,1896338.963046786,6376053.397988752
248,248,5494,5494,Гравер-Р,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Ленинградский проспект, дом 80, корпус 4",район Сокол,Северный административный округ,37.506692,55.81010877315973,1896397.809007937,6416671.346196895
249,249,5497,5497,Фото студия,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Венёвская улица, дом 3А",район Южное Бутово,Юго-Западный административный округ,37.54554715006428,55.54814073029418,1908442.7191010031,6389233.054341591
250,250,5498,5498,Фото,"фотоателье, фотоуслуги",,нет,бытовые услуги,"город Москва, Беломорская улица, дом 26, строение 2",район Левобережный,Северный административный округ,37.47440634048257,55.864178433480575,1892441.9882601304,6421829.36933484
