,Name,District,AdmArea,Latitude_WGS84,Longitude_WGS84,Xs,Ys
2902,"«Чертановская ул., 28», Чертановская улица (3562)",район Чертаново Центральное,Южный административный округ,55.61999031,37.59358853,1908720.171418775,
2903,"«Чертановская ул., 44», Чертановская улица (3563)",район Чертаново Центральное,Южный административный округ,55.60904054,37.59058636,1908942.4363399702,
2904,"«Аптека», Чертановская улица (3564)",район Чертаново Южное,Южный административный округ,55.60226234,37.58899694,1909096.3684616496,
2905,"«Чертановская ул., 28», Чертановская улица (3565)",район Чертаново Центральное,Южный административный округ,55.61985196,37.59417685,1908761.1938851548,
2906,"«Детская стоматологическая п-ка», Чертановская улица (3566)",район Чертаново Центральное,Южный административный округ,55.61616652,37.59313478,1908834.0950568172,
2907,"«Пл. Акад. Вишневского», Артековская улица (3568)",Нагорный район,Южный административный округ,55.65244117,37.61312819,1908709.3117700524,
2908,"«Артековская ул.», Черноморский бульвар (3569)",Нагорный район,Южный административный округ,55.64481703,37.61391804,1909040.1673144684,
2909,"«Черноморский бульв.», Черноморский бульвар (3570)",Нагорный район,Южный административный округ,55.64485735,37.61767714,1909267.8719454168,
2910,"«Балаклавский просп., 3», Балаклавский проспект (3571)",Нагорный район,Южный административный округ,55.64115857,37.6128763,1909112.293460339,
2911,"«Метро Чертановская», Балаклавский проспект (3572)",Нагорный район,Южный административный округ,55.64141121,37.60820826,1908818.2749017712,
2912,"«Метро Калужская (южн.)», улица Обручева (3573)",Обручевский район,Юго-Западный административный округ,55.65607575,37.5384736,1904023.5625211012,
2913,"«Ул. Обручева, 23», улица Обручева (3574)",Обручевский район,Юго-Западный административный округ,55.65671634,37.53298344,1903665.171593012,
2914,"«Ул. Акад. Волгина», улица Обручева (3575)",Обручевский район,Юго-Западный административный округ,55.6575737,37.52436354,1903107.9682340715,
2915,"«Метро Маяковская», Оружейный переулок (3576)",Тверской район,Центральный административный округ,55.77119007,37.59810657,1903390.8660915827,
2916,"«Воротниковский пер.», Садовая-Триумфальная улица (3577)",Тверской район,Центральный административный округ,55.77155002,37.60210602,1903620.513905873,
2917,"«Ул. Павла Корчагина», улица Павла Корчагина (3579)",Алексеевский район,Северо-Восточный административный округ,55.82072041,37.6638542,1905541.8340935647,
2918,"«Гимназия», улица Павла Корчагина (3580)",Алексеевский район,Северо-Восточный административный округ,55.81647097,37.6595378,1905438.147377256,
2919,"«Ул. Павла Корчагина, 8 - Платф. Маленковская», улица Павла Корчагина (3581)",Алексеевский район,Северо-Восточный административный округ,55.81391227,37.65689175,1905372.8261645013,
2920,"«1-й Рижский пер.», улица Павла Корчагина (3582)",Алексеевский район,Северо-Восточный административный округ,55.81199099,37.65466127,1905308.9780374633,
2921,"«Староалексеевская ул.», Новоалексеевская улица (3583)",Алексеевский район,Северо-Восточный административный округ,55.81006435,37.64889913,1905031.000554428,
2922,"«Метро Алексеевская», Новоалексеевская улица (3584)",Алексеевский район,Северо-Восточный административный округ,55.80764801,37.64198319,1904701.1650901248,
2923,"«Новоалексеевская ул.», Новоалексеевская улица (3585)",Алексеевский район,Северо-Восточный административный округ,55.80693748,37.64052223,1904638.9198512495,
2924,"«Метро Алексеевская», 3-я Мытищинская улица (3586)",Алексеевский район,Северо-Восточный административный округ,55.80863749,37.64568959,1904889.3009911291,
2925,"«Староалексеевская ул.», Новоалексеевская улица (3587)",Алексеевский район,Северо-Восточный административный округ,55.8099948,37.64900929,1905040.2725187098,
2926,"«1-й Рижский пер.», улица Павла Корчагина (3588)",Алексеевский район,Северо-Восточный административный округ,55.81123143,37.6544772,1905326.0700936052,
2927,"«Ул. Павла Корчагина, 8 - Платф. Маленковская», улица Павла Корчагина (3589)",Алексеевский район,Северо-Восточный административный округ,55.81426828,37.65744929,1905393.4067004588,
2928,"«Гимназия», улица Павла Корчагина (3590)",Алексеевский район,Северо-Восточный административный округ,55.81786848,37.66130032,1905493.0631083173,
2929,"«Ул. Павла Корчагина», улица Павла Корчагина (3591)",Алексеевский район,Северо-Восточный административный округ,55.82106668,37.66396625,1905535.7407514397,
2930,"«Дворец спорта Сокольники», улица Сокольнический Вал (3592)",район Сокольники,Восточный административный округ,55.79180317,37.67425448,1907249.586101068,
2931,"«Старослободская ул.», улица Сокольнический Вал (3593)",район Сокольники,Восточный административный округ,55.79150066,37.67031186,1907021.490963369,
2932,"«Ул. Шумкина», улица Сокольнический Вал (3594)",район Сокольники,Восточный административный округ,55.7917381,37.66379462,1906616.9822022468,
2933,"«1-й Лучевой просек», Поперечный просек (3596)",район Сокольники,Восточный административный округ,55.79867258,37.65760169,1905982.9836543726,
2934,"«2-й Лучевой просек», Поперечный просек (3597)",район Сокольники,Восточный административный округ,55.80181129,37.65911855,1905958.2631247377,
2935,"«3-й Лучевой просек», Поперечный просек (3598)",район Сокольники,Восточный административный округ,55.80477743,37.6637473,1906128.8048355205,
2936,"«4-й Лучевой просек», Поперечный просек (3599)",район Сокольники,Восточный административный округ,55.80653719,37.6677766,1906307.8273275946,
2937,"«5-й Лучевой просек», Поперечный просек (3600)",район Сокольники,Восточный административный округ,55.80728424,37.67421137,1906670.5025798487,
2938,"«5-й Лучевой просек», Поперечный просек (3601)",район Сокольники,Восточный административный округ,55.807493,37.67515182,1906719.797581235,
2939,"«4-й Лучевой просек», Поперечный просек (3602)",район Сокольники,Восточный административный округ,55.80692118,37.66886873,1906359.8079168093,
2940,"«3-й Лучевой просек», Поперечный просек (3603)",район Сокольники,Восточный административный округ,55.80474037,37.66331537,1906103.9705540063,
2941,"«2-й Лучевой просек», Поперечный просек (3604)",район Сокольники,Восточный административный округ,55.80222485,37.65936046,1905957.5564347277,
2942,"«1-й Лучевой просек», Поперечный просек (3605)",район Сокольники,Восточный административный округ,55.79773232,37.65707608,1905986.062825237,
2943,"«Ул. Шумкина», улица Сокольнический Вал (3607)",район Сокольники,Восточный административный округ,55.79150147,37.66417507,1906648.8866402048,
2944,"«Старослободская ул.», улица Сокольнический Вал (3608)",район Сокольники,Восточный административный округ,55.79168843,37.66902754,1906936.528702014,
2945,"«Аргуновская ул.», улица Академика Королёва (3609)",Останкинский район,Северо-Восточный административный округ,55.82176481,37.62131379,1902922.2576920865,
2946,"«Ул. Цандера», улица Академика Королёва (3610)",Останкинский район,Северо-Восточный административный округ,55.82175285,37.62821348,1903341.2927594213,
2947,"«ВДНХ (южн.)», улица Академика Королёва (3611)",Останкинский район,Северо-Восточный административный округ,55.82199764,37.63369298,1903664.6166023612,
2948,"«Богородский храм», Краснобогатырская улица (3613)",район Богородское,Восточный административный округ,55.81479706,37.69410236,1907597.4747070638,
2949,"«Инновационный университет», Краснобогатырская улица (3614)",район Богородское,Восточный административный округ,55.81229936,37.69781074,1907915.5676832322,
2950,"«1-я Прогонная ул.», Краснобогатырская улица (3615)",район Богородское,Восточный административный округ,55.80998018,37.70357601,1908351.8290146778,
2951,"«Объединение ЛИТ», Краснобогатырская улица (3616)",район Богородское,Восточный административный округ,55.80717974,37.70608636,1908608.5799160134,
2952,"«Мосгорсуд», Краснобогатырская улица (3617)",район Богородское,Восточный административный округ,55.80466788,37.70709936,1908763.726538143,
2953,"«Ул. Хромова», Краснобогатырская улица (3618)",район Преображенское,Восточный административный округ,55.79992558,37.71265136,1909277.531140053,
2954,"«Метро Семеновская», улица Измайловский Вал (3621)",район Соколиная Гора,Восточный административный округ,55.7841809,37.71785674,1910180.8501297138,
2955,"«Метро Семеновская», Вельяминовская улица (3622)",район Соколиная Гора,Восточный административный округ,55.78223983,37.72210342,1910511.1097468091,
2956,"«Ул. Ибрагимова», Щербаковская улица (3623)",район Соколиная Гора,Восточный административный округ,55.78256502,37.73016584,1910988.4898201632,
2957,"«Фортунатовская ул.», Щербаковская улица (3624)",район Соколиная Гора,Восточный административный округ,55.78286096,37.73864919,1911492.4962964226,
2958,"«Метро Партизанская», Народный проспект (3626)",район Измайлово,Восточный административный округ,55.78701612,37.74766406,1911884.5789390716,
2959,"«Главная аллея», Измайловский проспект (3627)",район Измайлово,Восточный административный округ,55.7866487,37.76169693,1912750.142137256,
2960,"«Измайловская пл.», Первомайская улица (3628)",район Измайлово,Восточный административный округ,55.79134421,37.77525932,1913397.74383873,
2961,"«3-я Парковая ул.», 3-я Парковая улица (3629)",район Измайлово,Восточный административный округ,55.79265945,37.78244508,1913784.634343628,
2962,"«5-я Парковая ул.», Первомайская улица (3630)",район Измайлово,Восточный административный округ,55.79293504,37.78753642,1914083.2968309105,
2963,"«7-я Парковая ул.», Первомайская улица (3631)",район Измайлово,Восточный административный округ,55.7930765,37.79377237,1914456.4310194056,
2964,"«Метро Первомайская», Первомайская улица (3632)",район Измайлово,Восточный административный округ,55.79313357,37.79887363,1914763.8583689625,
2965,"«15-я Парковая ул.», Первомайская улица (3633)",район Восточное Измайлово,Восточный административный округ,55.79347666,37.81994501,1916029.6365418464,
2966,"«16-я Парковая ул.», Первомайская улица (3634)",район Восточное Измайлово,Восточный административный округ,55.79352583,37.82219899,1916164.5612516461,
2967,"«16-я Парковая ул.», Первомайская улица (3635)",район Восточное Измайлово,Восточный административный округ,55.79364415,37.8214458,1916114.4236316357,
2968,"«15-я Парковая ул.», 15-я Парковая улица (3636)",район Восточное Измайлово,Восточный административный округ,55.79370727,37.81959071,1915999.494053517,
2969,"«13-я Парковая ул.», Первомайская улица (3637)",район Восточное Измайлово,Восточный административный округ,55.79359209,37.8131242,1915611.4290205445,
2970,"«7-я Парковая ул.», Первомайская улица (3638)",район Измайлово,Восточный административный округ,55.79330857,37.79429999,1914479.7606239228,
2971,"«5-я Парковая ул.», Первомайская улица (3639)",район Измайлово,Восточный административный округ,55.79318888,37.78873035,1914146.250057073,
2972,"«3-я Парковая ул.», Первомайская улица (3640)",район Измайлово,Восточный административный округ,55.79299055,37.7834388,1913832.550297777,
2973,"«Измайловская пл.», Первомайская улица (3641)",район Измайлово,Восточный административный округ,55.79186628,37.7759754,1913421.6737738934,
2974,"«Метро Партизанская», Народный проспект (3642)",район Измайлово,Восточный административный округ,55.78667955,37.74723758,1911871.2633141573,
2975,"«Фортунатовская ул.», Щербаковская улица (3644)",район Соколиная Гора,Восточный административный округ,55.78309315,37.73908137,1911510.0646212702,
2976,"«Ул. Ибрагимова», Щербаковская улица (3645)",район Соколиная Гора,Восточный административный округ,55.78274112,37.73107381,1911037.0434005538,
2977,"«Метро Семеновская», Щербаковская улица (3646)",район Соколиная Гора,Восточный административный округ,55.7824533,37.72289818,1910551.3995691203,
2978,"«Ул. Измайловский Вал», улица Измайловский Вал (3648)",район Соколиная Гора,Восточный административный округ,55.78760675,37.7171698,1910011.3400648593,
2979,"«Ул. Преображенский Вал», улица Преображенский Вал (3649)",район Преображенское,Восточный административный округ,55.78848371,37.71660491,1909944.3311329202,
2980,"«Метро Преображенская пл.», Краснобогатырская улица (3650)",район Преображенское,Восточный административный округ,55.79701453,37.71484509,1909519.2641104672,
2981,"«Ул. Хромова», Краснобогатырская улица (3651)",район Преображенское,Восточный административный округ,55.80015014,37.71291695,1909285.2725648417,
2982,"«Мосгорсуд», Краснобогатырская улица (3652)",район Богородское,Восточный административный округ,55.80443371,37.70748084,1908795.6087424494,
2983,"«Объединение ЛИТ», Краснобогатырская улица (3653)",район Богородское,Восточный административный округ,55.80682671,37.70662416,1908654.3783465703,
2984,"«1-я Прогонная ул.», Краснобогатырская улица (3654)",район Богородское,Восточный административный округ,55.81000988,37.70393402,1908372.4429824052,
2985,"«Инновационный университет», Краснобогатырская улица (3655)",район Богородское,Восточный административный округ,55.81258472,37.69763443,1907894.232296667,
2986,"«Богатырский мост», Краснобогатырская улица (3656)",район Богородское,Восточный административный округ,55.81684838,37.68922497,1907225.1287381656,
2987,"«ВДНХ (южн.)», улица Академика Королёва (3657)",Останкинский район,Северо-Восточный административный округ,55.82214444,37.6339465,1903674.5391836637,
2988,"«Ул. Цандера», улица Академика Королёва (3658)",Останкинский район,Северо-Восточный административный округ,55.8218625,37.62890637,1903379.253143702,
2989,"«Аргуновская ул.», улица Академика Королёва (3659)",Останкинский район,Северо-Восточный административный округ,55.82192054,37.62187219,1902950.3488683111,
2990,"«Черкизово», Халтуринская улица (3660)",район Преображенское,Восточный административный округ,55.8019913,37.7273634,1910093.2509848985,
2991,"«Ул. Короленко», улица Олений Вал (3662)",район Сокольники,Восточный административный округ,55.7991932,37.68589133,1907680.7243574287,
2992,"«Детский сад», Большая Ширяевская улица (3663)",район Сокольники,Восточный административный округ,55.8084688,37.68821286,1907475.9985240537,
2993,"«Б. Ширяевская ул.», Большая Ширяевская улица (3664)",район Сокольники,Восточный административный округ,55.81070958,37.68527667,1907214.3440801378,
2994,"«Богородское», Миллионная улица (3665)",район Богородское,Восточный административный округ,55.8166069,37.70070372,1907930.4673613375,
2995,"«Ланинский пер.», Погонный проезд (3666)",район Богородское,Восточный административный округ,55.81879549,37.70497936,1908108.2100005755,
2996,"«Погонный пр.», Погонный проезд (3667)",район Богородское,Восточный административный округ,55.8197124,37.71017604,1908389.2201262151,
2997,"«3-й пр. Подбельского», 3-й проезд Подбельского (3668)",район Богородское,Восточный административный округ,55.8179867,37.72094954,1909107.0855370949,
2998,"«2-й троллейбусный парк», Новорязанская улица (3669)",Красносельский район,Центральный административный округ,55.77225808,37.66180253,1907220.879210958,
2999,"«Спартаковская ул.», Новорязанская улица (3670)",Басманный район,Центральный административный округ,55.77121029,37.67098765,1907817.8262050478,
3000,"«Метро Бауманская», Бакунинская улица (3672)",Басманный район,Центральный административный округ,55.77368706,37.68084478,1908324.3619460678,
3001,"«Спартаковский пер.», Бакунинская улица (3673)",Басманный район,Центральный административный округ,55.77588064,37.68637352,1908578.4629210092,
3002,"«Балакиревский пер.», Бакунинская улица (3674)",Басманный район,Центральный административный округ,55.77787458,37.69008226,1908729.4242071735,
3003,"«Бакунинская ул., 84», Бакунинская улица (3675)",Басманный район,Центральный административный округ,55.77948904,37.69253347,1908818.1306737687,
3004,"«Переведеновский пер.», Бакунинская улица (3676)",Басманный район,Центральный административный округ,55.78090469,37.69561738,1908952.6505996988,
3005,"«Электрозаводский мост», Электрозаводский мост (3677)",район Соколиная Гора,Восточный административный округ,55.78259234,37.7001924,1909167.555975847,
3006,"«Измайловское ш.», Вельяминовская улица (3680)",район Соколиная Гора,Восточный административный округ,55.78045541,37.72180815,1910559.7617768012,
3007,"«Метро Семеновская», Вельяминовская улица (3681)",район Соколиная Гора,Восточный административный округ,55.78311792,37.72255777,1910505.9317722127,
3008,"«Ткацкая ул.», Ткацкая улица (3682)",район Соколиная Гора,Восточный административный округ,55.7860171,37.7252393,1910560.546916209,
3009,"«Ул. Ибрагимова», Ткацкая улица (3683)",район Соколиная Гора,Восточный административный округ,55.78639032,37.73124494,1910911.2122356384,
3010,"«Мироновская ул.», Ткацкая улица (3684)",район Соколиная Гора,Восточный административный округ,55.78653525,37.73398928,1911072.403920988,
3011,"«Фортунатовская ул.», Ткацкая улица (3685)",район Соколиная Гора,Восточный административный округ,55.78672378,37.73903899,1911371.9148365157,
3012,"«3-я Парковая ул.», Первомайская улица (3686)",район Измайлово,Восточный административный округ,55.79274604,37.78344725,1913842.212969227,
3013,"«5-я Парковая ул.», Первомайская улица (3687)",район Измайлово,Восточный административный округ,55.79293299,37.78857216,1914146.2282454078,
3014,"«7-я Парковая ул.», Первомайская улица (3688)",район Измайлово,Восточный административный округ,55.79309972,37.79451967,1914500.9110710102,
3015,"«Метро Первомайская», Первомайская улица (3689)",район Восточное Измайлово,Восточный административный округ,55.79313151,37.79992491,1914827.7305837716,
3016,"«К/т Первомайский», Первомайская улица (3690)",район Восточное Измайлово,Восточный административный округ,55.79325388,37.80621704,1915204.968892121,
3017,"«13-я Парковая ул.», Первомайская улица (3691)",район Восточное Измайлово,Восточный административный округ,55.79335472,37.81206837,1915556.2557283463,
3018,"«5-й пр. Подбельского», Ивантеевская улица (3692)",район Богородское,Восточный административный округ,55.81701358,37.7259521,1909446.8462323449,
3019,"«5-й пр. Подбельского», Ивантеевская улица (3693)",район Богородское,Восточный административный округ,55.81688944,37.72689986,1909508.9686000207,
3020,"«3-й пр. Подбельского», Ивантеевская улица (3694)",район Богородское,Восточный административный округ,55.81827985,37.72195338,1909157.0324580884,
3021,"«Игральная ул.», Погонный проезд (3695)",район Богородское,Восточный административный округ,55.81835857,37.71622232,1908806.4730158818,
3022,"«Погонный пр.», Погонный проезд (3696)",район Богородское,Восточный административный округ,55.81989911,37.71175912,1908478.275892074,
3023,"«Ланинский пер.», Погонный проезд (3697)",район Богородское,Восточный административный округ,55.81900257,37.70520796,1908114.3529363456,
3024,"«Богородское», Миллионная улица (3698)",район Богородское,Восточный административный округ,55.81710184,37.70092701,1907925.5569845354,
3025,"«Б. Ширяевская ул.», Богородское шоссе (3699)",район Сокольники,Восточный административный округ,55.81048345,37.68540679,1907230.6647231276,
3026,"«Детский сад», Большая Ширяевская улица (3700)",район Сокольники,Восточный административный округ,55.8086701,37.68774803,1907440.2922251474,
3027,"«Ул. Короленко», Большая Оленья улица (3701)",район Сокольники,Восточный административный округ,55.79963432,37.68617785,1907681.6797095637,
3028,"«Клуб Русакова - Театр Романа Виктюка», улица Стромынка (3702)",район Сокольники,Восточный административный округ,55.79130986,37.68677702,1908028.1892330665,
3029,"«Преображенская пл.», Преображенская улица (3703)",район Преображенское,Восточный административный округ,55.79501046,37.71003133,1909301.8459600462,
3030,"«Халтуринская ул.», Халтуринская улица (3704)",район Преображенское,Восточный административный округ,55.79942156,37.72840062,1910252.1196414656,
3031,"«Черкизово», Халтуринская улица (3705)",район Преображенское,Восточный административный округ,55.80236868,37.72686509,1910048.9257301667,
3032,"«Бульв. Марш. Рокоссовского», Открытое шоссе (3706)",район Богородское,Восточный административный округ,55.81067312,37.73093135,1909985.6139530411,
3033,"«16-я Парковая ул.», Первомайская улица (3707)",район Восточное Измайлово,Восточный административный округ,55.79367974,37.82133993,1916106.665503762,
3034,"«15-я Парковая ул.», Первомайская улица (3708)",район Восточное Измайлово,Восточный административный округ,55.79369367,37.81885448,1915955.3305505065,
3035,"«13-я Парковая ул.», Первомайская улица (3709)",район Восточное Измайлово,Восточный административный округ,55.79358562,37.81228018,1915560.456436749,
3036,"«К/т Первомайский», Первомайская улица (3710)",район Измайлово,Восточный административный округ,55.79345516,37.8051326,1915131.6234631077,
3037,"«Метро Первомайская», Первомайская улица (3711)",район Измайлово,Восточный административный округ,55.79338962,37.79866852,1914741.8231941957,
3038,"«7-я Парковая ул.», Первомайская улица (3712)",район Измайлово,Восточный административный округ,55.79331936,37.79349905,1914430.752417983,
3039,"«5-я Парковая ул.», Первомайская улица (3713)",район Измайлово,Восточный административный округ,55.79315729,37.78751433,1914073.6378472657,
3040,"«3-я Парковая ул.», Первомайская улица (3714)",район Измайлово,Восточный административный округ,55.79291117,37.7824853,1913777.655932332,
3041,"«Ст. Измайлово», Ткацкая улица (3715)",район Соколиная Гора,Восточный административный округ,55.78700058,37.74165025,1911520.0951977195,
3042,"«Мироновская ул.», Ткацкая улица (3716)",район Соколиная Гора,Восточный административный округ,55.78664131,37.73262919,1910985.877061158,
3043,"«Ул. Ибрагимова», Ткацкая улица (3717)",район Соколиная Гора,Восточный административный округ,55.78642799,37.72929863,1910791.6492700174,
3044,"«Ткацкая ул.», Ткацкая улица (3718)",район Соколиная Гора,Восточный административный округ,55.78568512,37.7228861,1910430.0720781486,
3045,"«Метро Семеновская», Вельяминовская улица (3719)",район Соколиная Гора,Восточный административный округ,55.78269552,37.72232393,1910507.4952195175,
3046,"«Б. Семеновская ул.», Большая Семёновская улица (3720)",район Соколиная Гора,Восточный административный округ,55.78104358,37.71581545,1910173.9424526994,
3047,"«Электрозаводский мост», Электрозаводский мост (3722)",район Преображенское,Восточный административный округ,55.78286352,37.70013578,1909154.0096879154,
3048,"«Переведеновский пер.», Бакунинская улица (3723)",Басманный район,Центральный административный округ,55.78123621,37.69562547,1908940.7871257982,
3049,"«Бакунинская ул., 84», Бакунинская улица (3724)",Басманный район,Центральный административный округ,55.77915359,37.69148048,1908766.68400741,
3050,"«Балакиревский пер.», Бакунинская улица (3725)",Басманный район,Центральный административный округ,55.77767189,37.68914789,1908680.2305539015,
3051,"«Спартаковский пер.», Бакунинская улица (3726)",Басманный район,Центральный административный округ,55.77579275,37.68558354,1908533.7574721414,
3052,"«Метро Бауманская», Бакунинская улица (3727)",Басманный район,Центральный административный округ,55.77415434,37.68163818,1908355.1507859833,
3053,"«Елоховская пл.», Спартаковская улица (3728)",Басманный район,Центральный административный округ,55.77242866,37.67484855,1908006.999527472,
3054,"«Спартаковская ул.», Новорязанская улица (3729)",Басманный район,Центральный административный округ,55.77159956,37.66947884,1907711.6843494044,
3055,"«2-й троллейбусный парк», Новорязанская улица (3730)",Красносельский район,Центральный административный округ,55.77233515,37.66338778,1907314.3081071267,
3056,"«Новорязанская ул.», Новорязанская улица (3731)",Красносельский район,Центральный административный округ,55.77232795,37.65776441,1906972.9808937637,
3057,"«Метро Бульв. Рокоссовского», Ивантеевская улица (3732)",район Богородское,Восточный административный округ,55.81469361,37.73338681,1909984.441774305,
3058,"«5-й пр. Подбельского», Ивантеевская улица (3733)",район Богородское,Восточный административный округ,55.81696876,37.72699675,1909511.88435088,
3059,"«4-й пр. Подбельского», 4-й проезд Подбельского (3734)",район Богородское,Восточный административный округ,55.81854298,37.72854036,1909546.7387735832,
3060,"«3-й пр. Подбельского», 4-й проезд Подбельского (3735)",район Богородское,Восточный административный округ,55.81997753,37.7245449,1909250.846989386,
3061,"«Ивантеевская ул.», Ивантеевская улица (3736)",район Богородское,Восточный административный округ,55.81887412,37.721236,1909091.3390426298,
3062,"«1-й пр. Подбельского», 2-й проезд Подбельского (3737)",район Богородское,Восточный административный округ,55.82007542,37.71807882,1908855.0101730146,
3063,"«Игральная ул.», 2-й проезд Подбельского (3738)",район Богородское,Восточный административный округ,55.8188258,37.71627821,1908792.428174141,
3064,"«1-я Прогонная ул.», 1-я Прогонная улица (3739)",район Богородское,Восточный административный округ,55.81206692,37.70862229,1908580.1645586262,
3065,"«Бойцовая ул.», Малая Черкизовская улица (3740)",район Богородское,Восточный административный округ,55.80681606,37.71338108,1909064.766165147,
3066,"«Метро Преображенская пл.», Большая Черкизовская улица (3742)",район Преображенское,Восточный административный округ,55.79655022,37.71513274,1909554.0439042302,
3067,"«Ул. Алымова», Просторная улица (3744)",район Богородское,Восточный административный округ,55.8044729,37.7116838,1909049.1879332035,
3068,"«Бойцовая ул.», Алымов переулок (3745)",район Богородское,Восточный административный округ,55.80774622,37.71350597,1909037.642797891,
3069,"«Стадион Спартак», 3-я Гражданская улица (3746)",район Богородское,Восточный административный округ,55.81051712,37.71046887,1908750.0055117693,
3070,"«1-я Прогонная ул.», Игральная улица (3747)",район Богородское,Восточный административный округ,55.81233209,37.70950432,1908623.784585533,
3071,"«Универсам», Игральная улица (3748)",район Богородское,Восточный административный округ,55.81475574,37.71320413,1908757.8200124516,
3072,"«Универсам», Игральная улица (3749)",район Богородское,Восточный административный округ,55.81538679,37.71325931,1908737.6234948316,
3073,"«Игральная ул.», 1-й проезд Подбельского (3750)",район Богородское,Восточный административный округ,55.81790861,37.71527154,1908765.591847217,
3074,"«1-й пр. Подбельского», Ивантеевская улица (3751)",район Богородское,Восточный административный округ,55.81996485,37.71883275,1908904.8646842537,
3075,"«Ивантеевская ул.», Ивантеевская улица (3752)",район Богородское,Восточный административный округ,55.81881415,37.72109042,1909084.7472875896,
3076,"«Метро Бульв. Рокоссовского», Ивантеевская улица (3753)",район Богородское,Восточный административный округ,55.81421699,37.73419688,1910051.3790900235,
3077,"«Метро Коломенская», проспект Андропова (3755)",район Нагатинский Затон,Южный административный округ,55.67822991,37.6645498,1910885.0540320806,
3078,"«Южный речной вокз.», проспект Андропова (3756)",район Нагатинский Затон,Южный административный округ,55.69172957,37.66636518,1910493.6636770237,
3079,"«5-я Кожуховская ул.», улица Сайкина (3757)",Южнопортовый район,Юго-Восточный административный округ,55.70607146,37.6678514,1910050.7672243707,
3080,"«Велозаводский рынок», Велозаводская улица (3758)",Южнопортовый район,Юго-Восточный административный округ,55.71142336,37.66609461,1909744.8112928711,
3081,"«Ул. Ленинская Слобода», улица Ленинская Слобода (3759)",Даниловский район,Южный административный округ,55.71311863,37.66365294,1909533.1948088345,
3082,"«З-д Динамо», улица Ленинская Слобода (3760)",Даниловский район,Южный административный округ,55.71104679,37.65877189,1909313.2292503922,
3083,"«Метро Автозаводская», улица Мастеркова (3761)",Даниловский район,Южный административный округ,55.70882613,37.65738655,1909311.4863938408,
3084,"«Префектура ЮАО», Автозаводская улица (3762)",Даниловский район,Южный административный округ,55.70497523,37.65312658,1909195.3758366765,
3085,"«Парк Легенд», Автозаводская улица (3763)",Даниловский район,Южный административный округ,55.70365943,37.64783523,1908922.222955011,
3086,"«2-я проходная ЗИЛ», Автозаводская улица (3764)",Даниловский район,Южный административный округ,55.70409413,37.64289406,1908605.3254448788,
3087,"«2-я проходная ЗИЛ», Автозаводская улица (3766)",Даниловский район,Южный административный округ,55.70377731,37.64155386,1908535.522188833,
3088,"«Метро Автозаводская», улица Мастеркова (3767)",Даниловский район,Южный административный округ,55.70835751,37.65772002,1909349.201275002,
3089,"«З-д Динамо», улица Ленинская Слобода (3768)",Даниловский район,Южный административный округ,55.71135007,37.66017352,1909387.2427533665,
3090,"«Ул. Ленинская Слобода», улица Ленинская Слобода (3769)",Даниловский район,Южный административный округ,55.71287498,37.66369528,1909544.83196377,
3091,"«Велозаводский рынок», Велозаводская улица (3770)",Даниловский район,Южный административный округ,55.71169156,37.66537696,1909691.1686898214,
3092,"«Южный речной вокз.», проспект Андропова (3771)",Даниловский район,Южный административный округ,55.69100347,37.66557649,1910472.6456055103,
3093,"«Центр творчества», Проектируемый проезд № 5464 (3772)",район Чертаново Северное,Южный административный округ,55.63778353,37.6036599,1908675.3581474212,
3094,"«Дом № 2», Битцевский проезд (3773)",район Чертаново Северное,Южный административный округ,55.64035529,37.59967089,1908336.790684942,
3095,"«Поворот на Балаклавский просп.», Битцевский проезд (3774)",район Чертаново Северное,Южный административный округ,55.64080588,37.59496702,1908033.2415958722,
3096,"«ОВД Зюзино», Битцевский проезд (3775)",район Чертаново Северное,Южный административный округ,55.63965886,37.59073431,1907817.6004431027,
