,Name,District,AdmArea,Latitude_WGS84,Longitude_WGS84,Xs,Ys
5431,"«Гос. Биологический музей», Малая Грузинская улица (6613)",Пресненский район,Центральный административный округ,55.76403717,37.57179941,1902057.4075694038,
5432,"«Ул. Заморенова», Конюшковская улица (6614)",Пресненский район,Центральный административный округ,55.75778617,37.57820407,1902678.3153679618,
5433,"«Гост. Украина», Кутузовский проспект (6615)",район Дорогомилово,Западный административный округ,55.75022102,37.56508443,1902160.9752006033,
5434,"«Дорогомиловская Застава», Кутузовский проспект (6616)",район Дорогомилово,Западный административный округ,55.74680775,37.55292171,1901547.7776976016,
5435,"«Метро Парк Победы», Кутузовский проспект (6618)",район Дорогомилово,Западный административный округ,55.73698908,37.51907903,1899852.5146800517,
5436,"«Ул. Василисы Кожиной», улица Барклая (6619)",район Филёвский Парк,Западный административный округ,55.73877506,37.50692083,1899046.9249681279,
5437,"«Багратионовский пр.», улица Барклая (6620)",район Филёвский Парк,Западный административный округ,55.741526,37.50087134,1898577.3527711884,
5438,"«З-д полиметаллов», Каширское шоссе (6623)",район Москворечье-Сабурово,Южный административный округ,55.64239201,37.67991653,1913154.0261361294,
5439,"«Платф. Москворечье», Каширское шоссе (6624)",район Москворечье-Сабурово,Южный административный округ,55.63972366,37.6864417,1913651.0889271565,
5440,"«Ул. Барышиха, 2», улица Барышиха (6625)",район Митино,Северо-Западный административный округ,55.84068321,37.36870192,1886895.7231927712,
5441,"«Детская спортшкола», улица Борисовские Пруды (6626)",район Москворечье-Сабурово,Южный административный округ,55.63559423,37.70695791,1915055.626098787,
5442,"«Клуб», улица Борисовские Пруды (6627)",район Москворечье-Сабурово,Южный административный округ,55.63552684,37.71058206,1915279.1001485588,
5443,"«Школа», улица Борисовские Пруды (6628)",район Москворечье-Сабурово,Южный административный округ,55.63536099,37.71639255,1915639.5391159703,
5444,"«Детский сад», улица Борисовские Пруды (6629)",район Москворечье-Сабурово,Южный административный округ,55.63524079,37.72309643,1916052.74207796,
5445,"«Борисово», улица Борисовские Пруды (6630)",район Братеево,Южный административный округ,55.63515056,37.72814437,1916363.8645937287,
5446,"«Ул. Борисовские Пруды, 18», улица Борисовские Пруды (6631)",район Братеево,Южный административный округ,55.63841643,37.75039461,1917598.500477428,
5447,"«Ключевая ул.», улица Борисовские Пруды (6632)",район Братеево,Южный административный округ,55.6397534,37.75513571,1917837.6089247803,
5448,"«Паромная ул.», улица Борисовские Пруды (6633)",район Братеево,Южный административный округ,55.64110426,37.76000065,1918083.720418784,
5449,"«Паромная ул.», улица Борисовские Пруды (6636)",район Братеево,Южный административный округ,55.64079356,37.75786769,1917965.3109560846,
5450,"«Ключевая ул.», улица Борисовские Пруды (6637)",район Братеево,Южный административный округ,55.63970425,37.75390298,1917764.303083491,
5451,"«Борисово», улица Борисовские Пруды (6639)",район Москворечье-Сабурово,Южный административный округ,55.63545193,37.72442766,1916126.0361021077,
5452,"«Детский сад», улица Борисовские Пруды (6640)",район Москворечье-Сабурово,Южный административный округ,55.63548555,37.72189512,1915970.3808556423,
5453,"«Школа», улица Борисовские Пруды (6641)",район Москворечье-Сабурово,Южный административный округ,55.63570139,37.71506877,1915546.1500860301,
5454,"«Клуб», улица Борисовские Пруды (6642)",район Москворечье-Сабурово,Южный административный округ,55.63575982,37.7082865,1915130.4644246462,
5455,"«Детская спортшкола», улица Борисовские Пруды (6643)",район Москворечье-Сабурово,Южный административный округ,55.63580056,37.70549472,1914958.732569375,
5456,"«Сабурово», Каширское шоссе (6644)",район Москворечье-Сабурово,Южный административный округ,55.63691902,37.69453387,1914248.812987338,
5457,"«Платф. Москворечье», Каширское шоссе (6645)",район Москворечье-Сабурово,Южный административный округ,55.64002805,37.68692797,1913669.4114969,
5458,"«МИФИ», Каширское шоссе (6647)",район Москворечье-Сабурово,Южный административный округ,55.64968546,37.66220064,1911802.9269714437,
5459,"«М. Андроньевская ул.», Малая Андроньевская улица (6648)",Таганский район,Центральный административный округ,55.74047005,37.67392984,1909140.730657389,
5460,"«Абельмановская Застава», Малая Андроньевская улица (6649)",Таганский район,Центральный административный округ,55.74044788,37.67363753,1909123.783989442,
5461,"«Управл. соц. защиты Братеево», Братеевская улица (6651)",район Братеево,Южный административный округ,55.63303809,37.76010714,1918391.2895707658,
5462,"«Братеевская ул., 23», Братеевская улица (6652)",район Братеево,Южный административный округ,55.63139994,37.75446278,1918108.3080382422,
5463,"«Водномоторный клуб», улица Борисовские Пруды (6653)",район Братеево,Южный административный округ,55.63685219,37.74368679,1917247.9497752467,
5464,"«Водномоторный клуб», улица Борисовские Пруды (6654)",район Братеево,Южный административный округ,55.63667029,37.74191222,1917146.5536083023,
5465,"«Метро Нагатинская», Варшавское шоссе (6655)",Нагорный район,Южный административный округ,55.68361329,37.62198202,1908092.508974243,
5466,"«Платф. Москворечье», Каширское шоссе (6657)",район Москворечье-Сабурово,Южный административный округ,55.64008499,37.68556851,1913584.4115078792,
5467,"«Сабурово», Каширское шоссе (6658)",район Москворечье-Сабурово,Южный административный округ,55.63690212,37.69326865,1914172.3006757707,
5468,"«Детская школа искусств», Хордовый проезд (6660)",район Братеево,Южный административный округ,55.6348364,37.75095194,1917766.045628934,
5469,"«Братеевская ул., 23», Братеевская улица (6662)",район Братеево,Южный административный округ,55.63161839,37.75593382,1918189.8428639416,
5470,"«Управл. соц. защиты Братеево», Братеевская улица (6663)",район Братеево,Южный административный округ,55.63316277,37.76144942,1918468.4668955738,
5471,"«3-й мкр. Братеева», Паромная улица (6665)",район Братеево,Южный административный округ,55.6362127,37.76308351,1918454.2324840494,
5472,"«АТС», Паромная улица (6666)",район Братеево,Южный административный округ,55.63879815,37.7607632,1918216.2813391294,
5473,"«Паромная ул.», Паромная улица (6667)",район Братеево,Южный административный округ,55.64030158,37.75902368,1918054.1337370577,
5474,"«АТС», Паромная улица (6668)",район Братеево,Южный административный округ,55.63803317,37.76103875,1918261.6326403597,
5475,"«Метро Алма-Атинская», Паромная улица (6669)",район Братеево,Южный административный округ,55.63542671,37.76337569,1918501.3852958765,
5476,"«Братеевская ул., 21», Хордовый проезд (6670)",район Братеево,Южный административный округ,55.63283421,37.75171931,1917887.5297971286,
5477,"«Ул. Борисовские Пруды, 18», Хордовый проезд (6671)",район Братеево,Южный административный округ,55.63743607,37.74999372,1917610.639693902,
5478,"«Метро Пролетарская», 3-й Крутицкий переулок (6675)",Таганский район,Центральный административный округ,55.7311928,37.662891,1908814.6523788495,
5479,"«Зацепская пл.», Дубининская улица (6680)",район Замоскворечье,Центральный административный округ,55.72950541,37.63656281,1907276.1079206965,
5480,"«Стремянный пер.», Дубининская улица (6681)",район Замоскворечье,Центральный административный округ,55.72729779,37.637029,1907386.472231408,
5481,"«Жуков пр.», Дубининская улица (6682)",район Замоскворечье,Центральный административный округ,55.72369959,37.63615104,1907466.7259070112,
5482,"«Дубининская ул., 57», Дубининская улица (6683)",Даниловский район,Южный административный округ,55.72071589,37.635089,1907512.9409006543,
5483,"«1-й Павловский пер.», Дубининская улица (6684)",Даниловский район,Южный административный округ,55.71635806,37.63319438,1907559.5160489704,
5484,"«Метро Тульская», Холодильный переулок (6686)",Даниловский район,Южный административный округ,55.70859507,37.62439705,1907312.3915515488,
5485,"«Платф. Тульская», Холодильный переулок (6687)",Донской район,Южный административный округ,55.70452786,37.62297112,1907376.5675568958,
5486,"«Новоданиловский пр. - Академия водного транспорта», Варшавское шоссе (6688)",Донской район,Южный административный округ,55.70102383,37.62142088,1907412.2494371498,
5487,"«Платф. Нижние Котлы», Нагатинская улица (6689)",район Нагатино-Садовники,Южный административный округ,55.6816396,37.62508793,1908354.9189886753,
5488,"«Ин-т Антибиотиков», Нагатинская улица (6690)",район Нагатино-Садовники,Южный административный округ,55.68090428,37.62963655,1908659.2557133378,
5489,"«Ювелирный з-д», Нагатинская улица (6691)",район Нагатино-Садовники,Южный административный округ,55.67987978,37.63646013,1909112.9000704898,
5490,"«7-й троллейбусный парк», Нагатинская улица (6692)",район Нагатино-Садовники,Южный административный округ,55.67952098,37.63955683,1909314.8376897562,
5491,"«2-й Нагатинский пр.», Нагатинская улица (6693)",район Нагатино-Садовники,Южный административный округ,55.67881653,37.64527954,1909689.5612928465,
5492,"«Ул. Садовники», Нагатинская улица (6694)",район Нагатино-Садовники,Южный административный округ,55.67835825,37.65041877,1910019.6073124504,
5493,"«Школа № 574», Нагатинская улица (6695)",район Нагатино-Садовники,Южный административный округ,55.67767125,37.65615539,1910394.54190272,
5494,"«Метро Коломенская», Судостроительная улица (6696)",район Нагатинский Затон,Южный административный округ,55.67800895,37.66554998,1910954.1856282817,
5495,"«9-й квартал», Судостроительная улица (6697)",район Нагатинский Затон,Южный административный округ,55.67916565,37.66835076,1911081.7578795122,
5496,"«Причал Кленовый бульвар», Судостроительная улица (6698)",район Нагатинский Затон,Южный административный округ,55.68105243,37.6753029,1911434.9800030254,
5497,"«Затонная ул.», Судостроительная улица (6699)",район Нагатинский Затон,Южный административный округ,55.68265207,37.6811992,1911734.5359080497,
5498,"«Якорная ул.», Судостроительная улица (6700)",район Нагатинский Затон,Южный административный округ,55.68424023,37.68705347,1912031.9200227575,
5499,"«Нагатино», Судостроительная улица (6702)",район Нагатинский Затон,Южный административный округ,55.68514484,37.68961648,1912154.3118733244,
5500,"«Якорная ул.», Судостроительная улица (6703)",район Нагатинский Затон,Южный административный округ,55.68429993,37.68643945,1911992.3098103844,
5501,"«Затонная ул.», Судостроительная улица (6704)",район Нагатинский Затон,Южный административный округ,55.68309384,37.68201762,1911767.9356515715,
5502,"«Причал Кленовый бульвар», Судостроительная улица (6705)",район Нагатинский Затон,Южный административный округ,55.68152191,37.6762011,1911472.2152675793,
5503,"«9-й квартал», Судостроительная улица (6706)",район Нагатинский Затон,Южный административный округ,55.67952947,37.66886494,1911099.5443954323,
5504,"«Школа № 574», Нагатинская улица (6708)",район Нагатино-Садовники,Южный административный округ,55.67780239,37.65702385,1910442.5644221164,
5505,"«Ул. Садовники», Нагатинская улица (6709)",район Нагатино-Садовники,Южный административный округ,55.67852572,37.65078708,1910035.818188572,
5506,"«2-й Нагатинский пр.», Нагатинская улица (6710)",район Нагатино-Садовники,Южный административный округ,55.67881039,37.64645807,1909761.5715255942,
5507,"«Ювелирный з-д», Нагатинская улица (6711)",район Нагатино-Садовники,Южный административный округ,55.67983063,37.63776299,1909194.079807563,
5508,"«Платф. Нижние Котлы», Нагатинская улица (6712)",район Нагатино-Садовники,Южный административный округ,55.68178266,37.62499363,1908343.86630877,
5509,"«Метро Нагатинская», Варшавское шоссе (6713)",район Нагатино-Садовники,Южный административный округ,55.6840161,37.62381745,1908189.3465404937,
5510,"«Ст. Верхние Котлы», Варшавское шоссе (6714)",район Нагатино-Садовники,Южный административный округ,55.69009786,37.62242128,1907878.6290238413,
5511,"«Стадион Труд», Варшавское шоссе (6715)",Донской район,Южный административный округ,55.69559834,37.62143595,1907614.5116594858,
5512,"«Новоданиловский пр. - Академия водного транспорта», Варшавское шоссе (6716)",Донской район,Южный административный округ,55.70120361,37.62168766,1907421.817597326,
5513,"«Платф. Тульская», Холодильный переулок (6717)",Донской район,Южный административный округ,55.70439425,37.62307355,1907387.7613864476,
5514,"«Метро Тульская», Холодильный переулок (6718)",Даниловский район,Южный административный округ,55.70892068,37.62464873,1907315.6224848698,
5515,"«Серпуховская Застава», улица Даниловский Вал (6719)",Даниловский район,Южный административный округ,55.71141753,37.62605726,1907308.656085887,
5516,"«1-й Павловский пер.», Дубининская улица (6720)",Даниловский район,Южный административный округ,55.71554035,37.63330884,1907596.8481815094,
5517,"«З-д им. Владимира Ильича», Дубининская улица (6721)",Даниловский район,Южный административный округ,55.71813121,37.63425527,1907558.2134930473,
5518,"«Дубининская ул., 57», Дубининская улица (6722)",Даниловский район,Южный административный округ,55.72061045,37.63529593,1907529.4465526908,
5519,"«Жуков пр.», Дубининская улица (6723)",Даниловский район,Южный административный округ,55.72310679,37.63641923,1907505.0605868879,
5520,"«Зацепская пл.», Дубининская улица (6724)",район Замоскворечье,Центральный административный округ,55.72885907,37.63707681,1907331.381711803,
5521,"«Воронежская ул.», Елецкая улица (6730)",район Зябликово,Южный административный округ,55.61099759,37.73163727,1917477.0558246013,
5522,"«Ж.д. переезд», улица Симоновский Вал (6732)",Южнопортовый район,Юго-Восточный административный округ,55.72345857,37.66400031,1909169.7815030743,
5523,"«Метро Пролетарская», 3-й Крутицкий переулок (6733)",Южнопортовый район,Юго-Восточный административный округ,55.73128559,37.6643804,1908901.7793167357,
5524,"«Метро Пролетарская», площадь Крестьянская Застава (6734)",Таганский район,Центральный административный округ,55.73182646,37.66462973,1908896.8238750699,
5525,"«Метро Коломенская», проспект Андропова (6735)",район Нагатино-Садовники,Южный административный округ,55.6791599,37.66344734,1910783.3348442314,
5526,"«Ул. Ген. Белова», Борисовский проезд (6737)",район Орехово-Борисово Северное,Южный административный округ,55.62501845,37.71613346,1916008.9868431808,
5527,"«Воронежская ул.», Воронежская улица (6738)",район Орехово-Борисово Южное,Южный административный округ,55.61028699,37.73307768,1917591.4160293778,
5528,"«Лефортовский мост», Красноказарменная площадь (6740)",район Лефортово,Юго-Восточный административный округ,55.7611098,37.68651004,1909136.922491882,
5529,"«Сокольническая Застава», Сокольническая площадь (6741)",район Сокольники,Восточный административный округ,55.79171398,37.6796462,1907580.2347760533,
5530,"«Ул. Даниловский Вал», Дубининская улица (6742)",Даниловский район,Южный административный округ,55.71238515,37.63293522,1907691.2859490383,
5531,"«Свято-Данилов монастырь», улица Даниловский Вал (6743)",Даниловский район,Южный административный округ,55.71151257,37.63096656,1907603.8866777914,
5532,"«Автобаза № 20», Остаповский проезд (6747)",район Текстильщики,Юго-Восточный административный округ,55.71828764,37.71749979,1912616.585909356,
5533,"«Остаповский пр.», Остаповский проезд (6748)",район Текстильщики,Юго-Восточный административный округ,55.71964399,37.71275756,1912277.5711096688,
5534,"«Автохозяйство», Иловайская улица (6751)",район Люблино,Юго-Восточный административный округ,55.65705281,37.72616118,1915426.6298846,
5535,"«Иловайская ул.», Иловайская улица (6753)",район Люблино,Юго-Восточный административный округ,55.65873317,37.71641984,1914770.472760129,
5536,"«Платф. Перерва», Иловайская улица (6754)",район Марьино,Юго-Восточный административный округ,55.65980694,37.72086104,1915001.052607209,
5537,"«Автохозяйство», Иловайская улица (6755)",район Марьино,Юго-Восточный административный округ,55.6576063,37.72466624,1915314.912909725,
5538,"«Сортировочная», Авиамоторная улица (6756)",район Лефортово,Юго-Восточный административный округ,55.75909387,37.71598217,1911002.7424038239,
5539,"«Леснорядская ул.», Русаковская улица (6760)",Красносельский район,Центральный административный округ,55.78161136,37.67046043,1907398.648452281,
5540,"«Софийская наб.», Софийская набережная (6763)",район Якиманка,Центральный административный округ,55.74833942,37.62309517,1905757.6719084324,
5541,"«Метро Библиотека им. Ленина», улица Воздвиженка (6764)",район Арбат,Центральный административный округ,55.75256714,37.60989358,1904798.1911997774,
5542,"«Метро Библиотека им. Ленина», Моховая улица (6765)",Тверской район,Центральный административный округ,55.75307304,37.61168128,1904888.087874985,
5543,"«Верхняя Красносельская ул.», Верхняя Красносельская улица (6766)",Красносельский район,Центральный административный округ,55.78016883,37.66547345,1907149.4816882047,
5544,"«Муз. школа», Верхняя Красносельская улица (6767)",Красносельский район,Центральный административный округ,55.7846912,37.6610321,1906711.4812789909,
5545,"«Ф-ка им. Бабаева», Верхняя Красносельская улица (6768)",Красносельский район,Центральный административный округ,55.78603356,37.65938466,1906561.496675698,
5546,"«Ул. Гаврикова», ТТК (6769)",Красносельский район,Центральный административный округ,55.78436204,37.66442628,1906929.83937117,
5547,"«Метро Багратионовская», улица Барклая (6770)",район Филёвский Парк,Западный административный округ,55.7431574,37.49805839,1898346.0193143093,
5548,"«Метро Багратионовская», улица Барклая (6771)",район Филёвский Парк,Западный административный округ,55.74308588,37.49863325,1898383.6263311603,
5549,"«Ул. Барклая», улица Барклая (6772)",район Филёвский Парк,Западный административный округ,55.74689924,37.49528758,1898039.3611125809,
5550,"«Педагогическая ул.», Липецкая улица (6774)",район Бирюлёво Восточное,Южный административный округ,55.59681109,37.67229368,1914383.5385109796,
5551,"«Элеваторная ул.», Липецкая улица (6775)",район Бирюлёво Восточное,Южный административный округ,55.60104582,37.67122845,1914161.1477998951,
5552,"«Финансовый колледж», Липецкая улица (6776)",район Бирюлёво Восточное,Южный административный округ,55.60538655,37.66890052,1913857.765388215,
5553,"«6-я Радиальная ул., 10», Липецкая улица (6777)",район Бирюлёво Восточное,Южный административный округ,55.60964681,37.66494143,1913457.862224507,
5554,"«Стекольный з-д», Липецкая улица (6778)",район Бирюлёво Восточное,Южный административный округ,55.61257479,37.6622575,1913185.3072827524,
5555,"«Бакинская ул., 29», Бакинская улица (6779)",район Царицыно,Южный административный округ,55.61814789,37.65784657,1912709.1528916121,
5556,"«Больница им. Буянова», Бакинская улица (6780)",район Царицыно,Южный административный округ,55.62025609,37.6573668,1912601.5748540368,
5557,"«Севанская ул.», Бакинская улица (6781)",район Царицыно,Южный административный округ,55.62344336,37.65731101,1912479.7799361497,
5558,"«Бакинская ул., 2», Бакинская улица (6782)",район Царицыно,Южный административный округ,55.62744554,37.65733717,1912332.7091396567,
5559,"«Кавказский бульв.», Кавказский бульвар (6783)",район Царицыно,Южный административный округ,55.62837649,37.66045071,1912488.0274971905,
5560,"«Пролетарский просп., 33», Пролетарский проспект (6785)",район Царицыно,Южный административный округ,55.63238419,37.66018244,1912322.7671682895,
5561,"«Метро Кантемировская», Пролетарский проспект (6786)",район Царицыно,Южный административный округ,55.63644351,37.65637098,1911939.5294111895,
5562,"«Пролетарский просп., 19», Пролетарский проспект (6787)",район Москворечье-Сабурово,Южный административный округ,55.64220509,37.65594735,1911699.6603963822,
5563,"«Загорье», Липецкая улица (6788)",район Бирюлёво Восточное,Южный административный округ,55.57997619,37.68411159,1915730.832361855,
5564,"«Липецкая ул., 46», Липецкая улица (6789)",район Бирюлёво Восточное,Южный административный округ,55.58093585,37.68232129,1915585.8254576374,
5565,"«Липецкая ул., 40», Липецкая улица (6790)",район Бирюлёво Восточное,Южный административный округ,55.58485589,37.67922413,1915250.983305024,
5566,"«Бирюлевский дендропарк», Липецкая улица (6791)",район Бирюлёво Восточное,Южный административный округ,55.5933123,37.67315138,1914565.919379186,
5567,"«Метро Кантемировская», Пролетарский проспект (6792)",район Царицыно,Южный административный округ,55.63508812,37.65674882,1912012.9209997824,
5568,"«Пролетарский просп., 33», Пролетарский проспект (6793)",район Царицыно,Южный административный округ,55.63255655,37.65903645,1912246.4756178067,
5569,"«Кавказский бульв.», Кавказский бульвар (6794)",район Царицыно,Южный административный округ,55.6287783,37.66044791,1912472.9283451855,
5570,"«Бакинская ул., 2», Бакинская улица (6795)",район Царицыно,Южный административный округ,55.62724657,37.65679771,1912307.196391929,
5571,"«Севанская ул.», Бакинская улица (6796)",район Царицыно,Южный административный округ,55.62221815,37.65680244,1912494.2667233665,
5572,"«Больница им. Буянова», Бакинская улица (6797)",район Царицыно,Южный административный округ,55.61943359,37.65685245,1912600.7469769842,
5573,"«Бакинская ул., 29», Бакинская улица (6798)",район Царицыно,Южный административный округ,55.61770826,37.65744783,1912701.1555164307,
5574,"«Стекольный з-д», Липецкая улица (6799)",район Бирюлёво Восточное,Южный административный округ,55.61204956,37.66219414,1913200.9534791412,
5575,"«6-я Радиальная ул., 10», Липецкая улица (6800)",район Бирюлёво Восточное,Южный административный округ,55.60831689,37.66556983,1913545.6215096614,
5576,"«Финансовый колледж», Липецкая улица (6801)",район Бирюлёво Восточное,Южный административный округ,55.60519358,37.66837959,1913833.1438125775,
5577,"«Элеваторная ул.», Липецкая улица (6802)",район Бирюлёво Восточное,Южный административный округ,55.60085355,37.67065316,1914133.179101405,
5578,"«Педагогическая ул.», Липецкая улица (6803)",район Бирюлёво Восточное,Южный административный округ,55.59534955,37.67203197,1914421.875266817,
5579,"«Бирюлевский дендропарк», Липецкая улица (6804)",район Бирюлёво Восточное,Южный административный округ,55.59231823,37.67286546,1914585.4051952644,
5580,"«Липецкая ул., 40», Липецкая улица (6805)",район Бирюлёво Восточное,Южный административный округ,55.58393665,37.67936763,1915293.9133756575,
5581,"«Липецкая ул., 46», Липецкая улица (6806)",район Бирюлёво Восточное,Южный административный округ,55.58206227,37.68198773,1915523.583195349,
5582,"«Загорье», Липецкая улица (6807)",район Бирюлёво Восточное,Южный административный округ,55.57978355,37.68344481,1915697.2736177305,
5583,"«Ул. Москворечье», улица Москворечье (6808)",район Москворечье-Сабурово,Южный административный округ,55.64701418,37.64923875,1911112.0341629465,
5584,"«Студгородок», улица Москворечье (6809)",район Москворечье-Сабурово,Южный административный округ,55.64422204,37.65384904,1911496.8053789528,
5585,"«Метро Кантемировская», Пролетарский проспект (6810)",район Царицыно,Южный административный округ,55.63551925,37.65636947,1911973.772192,
5586,"«Бакинская ул.», Кавказский бульвар (6811)",район Царицыно,Южный административный округ,55.62804744,37.65454473,1912140.0309616833,
5587,"«14-я гор. б-ца», Кавказский бульвар (6812)",район Царицыно,Южный административный округ,55.62827694,37.64910263,1911799.574628945,
5588,"«Деловая ул.», Кавказский бульвар (6813)",район Царицыно,Южный административный округ,55.62884688,37.64004709,1911226.0790208082,
5589,"«Мясокомбинат», Кавказский бульвар (6814)",район Царицыно,Южный административный округ,55.6292626,37.63335661,1910802.5651711226,
5590,"«Платф. Чертаново», Промышленная улица (6815)",район Царицыно,Южный административный округ,55.6331235,37.62847143,1910361.354127956,
5591,"«Промышленная ул.», Промышленная улица (6816)",район Царицыно,Южный административный округ,55.63429767,37.63493937,1910712.2522891297,
5592,"«Деловая ул., 15», Деловая улица (6817)",район Царицыно,Южный административный округ,55.63125479,37.63957616,1911107.9786960818,
5593,"«Деловая ул.», Кавказский бульвар (6818)",район Царицыно,Южный административный округ,55.62851769,37.64157365,1911331.4105494774,
5594,"«14-я гор. б-ца», Кавказский бульвар (6819)",район Царицыно,Южный административный округ,55.6280377,37.64840427,1911765.8623631683,
5595,"«Бакинская ул.», Кавказский бульвар (6820)",район Царицыно,Южный административный округ,55.62777371,37.65588218,1912231.7738670902,
5596,"«Студгородок», улица Москворечье (6821)",район Москворечье-Сабурово,Южный административный округ,55.64485921,37.65291284,1911416.0610696103,
5597,"«Ул. Москворечье», улица Москворечье (6822)",район Москворечье-Сабурово,Южный административный округ,55.64724178,37.64947584,1911118.0343946177,
5598,"«Детская п-ка № 23», улица Кошкина (6823)",район Москворечье-Сабурово,Южный административный округ,55.64070699,37.67164837,1912712.6035014961,
5599,"«Школа искусств Родник», Кантемировская улица (6824)",район Царицыно,Южный административный округ,55.63735638,37.66810428,1912621.0657821228,
5600,"«Кантемировская ул., 39», Кантемировская улица (6825)",район Царицыно,Южный административный округ,55.63772807,37.66262324,1912273.0458720503,
5601,"«Метро Кантемировская», Кантемировская улица (6826)",район Москворечье-Сабурово,Южный административный округ,55.6383947,37.6560501,1911847.4789147314,
5602,"«Ул. Бехтерева», улица Бехтерева (6828)",район Царицыно,Южный административный округ,55.63507397,37.64907501,1911545.485668061,
5603,"«Кавказский бульв.», улица Бехтерева (6829)",район Царицыно,Южный административный округ,55.62687851,37.64716609,1911733.3805386089,
5604,"«Севанская ул.», Севанская улица (6830)",район Царицыно,Южный административный округ,55.62417736,37.64746125,1911851.6768242451,
5605,"«Продмаг», Севанская улица (6831)",район Царицыно,Южный административный округ,55.62344649,37.65518984,1912350.270625629,
5606,"«Ряжская ул.», Ряжская улица (6832)",район Бирюлёво Восточное,Южный административный округ,55.58970319,37.67178136,1914616.391777777,
5607,"«Поликлиника», Ряжская улица (6833)",район Бирюлёво Восточное,Южный административный округ,55.59026413,37.66772307,1914347.7697230864,
5608,"«Мебельная ф-ка», Бирюлёвская улица (6834)",район Бирюлёво Восточное,Южный административный округ,55.59152917,37.66379004,1914060.6459753388,
5609,"«Ст. Бирюлево-тов.», Касимовская улица (6836)",район Бирюлёво Восточное,Южный административный округ,55.59507171,37.65676141,1913499.9676439639,
5610,"«К/т Керчь», Бирюлёвская улица (6838)",район Бирюлёво Восточное,Южный административный округ,55.59451591,37.66296194,1913899.1462839064,
5611,"«Мебельная ф-ка», Бирюлёвская улица (6839)",район Бирюлёво Восточное,Южный административный округ,55.59127279,37.6641893,1914094.545814702,
5612,"«Поликлиника», Ряжская улица (6840)",район Бирюлёво Восточное,Южный административный округ,55.59002079,37.66820316,1914386.1223900768,
5613,"«Ряжская ул.», Ряжская улица (6841)",район Бирюлёво Восточное,Южный административный округ,55.58950528,37.67205112,1914640.216184402,
5614,"«Продмаг», Севанская улица (6842)",район Царицыно,Южный административный округ,55.62394256,37.65376982,1912245.2239205576,
5615,"«Севанская ул.», улица Бехтерева (6843)",район Царицыно,Южный административный округ,55.62465329,37.64699137,1911805.3430467125,
5616,"«Кавказский бульв.», улица Бехтерева (6844)",район Царицыно,Южный административный округ,55.62742531,37.64757673,1911738.1253247748,
5617,"«Ул. Бехтерева, 15», улица Бехтерева (6845)",район Царицыно,Южный административный округ,55.63072618,37.64833156,1911661.597697234,
5618,"«Ул. Бехтерева», улица Бехтерева (6846)",район Царицыно,Южный административный округ,55.63526744,37.6493638,1911555.9119926775,
5619,"«Кантемировская ул.», Кантемировская улица (6847)",район Царицыно,Южный административный округ,55.63768148,37.65172868,1911610.4671598084,
5620,"«Метро Кантемировская», Кантемировская улица (6848)",район Царицыно,Южный административный округ,55.63816172,37.65676439,1911899.6881137667,
5621,"«Кантемировская ул., 39», Кантемировская улица (6849)",район Москворечье-Сабурово,Южный административный округ,55.63798854,37.66165121,1912204.0974873942,
5622,"«Школа искусств Родник», Кантемировская улица (6850)",район Москворечье-Сабурово,Южный административный округ,55.63758952,37.66745916,1912573.0643634868,
5623,"«Ул. Кошкина», Кантемировская улица (6851)",район Москворечье-Сабурово,Южный административный округ,55.63721936,37.67284262,1912915.076818804,
5624,"«Ул. Кошкина», Кантемировская улица (6852)",район Царицыно,Южный административный округ,55.63692095,37.67485489,1913048.8677893314,
5625,"«Метро Кантемировская», Пролетарский проспект (6854)",район Царицыно,Южный административный округ,55.63523829,37.6574566,1912050.5031287088,
5626,"«6-й мкр. Загорья», Лебедянская улица (6857)",район Бирюлёво Восточное,Южный административный округ,55.58578722,37.68842352,1915778.0794105635,
5627,"«Лебедянская ул., 22», Лебедянская улица (6858)",район Бирюлёво Восточное,Южный административный округ,55.58610584,37.68378434,1915482.9683824,
5628,"«Липецкая ул., 7», Лебедянская улица (6859)",район Бирюлёво Восточное,Южный административный округ,55.58422185,37.68211031,1915450.7892085281,
5629,"«Загорьевская ул., 10», Загорьевская улица (6860)",район Бирюлёво Восточное,Южный административный округ,55.58025123,37.67753958,1915319.2557627293,
5630,"«Бирюлевская ул., 58», Михневская улица (6861)",район Бирюлёво Восточное,Южный административный округ,55.58044499,37.67127463,1914929.4494926033,
5631,"«Михневская ул., 19», Михневская улица (6862)",район Бирюлёво Восточное,Южный административный округ,55.57916312,37.66498437,1914592.903860628,
5632,"«Платф. Бирюлево - пасс.», Михневская улица (6863)",район Бирюлёво Восточное,Южный административный округ,55.58178068,37.6623632,1914335.6023561556,
