,ObjectName,NameSummer,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
329,Фитнес клуб «СССР на Алексеевской»»,зал тренажерный №2,"Новоалексеевская улица, дом 25",Алексеевский район,Северо-Восточный административный округ,37.651211391531845,55.81085797750813,1905141.7918301187,6419769.607491211
330,Фитнес клуб «Планета фитнес»,зал тренажерный,"Авиамоторная улица, дом 10, корпус 2",район Лефортово,Юго-Восточный административный округ,37.714604,55.754053,1911106.9855664452,6414979.120398033
331,Фитнес клуб «Зебра»,зал тренажерный №2,"улица Ленинская Слобода, дом 19, корпус 1",Даниловский район,Южный административный округ,37.6496177778944,55.707226334290496,1908898.166384426,6408567.54462811
332,Фитнес клуб «Зебра»,зал тренажерный №2,"Новотушинский проезд, дом 10",район Митино,Северо-Западный административный округ,37.37880624800112,55.8390044146082,1887570.58030497,6417134.218350189
333,Фитнес клуб «Зебра»,зал тренажерный №2,"Енисейская улица, дом 35",Бабушкинский район,Северо-Восточный административный округ,37.66610804033659,55.875676810767146,1903631.9715548519,6427065.738373349
334,Фитнес клуб «Х-Фит»,зал тренажерный №3,"Отрадная улица, дом 8",район Отрадное,Северо-Восточный административный округ,37.608401,55.857205,1900822.6458205811,6423868.372728871
335,Фитнес клуб «Леон»,зал тренажерный №2,"Полковая улица, дом 3, строение 6",район Марьина Роща,Северо-Восточный административный округ,37.60373782390971,55.79897164370725,1902702.0047798285,6417495.095950913
336,Фитнес клуб «Х-Фит»,зал тренажерный №2,"Отрадная улица, дом 8",район Отрадное,Северо-Восточный административный округ,37.608401,55.857205,1900822.6458205811,6423868.372728871
337,Фитнес клуб «Ворлд Класс»,зал тренажерный,"Варшавское шоссе, дом 122А",район Чертаново Северное,Южный административный округ,37.615865020600054,55.6296214472102,1909722.3274976593,6399493.484863136
338,Фитнес клуб «Париж лайф»,зал тренажерный №3,"Лобненская улица, дом 4А",Дмитровский район,Северный административный округ,37.53925657794421,55.88981978594925,1895423.502484675,6425941.375555344
339,Фитнес клуб «Зебра»,зал тренажерный №2,"Ленинградское шоссе, дом 47А",Головинский район,Северный административный округ,37.47672088360597,55.84385794646873,1893332.508888698,6419686.719996114
340,Фитнес клуб «Фитнес Холл»,зал тренажерный №3,"улица Черняховского, дом 17А",район Аэропорт,Северный административный округ,37.538536923943546,55.80806866967495,1898406.5362845745,6417114.614967685
341,Фитнес клуб «Фитнес Холл»,зал тренажерный №4,"улица Черняховского, дом 17А",район Аэропорт,Северный административный округ,37.538536923943546,55.80806866967495,1898406.5362845745,6417114.614967685
342,Фитнес клуб «Фитнес Холл»,зал тренажерный №2,"улица Черняховского, дом 17А",район Аэропорт,Северный административный округ,37.538536923943546,55.80806866967495,1898406.5362845745,6417114.614967685
343,Фитнес клуб «Фэмили Клаб»,зал тренажерный,"Дубнинская улица, дом 26А",район Восточное Дегунино,Северный административный округ,37.55870293471539,55.87437537932665,1897173.7969713444,6424681.836622148
344,Фитнес клуб «Марина клаб»,зал тренажерный №2,"Ленинградское шоссе, дом 25А, строение 4",Войковский район,Северный административный округ,37.478217,55.827398,1894030.87466608,6417943.219820956
345,Фитнес клуб «Ворлд класс Метрополис»,зал тренажерный №4,"Ленинградское шоссе, дом 16А, строение 4",Войковский район,Северный административный округ,37.49786,55.823061,1895383.130702954,6417883.96564463
346,Фитнес клуб «Ворлд класс Метрополис»,зал тренажерный №3,"Ленинградское шоссе, дом 16А, строение 4",Войковский район,Северный административный округ,37.49786,55.823061,1895383.130702954,6417883.96564463
347,Фитнес клуб «Ворлд класс Метрополис»,зал тренажерный №2,"Ленинградское шоссе, дом 16А, строение 4",Войковский район,Северный административный округ,37.49786,55.823061,1895383.130702954,6417883.96564463
348,Комплекс спортивных сооружений «Дворец детского спорта»,зал тренажерный,"Рабочая улица, дом 53, строение 2",Таганский район,Центральный административный округ,37.69144918118961,55.73969552807078,1910234.6805302526,6412945.25878292
349,Физкультурно-оздоровительный комплекс «Серебряный»,зал тренажерный,"улица Генерала Глаголева, дом 10, корпус 3, строение 2",район Хорошёво-Мнёвники,Северо-Западный административный округ,37.4655028759838,55.78168434256422,1894945.2972904772,6412750.114276635
350,Физкультурно-оздоровительный комплекс «Савелки»,зал тренажерный,"Озёрная аллея, дом 2",район Савёлки,Зеленоградский административный округ,37.22437032111023,55.98756103254277,1872772.7287813502,6429978.329236993
351,Физкультурно-оздоровительный комплекс с бассейном «Малино»,зал тренажерный,"город Зеленоград, корпус 860",район Старое Крюково,Зеленоградский административный округ,37.19931490986205,55.973133042460894,1871784.2524384952,6427909.160794817
352,Учебно-спортивная база «Зеленоград»,зал тренажерный,"город Зеленоград, корпус 813",район Старое Крюково,Зеленоградский административный округ,37.186947244093616,55.97651595974273,1870912.7499648826,6428021.1230278015
353,Физкультурно-оздоровительный комплекс «Юность»,"зал тренажерный, «Зал тяжелой атлетики»","город Зеленоград, корпус 443",район Матушкино,Зеленоградский административный округ,37.206829118416714,55.99316030173261,1871507.735068164,6430223.210085797
354,Спортивный комплекс «Вымпел»,зал тренажерный,"Федеративный проспект, дом 31А, строение 1",район Новогиреево,Восточный административный округ,37.82428742564111,55.75481552288987,1917742.3185628129,6417373.641590087
355,Досуговый центр «Копотня»,зал тренажерный,"2-й квартал Капотня, дом 5",район Капотня,Юго-Восточный административный округ,37.79903807868448,55.640159187444,1920498.273560901,6404487.499156621
356,Физкультурно-спортивный центр «Экстрим»,зал тренажерный №2,"улица Госпитальный Вал, дом 1А, строение 1",Басманный район,Центральный административный округ,37.70305209614458,55.770489671197005,1909792.360800162,6416507.367845573
357,Физкультурно-спортивный центр «Экстрим»,зал тренажерный №3,"улица Госпитальный Вал, дом 1А, строение 1",Басманный район,Центральный административный округ,37.70305209614458,55.770489671197005,1909792.360800162,6416507.367845573
358,Крытое сооружение с искусственным льдом «Кутузовский»,зал тренажерный,"Кутузовский проспект, дом 12А",район Дорогомилово,Западный административный округ,37.559074109015455,55.7511647541779,1901760.5942636523,6411408.692075848
359,Физкультурно-спортивный центр «Экстрим»,зал тренажерный №1,"улица Госпитальный Вал, дом 1А, строение 1",Басманный район,Центральный административный округ,37.70305209614458,55.770489671197005,1909792.360800162,6416507.367845573
360,Фитнес клуб «Олимпик»,"зал тренажерный, «Олимпик»","Полярная улица, дом 10, строение 2",район Южное Медведково,Северо-Восточный административный округ,37.639734,55.874304,1902085.5589846293,6426365.854676845
361,Физкультурно-спортивный центр «Экстрим»,зал тренажерный №4,"улица Госпитальный Вал, дом 1А, строение 1",Басманный район,Центральный административный округ,37.70305209614458,55.770489671197005,1909792.360800162,6416507.367845573
362,Фитнес клуб «Зебра»,зал тренажерный,"Озёрная аллея, дом 8",район Савёлки,Зеленоградский административный округ,37.22384560089539,55.98667708648347,1872773.2969360002,6429872.240777761
363,Фитнес клуб «Клуб 18»,зал тренажерный,"1-й Нагатинский проезд, дом 15",район Нагатино-Садовники,Южный административный округ,37.63309995417619,55.67411376254811,1909122.2902396487,6404651.686295763
364,Крытое сооружение с искусственным льдом «Южный лед»,зал тренажерный,"улица Маршала Савицкого, дом 8",район Южное Бутово,Юго-Западный административный округ,37.585977622269645,55.506247160811476,1912464.5329808053,6385561.924810897
365,Фитнес клуб «ПОЗИТИВ»,зал тренажерный,"Угличская улица, домовладение 12, корпус 2",район Лианозово,Северо-Восточный административный округ,37.568991,55.901985,1896773.1573491525,6427871.696801019
366,Фитнес клуб «Виннер Фитнес»,зал тренажерный,"8-я улица Текстильщиков, дом 8",район Текстильщики,Юго-Восточный административный округ,37.740498,55.704047,1914546.892322785,6410135.858081237
367,Досуговый центр «Патриот»,зал тренажерный,"Новосибирская улица, дом 11",район Гольяново,Восточный административный округ,37.81867328760487,55.8164255556306,1915092.2128746714,6423890.901781755
368,Досуговый центр «Форвард»,зал тренажерный,"Хабаровская улица, дом 23, корпус 2",район Гольяново,Восточный административный округ,37.82240916268357,55.82644835712301,1914942.9186621713,6425049.197713491
369,Досуговый центр «Гармония»,зал тренажерный,"Хабаровская улица, дом 18, корпус 1",район Гольяново,Восточный административный округ,37.82650164877521,55.82450195510126,1915264.0134053377,6424925.973964412
370,Досуговый центр «Форвард»,зал тренажерный,"Амурская улица, владение 19А, строение 1",район Гольяново,Восточный административный округ,37.78828716233122,55.81353204706815,1913357.8444417722,6422938.283182773
371,Бассейн плавательный «Дом плавания»,Зал №43 (тренажерный),"улица Ибрагимова, дом 32",район Соколиная Гора,Восточный административный округ,37.73078104725105,55.78870234508155,1910796.7439154873,6419052.630791416
372,Физкультурно-оздоровительный комплекс,зал тренажерный,"Измайловская улица, дом 5А",район Соколиная Гора,Восточный административный округ,37.71656266822239,55.784139544238975,1910103.8239998457,6418262.060032032
373,Фитнес клуб «Зебра»,зал тренажерный,"Большая Семёновская улица, дом 11, строение 1",район Соколиная Гора,Восточный административный округ,37.703683,55.782833,1909370.5334906555,6417850.617544635
374,Бассейн плавательный «Дворец водного спорта»,зал тренажерный,"Мироновская улица, дом 27, строение 1",район Соколиная Гора,Восточный административный округ,37.731838,55.788738,1910859.5741195919,6419078.7038104925
375,Спортивный комплекс образовательного учреждения,зал тренажерный,"село Кленово, Центральная улица, дом 3",поселение Кленовское,Троицкий административный округ,37.3453877491295,55.32251197733593,1904445.1405430853,6360703.921531932
376,Спортивный комплекс образовательного учреждения,зал тренажерный,"Старокачаловская улица, дом 22",район Северное Бутово,Юго-Западный административный округ,37.585437123194,55.570327606372,1910060.9378012342,6392461.70637732
377,фитнес студия Фитнесс Манифест,зал тренажерный,"улица Двинцев, дом 12, корпус 1",район Марьина Роща,Северо-Восточный административный округ,37.59984,55.796223,1902567.362092046,6417117.361107362
378,Спортивный комплекс образовательного учреждения,зал тренажерный,"Стандартная улица, дом 4А",Алтуфьевский район,Северо-Восточный административный округ,37.572351,55.882868,1897685.7299507372,6425881.569593692
379,Спортивный комплекс образовательного учреждения,зал тренажерный,"Златоустовская улица, дом 3",район Косино-Ухтомский,Восточный административный округ,37.865099,55.704075,1922125.9301022254,6412771.903520811
380,Фитнес клуб «Фиткервс»,зал тренажерный,"Алтуфьевское шоссе, дом 72",район Бибирево,Северо-Восточный административный округ,37.588073970569354,55.89019365876873,1898366.1739188656,6426998.9137431625
381,Крытый каток с искусственным льдом «Спортивная школа № 2»,зал тренажерный,"Заповедная улица, дом 5",район Южное Медведково,Северо-Восточный административный округ,37.634515,55.866005,1902078.0857170043,6425362.490766637
382,Фитнес клуб «Энергия»,зал тренажерный №1,"Янтарный проезд, дом 9",Лосиноостровский район,Северо-Восточный административный округ,37.681245,55.868536,1904814.9331154656,6426613.531129914
383,Фитнес клуб «Спортивный клуб №1»,зал тренажерный,"улица Малыгина, дом 20",Лосиноостровский район,Северо-Восточный административный округ,37.689662,55.884161,1904742.142667043,6428473.238798241
384,Фитнес клуб «Лось»,зал тренажерный №2,"Анадырский проезд, дом 63А",Лосиноостровский район,Северо-Восточный административный округ,37.708733,55.880359,1906038.7440997974,6428463.602153214
385,Фитнес клуб «Лось»,"зал тренажерный №1, «Кардиозона»","Анадырский проезд, дом 63А",Лосиноостровский район,Северо-Восточный административный округ,37.708733,55.880359,1906038.7440997974,6428463.602153214
386,Фитнес клуб «Бабушкинская»,"зал тренажерный №2, «Зал сайкла»","улица Лётчика Бабушкина, дом 32, корпус 3",Лосиноостровский район,Северо-Восточный административный округ,37.677634,55.870758,1904513.3794410834,6426777.244892249
387,Фитнес клуб «Плэйфит»,"зал тренажерный №2, «Малый»","Ракетный бульвар, дом 16",Алексеевский район,Северо-Восточный административный округ,37.65578360615158,55.81760493396649,1905168.1811258849,6420592.430656379
388,Фитнес студия «Философия фитнеса»,зал тренажерный,"Зубарев переулок, дом 15, корпус 1",Алексеевский район,Северо-Восточный административный округ,37.64255443435855,55.81145362601862,1904594.3165245429,6419652.47707006
389,Фитнес клуб «Энергия»,зал тренажерный №2,"Янтарный проезд, дом 9",Лосиноостровский район,Северо-Восточный административный округ,37.681245,55.868536,1904814.9331154656,6426613.531129914
390,Фитнес клуб «ТриЛаб»,зал тренажерный,"проспект Мира, дом 102, строение 35",Алексеевский район,Северо-Восточный административный округ,37.63754607721137,55.800085402508905,1904713.025299699,6418322.514219706
391,Фитнес клуб «Плэйфит»,"зал тренажерный №1, «Большой»","Ракетный бульвар, дом 16",Алексеевский район,Северо-Восточный административный округ,37.65578360615158,55.81760493396649,1905168.1811258849,6420592.430656379
392,Физкультурно-оздоровительный комплекс,зал тренажерный,"улица 50 лет Октября, дом 2, корпус 1",район Солнцево,Западный административный округ,37.41457663008256,55.651783136980505,1896626.1366940106,6397681.576864605
393,Физкультурно-оздоровительный комплекс с бассейном «Орехово Борисово»,зал тренажерный,"Ореховый проезд, дом 43А",район Зябликово,Южный административный округ,37.73024946016483,55.6148869355448,1917247.4464124409,6400311.092393229
394,Фитнес клуб «Фит4эвер»,зал тренажерный № 2,"проспект Мира, дом 102, строение 34",Алексеевский район,Северо-Восточный административный округ,37.637086622020725,55.800090043321,1904684.9626315664,6418313.393663302
395,Досуговый центр «Щукинец»,зал тренажерный,"улица Берзарина, дом 26",район Щукино,Северо-Западный административный округ,37.476643470265756,55.78945576386089,1895335.5434504508,6413819.630112991
396,Досуговый центр «Щукинец»,зал тренажерный,"Новощукинская улица, дом 5",район Щукино,Северо-Западный административный округ,37.45909364139404,55.80670884609592,1893633.2336357657,6415315.305861503
397,Досуговый центр «Щукинец»,зал тренажерный,"Живописная улица, дом 30, корпус 1",район Щукино,Северо-Западный административный округ,37.4550037204874,55.79214873531353,1893921.5893271368,6413660.386919419
398,Физкультурно-оздоровительный комплекс,зал тренажерный,"Фестивальная улица, дом 4",район Левобережный,Северный административный округ,37.481945,55.8567,1893175.185995637,6421179.698622711
399,Фитнес клуб «Фит4эвер»,зал тренажерный № 1,"проспект Мира, дом 102, строение 34",Алексеевский район,Северо-Восточный административный округ,37.637086622020725,55.800090043321,1904684.9626315664,6418313.393663302
400,Спортивный комплекс «Вымпел»,зал тренажерный №1,"Первомайская аллея, дом 2, строение 6",район Измайлово,Восточный административный округ,37.757690477888616,55.782531728381386,1912660.8112495348,6418954.216673662
401,Спортивный комплекс «Чертаново»,зал тренажерный,"улица Красного Маяка, дом 28, корпус 1",район Чертаново Центральное,Южный административный округ,37.578593226997704,55.60584865333802,1908328.5045585048,6396148.837133864
402,Спортивный комплекс «Центральный»,зал тренажерный,"3-я Фрунзенская улица, дом 5",район Хамовники,Центральный административный округ,37.57887103130146,55.72036237713307,1904105.5064705324,6408501.669744717
403,Фитнес Практика Молодежная,зал тренажерный,"улица Толбухина, дом 10, корпус 3",Можайский район,Западный административный округ,37.40291856451299,55.721168376321245,1893366.2254528764,6404924.340401545
404,Фитнес клуб «Н-Эрго»,зал тренажерный,"Можайское шоссе, дом 2",Можайский район,Западный административный округ,37.446980671027646,55.724136028301494,1895939.3620882395,6406159.200035702
405,Фитнес клуб «Доктор Лодер»,зал тренажерный,"улица Дмитрия Ульянова, дом 31",Академический район,Юго-Западный административный округ,37.58545805468934,55.68469546942131,1905827.815844496,6404794.211782578
406,Фитнес клуб «Доктор Лодер»,зал тренажерный №3,"улица Дмитрия Ульянова, дом 31",Академический район,Юго-Западный административный округ,37.58545805468934,55.68469546942131,1905827.815844496,6404794.211782578
407,Фитнес клуб «СПА-центр Петровского Путевого Дворца»,зал тренажерный,"Ленинградский проспект, дом 40",район Аэропорт,Северный административный округ,37.55263276077349,55.793016879452175,1899819.6063972034,6415785.977019613
408,Фитнес клуб «Сити» расположен на территории района Новогиреево,зал тренажерный,"Кусковская улица, дом 20А",район Новогиреево,Восточный административный округ,37.78417770212091,55.74012198537102,1915855.3728476143,6414943.7664486915
409,Комплекс спортивных сооружений «Олимпийская деревня-80»,зал тренажерный,"улица Мичуринский Проспект, Олимпийская Деревня, дом 2",район Тропарёво-Никулино,Западный административный округ,37.47433521120293,55.67628293113721,1899368.2113736467,6401567.220688602
410,Фитнес клуб «Ве Джим»,зал тренажерный,"1-й проезд Перова Поля, дом 9, строение 10",район Перово,Восточный административный округ,37.770426,55.750129,1914645.4867187967,6415731.785350956
411,Спортивный комплекс образовательного учреждения,зал тренажерный,"улица Шаболовка, дом 39",Донской район,Южный административный округ,37.60947376686464,55.717057156081836,1906090.2113275449,6408785.735807484
412,Фитнес клуб «Спарта»,зал тренажерный,"16-я Парковая улица, дом 27",район Восточное Измайлово,Восточный административный округ,37.82786444606028,55.801577107994504,1916206.4135691943,6422485.791373843
413,Спортивно-оздоровительный комплекс «Московская школа гольфа»,зал тренажерный №1 (кардио тренажеры),"Соколово-Мещерская улица, дом 27, корпус 1",район Куркино,Северо-Западный административный округ,37.38163267925888,55.90385607227068,1885358.0082116676,6424185.976365358
414,Фитнес клуб «Прогресс»,зал тренажерный,"улица Плющева, дом 14",район Перово,Восточный административный округ,37.76081158649608,55.74310940959291,1914323.5783292023,6414772.836229407
415,Центр семейного отдыха аквапарк «Карибия»,зал тренажерный,"Зелёный проспект, дом 10Б",район Перово,Восточный административный округ,37.778443,55.747844,1915218.0650010419,6415654.685790883
416,Спортивно-оздоровительный комплекс «Московская школа гольфа»,зал тренажерный №2 (силовые тренажеры),"Соколово-Мещерская улица, дом 27, корпус 1",район Куркино,Северо-Западный административный округ,37.381115012919004,55.90373770993062,1885331.0034250435,6424162.519637606
417,Фитнес клуб «Зебра»,зал тренажерный,"Большая Черкизовская улица, дом 125, строение 2",район Преображенское,Восточный административный округ,37.741903617910495,55.806785399264,1910796.480475568,6421234.746454872
418,Фитнес клуб «Голдс Джим»,зал тренажерный №2,"Электрозаводская улица, дом 27, строение 3",район Преображенское,Восточный административный округ,37.70700432626453,55.791488537170565,1909249.4489642233,6418853.001200268
419,Спортивный комплекс образовательного учреждения,зал тренажерный,"Алма-Атинская улица, дом 9, корпус 3",район Братеево,Южный административный округ,37.774242536228,55.63983433595,1918999.1878160299,6403928.367096299
420,Фитнес клуб «Голдс Джим»,зал тренажерный,"Электрозаводская улица, дом 27, строение 3",район Преображенское,Восточный административный округ,37.70700432626453,55.791488537170565,1909249.4489642233,6418853.001200268
421,Фитнес клуб «Спорттаун»,зал тренажерный №2,"улица Медведева, дом 10",район Косино-Ухтомский,Восточный административный округ,37.88937698599748,55.718149586019116,1923073.6974499978,6414802.559451032
422,Фитнес клуб «Лайт-Фит»,зал тренажерный,"1-я улица Бухвостова, дом 3",район Преображенское,Восточный административный округ,37.70591186309812,55.80173224597337,1908801.1440917628,6419933.7482832875
423,Физкультурно-оздоровительный комплекс «Торпедо»,зал тренажерный,"Автозаводская улица, дом 21, корпус 1",Даниловский район,Южный административный округ,37.65188521030419,55.70278992227724,1909201.0399953579,6408136.941574231
424,Спортивный комплекс образовательного учреждения «Спортивно-педагогический колледж»,зал тренажерный,"Кировоградская улица, дом 21, корпус 1",район Чертаново Южное,Южный административный округ,37.602165235377434,55.60189597526722,1909913.845040873,6396216.691257888
425,Спортивный комплекс образовательного учреждения,зал тренажерный,"Керамический проезд, дом 59",район Восточное Дегунино,Северный административный округ,37.564561843395,55.884632664706,1897148.474136618,6425909.3843241045
426,Физкультурно-оздоровительный комплекс с бассейном «Спортивная школа №82»,зал тренажерный,"Инженерная улица, дом 5, корпус 1",Алтуфьевский район,Северо-Восточный административный округ,37.57840811992031,55.878952281747516,1898197.908460098,6425585.887299745
427,Комплекс спортивных сооружений «Спортивная школа Хамовники»,тренажерный зал,"3-я Фрунзенская улица, дом 5, корпус 1",район Хамовники,Центральный административный округ,37.57819333862305,55.71962506708072,1904091.582225679,6408408.012114259
428,Физкультурно-оздоровительный комплекс «Спортивная школа олимпийского резерва № 44»,зал тренажерный,"Кавказский бульвар, дом 16, корпус 3",район Царицыно,Южный административный округ,37.665424628944756,55.63421932825389,1912574.2590118505,6401029.907766132
429,Спортивный комплекс образовательного учреждения,зал тренажерный,"Измайловский проспект, дом 115",район Восточное Измайлово,Восточный административный округ,37.812532,55.789688,1915721.7828415832,6420881.500189495
430,Физкультурно-оздоровительный комплекс «Сходня»,зал тренажерный №2,"улица Фабрициуса, дом 41",район Южное Тушино,Северо-Западный административный округ,37.422886127276044,55.84382064192224,1890068.0634595314,6418565.943796439
431,Физкультурно-оздоровительный комплекс «Сходня»,зал тренажерный №1,"улица Фабрициуса, дом 41",район Южное Тушино,Северо-Западный административный округ,37.42297195796392,55.843642564089336,1890079.8281078555,6418548.520210828
432,Фитнес клуб «Джим фитнес студио»,зал тренажерный,"проезд Донелайтиса, дом 14, корпус 1",район Южное Тушино,Северо-Западный административный округ,37.415393,55.840126,1889749.4562663264,6418012.327796717
433,Физкультурно-оздоровительный комплекс «Дмитровский»,зал тренажерный,"Вагоноремонтная улица, дом 2, строение 2",Дмитровский район,Северный административный округ,37.53671002149579,55.89876741519911,1894937.8844553162,6426852.723180205
434,Стадион «Янтарь»,зал тренажерный №1,"улица Маршала Катукова, дом 26",район Строгино,Северо-Западный административный округ,37.414065345060955,55.801738766620005,1891081.547497536,6413845.261516437
435,Физкультурно-оздоровительный комплекс «Спортивная школа № 70 Молния»,зал тренажерный,"Икшинская улица, дом 3А",Дмитровский район,Северный административный округ,37.54066854370692,55.88536056446841,1895674.190261623,6425490.162262003
436,Физкультурно-оздоровительный комплекс,зал тренажерный №1,"город Зеленоград, корпус 317А, строение 1",район Савёлки,Зеленоградский административный округ,37.21632509336516,55.997027839044286,1871940.5504908874,6430834.703323948
437,Фитнес клуб «Ю-Фит»,зал тренажерный №1,"улица Академика Королёва, дом 13, строение 1",Останкинский район,Северо-Восточный административный округ,37.618354,55.818877,1902849.9687022418,6419946.001477488
438,Фитнес клуб «Ю-Фит»,зал тренажерный №2,"улица Академика Королёва, дом 13, строение 1",Останкинский район,Северо-Восточный административный округ,37.618354,55.818877,1902849.9687022418,6419946.001477488
439,Фитнес клуб «Ю-Фит»,зал тренажерный №3,"улица Академика Королёва, дом 13, строение 1",Останкинский район,Северо-Восточный административный округ,37.618354,55.818877,1902849.9687022418,6419946.001477488
440,Лаборатория фитнеса «Капсула»,зал тренажерный №1,"Аргуновская улица, дом 10, корпус 1",Останкинский район,Северо-Восточный административный округ,37.621354,55.816384,1903124.6125753555,6419740.085181612
441,Лаборатория фитнеса «Капсула»,зал тренажерный №2,"Аргуновская улица, дом 10, корпус 1",Останкинский район,Северо-Восточный административный округ,37.621354,55.816384,1903124.6125753555,6419740.085181612
442,Лаборатория фитнеса «Капсула»,зал тренажерный №3,"Аргуновская улица, дом 10, корпус 1",Останкинский район,Северо-Восточный административный округ,37.621354,55.816384,1903124.6125753555,6419740.085181612
443,Лаборатория фитнеса «Капсула»,зал тренажерный №4,"Аргуновская улица, дом 10, корпус 1",Останкинский район,Северо-Восточный административный округ,37.621354,55.816384,1903124.6125753555,6419740.085181612
444,Досуговый центр «В Серебряниках»,зал тренажерный,"Серебрянический переулок, дом 7, строение 1",Таганский район,Центральный административный округ,37.64744474410535,55.750494108676385,1907157.8212952989,6413185.407773974
445,Фитнес клуб «О Кей»,зал тренажерный,"Вешняковская улица, дом 12Б, строение 1",район Вешняки,Восточный административный округ,37.82896963841391,55.73407185039156,1918804.2454292923,6415238.201371916
446,Досуговый центр «Щукинец»,зал тренажерный,"улица Гамалеи, дом 18, строение 2",район Щукино,Северо-Западный административный округ,37.459500016996,55.80090812786525,1893871.79237218,6414698.276031092
447,Спортивный зал «Тренажерный зал КАЧ»,зал тренажерный,"Осташковская улица, дом 22",район Северное Медведково,Северо-Восточный административный округ,37.676026,55.886342,1903835.1945335288,6428422.468736836
448,Фитнес клуб «Повер зоне»,зал тренажерный,"улица Лётчика Бабушкина, дом 17, корпус 1",Академический район,Юго-Западный административный округ,37.561257,55.684676,1904354.4011666994,6404285.902657162
449,Фитнес клуб «Магнето спорт энд спа»,зал тренажерный №1,"6-я улица Новые Сады, дом 2, корпус 1",район Ново-Переделкино,Западный административный округ,37.348570021105154,55.65201333698373,1892591.0039969874,6396337.247549657
450,Фитнес клуб «Магнето спорт энд спа»,зал тренажерный №2,"6-я улица Новые Сады, дом 2, корпус 1",район Ново-Переделкино,Западный административный округ,37.348631711912944,55.651991777150506,1892595.5574869192,6396336.198900117
451,Фитнес клуб «Новая спарта»,зал тренажерный,"3-я Богатырская улица, дом 1, корпус 1",район Богородское,Восточный административный округ,37.69424618249899,55.8161640777728,1907555.2419762393,6421243.734321036
452,Фитнес клуб «Т-стиль»,зал тренажерный,"Алтайская улица, дом 33/7",район Гольяново,Восточный административный округ,37.83323577244082,55.820811951566114,1915810.6982842763,6424670.7845727345
453,Комплекс спортивных сооружений «Спортивная школа олимпийского резерва № 111»,зал тренажерный,"Озёрная аллея, дом 10",район Савёлки,Зеленоградский административный округ,37.221821799496055,55.98806173115375,1872600.3510377188,6429980.145978318
454,Фитнес клуб «ЗарядкаЖим»,зал тренажерный,"улица Адмирала Макарова, дом 6, строение 13",Войковский район,Северный административный округ,37.49032876239451,55.83595207802291,1894449.9445932943,6419117.139673171
455,Фитнес клуб «Комета»,зал тренажерный,"Дубнинская улица, дом 12А, строение 3",Бескудниковский район,Северный административный округ,37.558398244291105,55.86594920725711,1897467.6413777433,6423767.350132704
456,Фитнес клуб «Париж Лайф»,зал тренажерный,"Дмитровское шоссе, дом 98",район Восточное Дегунино,Северный административный округ,37.54728913307171,55.87942232130776,1896295.2380942947,6424988.00299401
457,Фитнес клуб «Вайлд»,зал тренажерный №2,"Фестивальная улица, дом 53А",район Ховрино,Северный административный округ,37.495217171846214,55.860758592974555,1893829.9642403598,6421892.971674291
458,Спортивный комплекс среднего профессионального образовательного учреждения,зал тренажерный,"Велозаводская улица, дом 8",Даниловский район,Южный административный округ,37.664259322754,55.711250600037,1909639.5609650968,6409308.606249073
