,ObjectName,NameSummer,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
0,Фитнес клуб «Зебра»,зал тренажерный,"Краснобогатырская улица, дом 2, строение 1",район Богородское,Восточный административный округ,37.6938180266716,55.81456434839434,1907588.8996611957,6421062.387765709
1,Физкультурно-оздоровительный комплекс «Центр Вешняки»,зал тренажерный,"Вешняковская улица, дом 29Д",район Вешняки,Восточный административный округ,37.8316209029763,55.72284938732062,1919386.011459158,6414085.403705649
2,Досуговый центр «Заря»,зал тренажерный,"город Зеленоград, корпус 165",район Матушкино,Зеленоградский административный округ,37.210258764362024,56.010223270643955,1871092.0175318124,6432133.822462625
3,Досуговый центр «Фаворит»,зал тренажерный,"город Зеленоград, корпус 1639",район Крюково,Зеленоградский административный округ,37.159377751042335,55.97602959866231,1869262.792748793,6427405.294951791
4,Спортивный комплекс «Борисово»,зал тренажерный,"улица Борисовские Пруды, дом 29",район Москворечье-Сабурово,Южный административный округ,37.72735624672132,55.636200753000146,1916276.6746965472,6402547.289967331
5,Физкультурно-оздоровительный комплекс «Атлант Гольяново»,зал тренажерный,"Уральская улица, дом 19А",район Гольяново,Восточный административный округ,37.79726527592153,55.82179338455114,1913592.9464316647,6424017.386812554
6,Семейный спортивно-оздоровительный комплекс «Новое поколение-Вешняки»,зал тренажерный,"Косинская улица, дом 12Б",район Вешняки,Восточный административный округ,37.83366758579292,55.72470401998308,1919440.927069074,6414328.478437314
7,Спортивный комплекс «Коралл»,зал тренажерный,"1-й Красносельский переулок, дом 9",Красносельский район,Центральный административный округ,37.66873472195758,55.785568327295145,1907146.563935686,6417411.731528666
8,Спортивный зал «Олимп»,зал тренажерный №1,"Реутовская улица, дом 10, корпус 1",район Вешняки,Восточный административный округ,37.83724470406418,55.73792832487497,1919162.5936984522,6415828.622718564
9,Фитнес клуб «Х-Фит»,зал тренажерный,"Ленинградский проспект, дом 31А, строение 1",район Беговой,Северный административный округ,37.56080319651991,55.78334293806216,1900674.1122528543,6414913.637224079
10,Фитнес клуб «Планета Фитнес»,зал тренажерный,"улица Правды, дом 21, строение 2",район Беговой,Северный административный округ,37.58020605467933,55.788315614574394,1901668.3771280493,6415854.785866895
11,Физкультурно-оздоровительный комплекс «Белые медведи»,зал тренажерный,"Петрозаводская улица, дом 28, строение 1",район Ховрино,Северный административный округ,37.48812436148433,55.869787240209156,1893066.4127369372,6422718.889763914
12,Физкультурно-оздоровительный комплекс «Тимирязевская»,зал тренажерный,"улица 800-летия Москвы, дом 7Б",район Восточное Дегунино,Северный административный округ,37.56033651499369,55.88134931580503,1897014.2542001014,6425467.48232486
13,Физкультурно-оздоровительный комплекс «Спортивная школа олимпийского резерва № 73 Виктория»,зал тренажерный №9,"улица Алабяна, дом 13, корпус 1",район Сокол,Северный административный округ,37.506268205201636,55.79962126455257,1896759.612282609,6415531.869102386
14,Спортивный зал «Спортивная школа № 76»,зал тренажерный,"Бескудниковский бульвар, дом 12",Бескудниковский район,Северный административный округ,37.563703651288556,55.86212572953053,1897930.9132811122,6423465.856046643
15,Дворец спорта «Мегаспорт» имени А.В. Тарасова,зал тренажерный,"Ходынский бульвар, дом 3",Хорошёвский район,Северный административный округ,37.53985828997135,55.786588047982136,1899281.6762294434,6414826.533959684
16,Физкультурно-оздоровительный комплекс «Спортивная школа олимпийского резерва № 25»,зал тренажерный №1,"Вятская улица, дом 28",Савёловский район,Северный административный округ,37.58259555971653,55.79578021239246,1901536.7303849424,6416709.29021901
17,Физкультурно-оздоровительный комплекс с бассейном «Молния»,зал тренажерный,"Лобненская улица, дом 13А, строение 1",Дмитровский район,Северный административный округ,37.53508720682158,55.887209411392234,1895267.6329362693,6425573.257066491
18,Бассейн плавательный «Спортивная школа олимпийского резерва № 1»,зал тренажерный,"Левобережная улица, дом 14, строение 1",район Ховрино,Северный административный округ,37.46955001159817,55.87857687342706,1891616.092965362,6423280.79345625
19,Физкультурно-оздоровительный комплекс с бассейном «Олимпиец»,зал тренажерный № 1,"улица Коштоянца, дом 20",район Тропарёво-Никулино,Западный административный округ,37.47662682769873,55.674891424483924,1899559.1587579222,6401464.866817473
20,Физкультурно-оздоровительный комплекс с бассейном «Олимпиец»,зал тренажерный № 2,"улица Коштоянца, дом 20",район Тропарёво-Никулино,Западный административный округ,37.47662682769873,55.674891424483924,1899559.1587579222,6401464.866817473
21,Бассейн плавательный «Ясенево»,зал тренажерный,"Вильнюсская улица, дом 6, корпус 1",район Ясенево,Юго-Западный административный округ,37.519012077658275,55.604787572515356,1904730.15593803,6394787.97582286
22,Физкультурно-оздоровительный комплекс с бассейном «Спортивно-адаптивная школа»,зал тренажерный,"улица Корнейчука, дом 28, корпус 2",район Бибирево,Северо-Восточный административный округ,37.617800182966995,55.898884161847214,1899843.1928397168,6428555.857058021
23,Физкультурно-оздоровительный комплекс «Южное Бутово»,зал тренажерный,"улица Поляны, дом 35",район Южное Бутово,Юго-Западный административный округ,37.54830126733374,55.55010844917302,1908538.4595674097,6389502.95668283
24,Ледовый дворец «Мечта»,зал тренажерный,"улица Конёнкова, дом 10Б",район Бибирево,Северо-Восточный административный округ,37.61507993438558,55.89128318505415,1899961.0388925571,6427680.037642905
25,Физкультурно-оздоровительный комплекс «Кировский»,зал тренажерный,"улица Пришвина, дом 20",район Бибирево,Северо-Восточный административный округ,37.60148311975693,55.8861097370154,1899329.881725425,6426838.661467912
26,Физкультурно-оздоровительный комплекс с бассейном «Гармония»,зал тренажерный,"улица Саморы Машела, дом 6, корпус 4",Обручевский район,Юго-Западный административный округ,37.49887187941689,55.646772195006896,1901952.1572527224,6398895.776898586
27,Крытое сооружение с искусственным льдом «Спортивная школа «Метеор»,зал тренажерный,"Чечёрский проезд, дом 23",район Южное Бутово,Юго-Западный административный округ,37.529396091863845,55.53057642734003,1908103.1294077411,6387000.39759411
28,Физкультурно-оздоровительный комплекс «Спортивная школа олимпийского резерва № 44»,зал тренажерный №1,"Лисичанская улица, дом 3",район Бирюлёво Восточное,Южный административный округ,37.674802734059256,55.61971668767508,1913685.294719407,6399663.74727654
29,Физкультурно-оздоровительный комплекс «Спортивная школа олимпийского резерва № 44»,зал тренажерный №2,"Лисичанская улица, дом 3",район Бирюлёво Восточное,Южный административный округ,37.674802734059256,55.61971668767508,1913685.294719407,6399663.74727654
30,Физкультурно-оздоровительный комплекс «Спортивная школа олимпийского резерва № 46»,зал тренажерный,"Донбасская улица, дом 9",район Бирюлёво Восточное,Южный административный округ,37.660258462755934,55.5955154979977,1913696.975968155,6396748.804677491
31,Спортивный комплекс «Боевые перчатки»,Зал тренажерный,"улица Атарбекова, дом 3",район Преображенское,Восточный административный округ,37.7057191384002,55.79717165927315,1908959.5156521033,6419438.327186407
32,Спортивный зал «Федерация Таэквон-до «Юг»»,зал тренажерный,"Россошанская улица, дом 4, корпус 5",район Чертаново Южное,Южный административный округ,37.610251,55.591065,1910808.8073647541,6395218.423510682
33,Досуговый центр «Южный»,зал тренажерный,"Каширское шоссе, дом 124, корпус 2",район Орехово-Борисово Южное,Южный административный округ,37.716739792659745,55.60440521951536,1916813.6850058439,6398896.428235223
34,Спортивный комплекс «Измайлово»,зал тренажерный №1,"11-я Парковая улица, дом 49",район Северное Измайлово,Восточный административный округ,37.80453069577767,55.805859531851304,1914630.4347598958,6422454.443352268
35,Спортивный комплекс «Измайлово»,зал тренажерный №2,"11-я Парковая улица, дом 49",район Северное Измайлово,Восточный административный округ,37.804519909462535,55.80576189173757,1914633.4382381837,6422443.6991807
36,Спортивный клуб Нагатино-Садовники (АНО Московская школа Таэквон-до),зал тренажерный №3,"Нагатинская улица, дом 15, корпус 3, строение 2",район Нагатино-Садовники,Южный административный округ,37.643293065444865,55.68071276945871,1909498.1385805274,6405576.913792888
37,Фитнес клуб «Спарта»,зал тренажерный,"Ясный проезд, дом 10",район Южное Медведково,Северо-Восточный административный округ,37.629215,55.873885,1901463.9373798103,6426100.7423467375
38,Территориальная клубная система «Планета»,Зал тренажерный,"Веерная улица, дом 3, корпус 6",район Очаково-Матвеевское,Западный административный округ,37.47678192322425,55.70575621018345,1898430.9014459962,6404796.824190461
39,Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Стимул»,Зал тренажерный,"Волгоградский проспект, дом 7",Таганский район,Центральный административный округ,37.68435752797335,55.732724583168924,1910063.076333204,6412045.0357851265
40,Учреждение культурно-досугового типа «ДК «Десна»»,зал тренажерный,"посёлок Фабрики имени 1 Мая, дом 37",поселение Рязановское,Новомосковский административный округ,37.498025,55.487015,1907788.1493538609,6381644.673132605
41,Учреждение культурно-досугового типа «Ново-Переделкино»,Зал тренажерный,"Лукинская улица, дом 1, корпус 1",район Ново-Переделкино,Западный административный округ,37.34379639384807,55.646264981784235,1892510.2643880048,6395618.124990128
42,Спортивный зал «Спортивная школа олимпийского резерва № 95»,зал тренажерный,"Большая Филёвская улица, дом 6",район Филёвский Парк,Западный административный округ,37.510030002764054,55.75255287766801,1898727.1459729741,6410535.449639355
43,Физкультурно-оздоровительный комплекс «Спортивная школа олимпийского резерва № 25»,зал тренажерный №2,"Вятская улица, дом 28",Савёловский район,Северный административный округ,37.582600924134546,55.7957016403245,1901539.9694858815,6416700.933275054
44,Спортивный зал «Олимп»,зал тренажерный №2,"Реутовская улица, дом 10, корпус 1",район Вешняки,Восточный административный округ,37.83728497386362,55.73789038816604,1919166.4632986714,6415825.388241583
45,Фитнес клуб «Доктор Лодер»,зал тренажерный,"3-я улица Ямского Поля, дом 2, корпус 4",район Беговой,Северный административный округ,37.581271,55.782547,1901946.9152966451,6415255.235777366
46,Фитнес клуб «Ворлд Класс»,зал тренажерный,"Варшавское шоссе, дом 12А",Донской район,Южный административный округ,37.617859721265184,55.69709159013654,1907341.3688369584,6406809.15175894
47,Физкультурно-оздоровительный комплекс «Государственное бюджетного учреждения города Москвы «Центр олимпийской подготовки» Департамента спорта города Москвы»,зал тренажерный №2,"Окружной проезд, дом 15А",район Соколиная Гора,Восточный административный округ,37.74076283487241,55.78909033062346,1911388.1796745951,6419304.427186407
48,Физкультурно-оздоровительный комплекс «Спортивная школа № 101 Тушино»,зал тренажерный,"улица Вилиса Лациса, домовладение 20",район Северное Тушино,Северо-Западный административный округ,37.41915836688926,55.86231519383398,1889160.9346604107,6420482.936853822
49,Физкультурно-оздоровительный комплекс «Московская баскетбольная академия»,зал тренажерный,"Новосибирская улица, дом 11А",район Гольяново,Восточный административный округ,37.81792212321804,55.815948250697915,1915064.5559046061,6423823.640266245
50,Спортивный комплекс «Чертаново»,зал тренажерный,"Кировоградская улица, дом 10А",район Чертаново Северное,Южный административный округ,37.60689525946104,55.62641032440522,1909294.1907549486,6398959.144307488
51,Физкультурно-оздоровительный комплекс «Атлант-Косино»,зал тренажерный,"Большая Косинская улица, дом 5А",район Косино-Ухтомский,Восточный административный округ,37.85354493442634,55.71248505045117,1921107.6963744164,6413433.014596186
52,Физкультурно-оздоровительный комплекс «Одиссей»,зал тренажерный,"улица Молостовых, дом 10Д",район Ивановское,Восточный административный округ,37.828438983198474,55.75901431461093,1917837.105215641,6417913.654002104
53,Физкультурно-оздоровительный комплекс «Акулово»,зал тренажерный №1,"посёлок Акулово, дом 27",район Восточный,Восточный административный округ,37.7983512377595,56.005825920877264,1906759.5135104584,6443857.283661774
54,Физкультурно-оздоровительный комплекс с бассейном «Юность»,зал тренажерный,"улица Академика Бакулева, дом 5",район Тёплый Стан,Юго-Западный административный округ,37.48384787784829,55.640719788714755,1901258.880139144,6397929.718422902
55,Крытое сооружение с искусственным льдом «Спортивная школа «Центр»,зал тренажерный,"улица Талалихина, дом 28, строение 4",Таганский район,Центральный административный округ,37.67887714079084,55.7304345192709,1909815.0561026146,6411683.120387984
56,Физкультурно-оздоровительный комплекс с бассейном «Парус»,зал тренажерный,"Привольная улица, дом 42",район Выхино-Жулебино,Юго-Восточный административный округ,37.84976289825407,55.69205418827124,1921643.9155635494,6411152.133831597
57,Физкультурно-оздоровительный комплекс «Спортивная школа олимпийского резерва № 73 Виктория»,зал тренажерный №8,"улица Алабяна, дом 13, корпус 1",район Сокол,Северный административный округ,37.50596946372723,55.79988269068985,1896731.8105787002,6415553.8360331
58,Комплекс спортивных сооружений «Спортивная школа олимпийского резерва № 46» Москомспорта,зал тренажерный,"3-я Радиальная улица, дом 8",район Бирюлёво Восточное,Южный административный округ,37.67721722298821,55.606575436840075,1914321.125610125,6398297.905620227
59,Физкультурно-оздоровительный комплекс «Русь»,зал тренажерный,"Елецкая улица, дом 17, корпус 3",район Орехово-Борисово Южное,Южный административный округ,37.736959339415236,55.60752767352449,1917931.0867276199,6399659.449513475
60,Спорт клуб «Ладья»,зал тренажерный №3,"Матвеевская улица, дом 36",район Очаково-Матвеевское,Западный административный округ,37.45950937852504,55.70530934148378,1897395.5327102826,6404389.216510304
61,Физкультурно-оздоровительный комплекс «Ледовый»,зал тренажерный,"город Зеленоград, корпус 2045",район Крюково,Зеленоградский административный округ,37.16853522031009,55.97102904478858,1869998.939308496,6427052.869535404
62,Комплекс спортивных сооружений «Дворец спорта Янтарь»,зал тренажерный,"улица Маршала Катукова, дом 22",район Строгино,Северо-Западный административный округ,37.41126967301317,55.80419669680311,1890821.3061565491,6414052.397253666
63,Комплекс спортивных сооружений «Дворец спорта Москвич»,зал тренажерный,"Люблинская улица, дом 15/46, строение 7",район Текстильщики,Юго-Восточный административный округ,37.73162547920583,55.70672729377622,1913907.039672315,6410237.763117289
64,Физкультурно-оздоровительный комплекс «Братеево»,зал тренажерный,"улица Борисовские Пруды, дом 20, корпус 3А",район Братеево,Южный административный округ,37.75464892173564,55.637313015283254,1917899.0057259896,6403242.899593454
65,Спортивный комплекс образовательного учреждения «Центр спорта и образования Самбо-70»,"зал тренажерный №2, «Тренажёрная пристройки»","улица Академика Виноградова, дом 4Б",район Тёплый Стан,Юго-Западный административный округ,37.486766847129324,55.6309558697165,1901796.8357316342,6396937.441983478
66,Спортивный комплекс образовательного учреждения «Московская экспериментальная школа»,зал тренажерный,"Херсонская улица, дом 30, корпус 2",район Черёмушки,Юго-Западный административный округ,37.56485269644998,55.654540871642155,1905688.5535280087,6401111.77778742
67,Спорт клуб «Ладья»,зал тренажерный №1,"Матвеевская улица, дом 36",район Очаково-Матвеевское,Западный административный округ,37.45964221593844,55.70525965609063,1897405.4525701732,6404386.620951631
68,Спорт клуб «Ладья»,зал тренажерный №2,"Матвеевская улица, дом 36",район Очаково-Матвеевское,Западный административный округ,37.45955102083181,55.70514303752778,1897404.1947923403,6404372.146671377
69,Физкультурно-оздоровительный комплекс «Училище олимпийского резерва №3»,зал тренажерный,"Ткацкая улица, дом 24",район Соколиная Гора,Восточный административный округ,37.731263,55.78608,1910923.8927666727,6418780.242487356
70,Спортивный комплекс высшего учебного заведения «РГУФКСиТ»,"зал тренажерный, «Тяжелая атлетика»","Сиреневый бульвар, дом 4, строение 3",район Измайлово,Восточный административный округ,37.76390950268553,55.80134862922868,1912334.8439436129,6421112.272549954
71,Спортивный комплекс высшего учебного заведения «РГУФКСиТ»,зал тренажерный,"Сиреневый бульвар, дом 4, строение 3",район Измайлово,Восточный административный округ,37.76217143124386,55.801838119727094,1912211.0832641765,6421128.398449263
72,Комплекс спортивных сооружений «Дворец спорта Динамо»,зал тренажерный,"Ленинградское шоссе, дом 39, строение 53",Войковский район,Северный административный округ,37.4794258412703,55.83706149295453,1893747.5016812868,6419010.178906939
73,Государственное бюджетное учреждение города Москвы «Физкультурно-досуговый центр «Гармония»,зал тренажерный,"Старый Петровско-Разумовский проезд, дом 5-13",Савёловский район,Северный административный округ,37.55995353683061,55.79978781600943,1900013.400258267,6416668.581373004
74,Фитнес клуб «Зебра»,зал тренажерный №1,"Ленинградское шоссе, дом 47А",Головинский район,Северный административный округ,37.47580833008198,55.84529785696994,1893224.0021262737,6419823.003896761
75,Физкультурно-оздоровительный комплекс «На Таганке»,зал тренажерный,"Рабочая улица, дом 30, строение 1",Таганский район,Центральный административный округ,37.68458861305303,55.74229558201724,1909720.774529232,6413081.322927679
76,Дворец Спорта «Динамо»,зал тренажерный №2 Фитнес-клуба «Сити-Фитнес»,"улица Лавочкина, дом 32",район Ховрино,Северный административный округ,37.49487912944872,55.85561135820721,1893999.6657464793,6421331.072404831
77,Дворец Спорта «Динамо»,зал тренажерный №1,"улица Лавочкина, дом 32",район Ховрино,Северный административный округ,37.49628436507274,55.85555302235321,1894087.0278079351,6421353.990325912
78,Центр спорта и досуга Атлант»,зал тренажерный,"Литовский бульвар, дом 11, корпус 2",район Ясенево,Юго-Западный административный округ,37.541760510453784,55.61355145162593,1905795.3309204977,6396208.630157081
79,Фитнес клуб «Рибок КроссФит 495»,Фитнес-клуб Боди Форминг,"проезд Берёзовой Рощи, дом 12",Хорошёвский район,Северный административный округ,37.52006231282806,55.79117057746969,1897909.7292150564,6414908.0136049725
80,Фитнес клуб «ЗебраСпорт»,зал тренажерный,"Ленинградский проспект, дом 80, корпус 35",район Сокол,Северный административный округ,37.514189107800505,55.81083464285424,1896826.1238324912,6416905.642740424
81,Фитнес клуб «Рибок КроссФит 495»,Рибок кроссфит 495,"проезд Берёзовой Рощи, дом 12",Хорошёвский район,Северный административный округ,37.52017174377309,55.79115924126539,1897916.7951958058,6414909.070861741
82,Многофункциональный спортивный комплекс ГАУ «СШ «МЦБИ» Москомспорта,зал тренажерный,"Варшавское шоссе, дом 118, корпус 1",район Чертаново Северное,Южный административный округ,37.61788036523415,55.63167848660284,1909768.982200707,6399757.54410962
83,Фитнес клуб «Лагуна»,зал тренажерный,"Фестивальная улица, дом 28, строение 1",район Ховрино,Северный административный округ,37.503361,55.860923,1894317.609991158,6422079.971162023
84,Фитнес клуб «Ворлд класс Метрополис»,зал тренажерный №1,"Ленинградское шоссе, дом 16А, строение 4",Войковский район,Северный административный округ,37.49786,55.823061,1895383.130702954,6417883.96564463
85,Крытое сооружение с искусственным льдом,зал тренажерный,"Рязанский проспект, дом 7, корпус 2",Нижегородский район,Юго-Восточный административный округ,37.73622775846106,55.73199504747286,1913244.205694379,6413057.395481284
86,Спортивный комплекс «Дом физической культуры»,зал тренажерный,"улица Фридриха Энгельса, дом 53",Басманный район,Центральный административный округ,37.69004870859296,55.77685484264791,1908765.378040013,6416920.093591303
87,Фитнес клуб «Вайлд»,зал тренажерный №1,"Фестивальная улица, дом 53А",район Ховрино,Северный административный округ,37.495217171846214,55.860758592974555,1893829.9642403598,6421892.971674291
88,Комплекс спортивных сооружений «Спортивная школа олимпийского резерва № 64» Москомспорта,тренажерный зал,"Есенинский бульвар, дом 9, корпус 2",район Кузьминки,Юго-Восточный административный округ,37.78062180701194,55.70106142603592,1917099.7614114413,6410660.432247436
89,Спортивный зал «Тонус-студия»,зал тренажерный,"Зеленоградская улица, дом 15",район Ховрино,Северный административный округ,37.504672,55.869561,1894077.73929767,6423038.363435064
90,Фитнес клуб «Красота Неземная»,зал тренажерный,"Кочновский проезд, дом 4, строение 1",район Аэропорт,Северный административный округ,37.54255835085637,55.80677137737261,1898698.686210139,6417058.591283901
91,Досуговый центр «Союз-каратэ-до»,зал тренажерный,"Клязьминская улица, дом 9, корпус 2",Дмитровский район,Северный административный округ,37.52417283634407,55.890393687215266,1894488.644979152,6425689.382165095
92,Региональная общественная организация «Спортивный клуб «МЕДВЕДЬ»,зал тренажерный,"Бескудниковский бульвар, дом 55, корпус 1",Бескудниковский район,Северный административный округ,37.54006662513157,55.87258016453454,1896111.0579115849,6424100.1629524045
93,Комплекс спортивных сооружений «Дворец детского спорта»,зал тренажерный,"Рабочая улица, дом 53, строение 1",Таганский район,Центральный административный округ,37.69121851121397,55.739854411813575,1910214.7392475172,6412957.533838157
94,Фитнес клуб «Джангл профешионал фитнес»,зал тренажерный,"Ижорский проезд, дом 17",Дмитровский район,Северный административный округ,37.516398383066,55.88886422027777,1894074.328610961,6425362.850786283
95,Фитнес клуб «Арт спорт»,зал тренажерный,"Ангарская улица, дом 24А",район Западное Дегунино,Северный административный округ,37.518812858349385,55.876654288744064,1894672.3572615036,6424096.996189001
96,Фитнес клуб «Голдс Джим»,зал тренажерный,"Ленинградский проспект, дом 31, строение 30",район Беговой,Северный административный округ,37.55956872890176,55.784275397899485,1900564.5891777028,6414988.389483746
97,Муниципальное бюджетное учреждение центр «Сказка»,зал тренажерный,"Дмитровское шоссе, дом 33, корпус 1",Тимирязевский район,Северный административный округ,37.569516198559256,55.82890758766661,1899514.7465888318,6420006.856464658
98,Фитнес клуб «Фит Клаб»,зал тренажерный,"Пяловская улица, дом 7, строение 3",район Западное Дегунино,Северный административный округ,37.540497,55.862595,1896506.9110609924,6423032.897521236
99,Фитнес клуб «Притяжение»,зал тренажерный,"Чертановская улица, дом 2, сооружение 1",район Чертаново Северное,Южный административный округ,37.603582,55.636423,1908721.026842081,6399969.250778002
100,Фитнес клуб «Зебра»,зал тренажерный,"Широкая улица, дом 22",район Северное Медведково,Северо-Восточный административный округ,37.67828297420499,55.885848431042966,1903990.2461853297,6428416.575501517
101,Комплекс спортивных сооружений «Севастопольский»,зал тренажерный,"Новочерёмушкинская улица, дом 64, корпус 3",район Черёмушки,Юго-Западный административный округ,37.5574573301569,55.66423678111532,1904879.0577183517,6402002.606068147
102,Спортивный комплекс «Центральный»,зал тренажерный,"Товарищеский переулок, дом 25, строение 1",Таганский район,Центральный административный округ,37.666291202329084,55.74410527456845,1908541.0734249281,6412892.187669424
103,Спортивный зал «Вымпел»,зал тренажерный,"Каширское шоссе, дом 144, корпус 2",район Нагатино-Садовники,Южный административный округ,37.627732474524336,55.66930092910684,1908973.922722293,6404020.265024538
104,Государственное бюджетное учреждение города Москвы Физкультурно-досуговый центр Бригантина,зал тренажерный,"проезд Черепановых, дом 72, корпус 1",район Коптево,Северный административный округ,37.55505966501191,55.84612708467222,1897999.7763195112,6421561.338342858
105,Досуговый центр «Преображенец»,зал тренажерный,"2-я Пугачёвская улица, дом 10, корпус 1",район Преображенское,Восточный административный округ,37.728731358046964,55.79356330533629,1910490.8735184346,6419533.229490358
106,Военно-патриотический клуб «Спецназ 21»,зал тренажерный,"Алтуфьевское шоссе, дом 102, корпус 2, строение 1",район Бибирево,Северо-Восточный административный округ,37.591278801921845,55.90483266865321,1898016.711058222,6428643.240122286
107,Фитнес клуб «Алекс фитнес»,зал тренажерный,"проспект Андропова, дом 22",район Нагатино-Садовники,Южный административный округ,37.661341,55.682597,1910527.2823934394,6406158.9177675275
108,Физкультурно-оздоровительный комплекс 50 лет Октября,зал тренажерный №2,"улица 50 лет Октября, дом 1",район Солнцево,Западный административный округ,37.414994391357524,55.64758424006117,1896805.8924808789,6397237.2806521775
109,ГБУ Спортивно-досуговый центр «Фортуна»,зал тренажерный,"Пятницкое шоссе, дом 6, корпус 3",район Митино,Северо-Западный административный округ,37.39044963835041,55.83771683752774,1888324.4917442498,6417236.186750808
110,Физкультурно-оздоровительный комплекс 50 лет Октября,зал тренажерный №4,"улица 50 лет Октября, дом 1",район Солнцево,Западный административный округ,37.41504535332893,55.647493234018015,1896812.3450575739,6397228.521726707
111,Спортивный комплекс образовательного учреждения «Колледж физической культуры и спорта Спарта»,зал тренажерный №2,"улица Маршала Тимошенко, дом 36, корпус 2",район Кунцево,Западный административный округ,37.40111275608562,55.74761861910663,1892284.3040230877,6407739.892698483
112,Фитнес клуб «Фитнес Про»,зал тренажерный,"улица Лескова, дом 30",район Бибирево,Северо-Восточный административный округ,37.61661474966801,55.89281118571024,1899997.1760785808,6427876.738615449
113,ГБУ Спортивно-досуговый центр «Фортуна»,зал тренажерный,"улица Генерала Белобородова, дом 14, корпус 2",район Митино,Северо-Западный административный округ,37.353846642162374,55.83459417651092,1886217.7016252303,6416142.7551966
114,Комплекс спортивных сооружений «Училище олимпийского резерва № 2»,зал тренажерный № 1,"Малая Филёвская улица, дом 34, корпус 1",район Фили-Давыдково,Западный административный округ,37.45710556266068,55.7344609436883,1896175.2586517553,6407483.158371629
115,Спортивный комплекс образовательного учреждения «Колледж физической культуры и спорта Спарта»,зал тренажерный №1,"улица Маршала Тимошенко, дом 36, корпус 2",район Кунцево,Западный административный округ,37.401685407710175,55.74732598083067,1892329.897928101,6407720.199909899
116,Фитнес клуб «Твой фитнес»,зал тренажерный,"улица Яблочкова, дом 37",Бутырский район,Северо-Восточный административный округ,37.578880690806784,55.826822608221526,1900160.1676756428,6419977.5638249945
117,Фитнес клуб «Леон»,зал тренажерный №1,"Полковая улица, дом 3, строение 6",район Марьина Роща,Северо-Восточный административный округ,37.60372322368176,55.799003035601,1902699.9532375252,6417498.174064616
118,Фитнес клуб «Париж лайф»,зал тренажерный №2,"Лобненская улица, дом 4А",Дмитровский район,Северный административный округ,37.539154025948,55.889900021707525,1895414.3193419706,6425947.888601855
119,Фитнес клуб «Х-Фит»,зал тренажерный №2,"Флотская улица, дом 5, корпус Б",район Левобережный,Северный административный округ,37.492034363284546,55.852060118240495,1893958.3716995958,6420889.119793954
120,Учреждение культурно-досугового типа «Ломоносовец»,зал тренажерный,"проспект Вернадского, дом 27, корпус 1",Ломоносовский район,Юго-Западный административный округ,37.519252,55.680869,1901936.1216719472,6402998.098279334
121,Некоммерческое партнерство спортивный клуб «МЕТЕОР»,зал тренажерный,"Дмитровское шоссе, дом 89, корпус 2",Бескудниковский район,Северный административный округ,37.545062285813415,55.86968674330288,1896520.9560215122,6423892.336728771
122,Фитнес клуб «Зебра»,зал тренажерный №1,"Енисейская улица, дом 35",Бабушкинский район,Северо-Восточный административный округ,37.66610804033659,55.875676810767146,1903631.9715548519,6427065.738373349
123,Физкультурно-оздоровительный комплекс «Вороново»,зал тренажерный,"посёлок ЛМС, микрорайон ""Центральный"", дом 40, строение 1",поселение Вороновское,Троицкий административный округ,37.1818371099867,55.31260618769577,1894731.3236288505,6356242.212414297
124,Фитнес клуб «Лайт Фит»,зал тренажерный,"Большая Академическая улица, дом 38, строение 13",Тимирязевский район,Северный административный округ,37.53453133139661,55.83212806527096,1897273.0355155694,6419624.659491514
125,Фитнес клуб «Х-Фит»,зал тренажерный №1,"Отрадная улица, дом 8",район Отрадное,Северо-Восточный административный округ,37.60837417790963,55.85710543166796,1900824.7185459516,6423857.082680365
126,Фитнес клуб «Х-Фит»,зал тренажерный №1,"Флотская улица, дом 5, корпус Б",район Левобережный,Северный административный округ,37.49210529755994,55.851980169111464,1893965.6269272082,6420881.97519582
127,Фитнес клуб «Космос»,зал тренажерный,"проспект Мира, дом 150",Алексеевский район,Северо-Восточный административный округ,37.64741453638421,55.82238623821343,1904482.5736897225,6420932.347228639
128,Фитнес клуб «Фитнес Холл»,зал тренажерный №1,"улица Черняховского, дом 17А",район Аэропорт,Северный административный округ,37.538599955855396,55.80805564143074,1898410.8449740335,6417114.524231138
129,Фитнес клуб «Фитнес Про»,зал тренажерный,"улица Пришвина, дом 3Г",район Бибирево,Северо-Восточный административный округ,37.594243,55.889896,1898750.8078006608,6427095.54989876
130,Фитнес клуб «Париж лайф»,зал тренажерный №1,"Лобненская улица, дом 4А",Дмитровский район,Северный административный округ,37.53918038789713,55.88986801369634,1895417.1015417872,6425944.987567874
131,Фитнес клуб «Ворлд Класс»,зал тренажерный,"12-й проезд Марьиной Рощи, владение 9, строение 2",район Марьина Роща,Северо-Восточный административный округ,37.61864303822866,55.80441421266558,1903404.7427354825,6418393.3915192345
132,Фитнес клуб «Кроссфит Идол»,зал тренажерный,"улица Лавочкина, дом 23, строение 1",район Ховрино,Северный административный округ,37.484972,55.864182,1893082.3823051725,6422049.159495963
133,Фитнес клуб «Марина клаб»,зал тренажерный №1,"Ленинградское шоссе, дом 25А, строение 4",Войковский район,Северный административный округ,37.478218481179084,55.827343772778995,1894032.9661769094,6417937.404151867
