,level_0,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
590,590,1101,1101,КОСМЕТОЛОГИЧЕСКИЙ ЦЕНТР,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Маршала Конева, дом 16",район Щукино,Северо-Западный административный округ,37.4842982762886,55.795448423577,1895579.3908321732,6414624.920444299
591,591,1102,1102,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Конёнкова, дом 18",район Бибирево,Северо-Восточный административный округ,37.61232881638052,55.89479650777683,1899663.8859044118,6428001.145345743
592,592,1104,1104,парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Конёнкова, дом 23",район Бибирево,Северо-Восточный административный округ,37.6107784734774,55.894149401255,1899594.0669307853,6427899.044032744
593,593,1106,1106,Студия красоты Красотка,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Коновалова, дом 10",Рязанский район,Юго-Восточный административный округ,37.763417614199845,55.73019808266736,1914964.4209889898,6413436.705865174
594,594,1107,1107,Парикмахерская на Кудринке,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Большой Конюшковский переулок, дом 27А",Пресненский район,Центральный административный округ,37.5795897470545,55.759303724553504,1902706.3036792546,6412714.635724608
595,595,1108,1108,Город Красоты,парикмахерские и косметические услуги,Город красоты,да,бытовые услуги,"город Москва, Кооперативная улица, дом 2, корпус 14",район Хамовники,Центральный административный округ,37.567039978764186,55.72532802157697,1903201.7115672838,6408789.695094188
596,596,1109,1109,Велина,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Доватора, дом 4/7",район Хамовники,Центральный административный округ,37.56967996443856,55.724536722324125,1903391.641091653,6408759.557403278
597,597,1110,1110,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Коптевская улица, дом 8",район Коптево,Северный административный округ,37.51763230582903,55.82740855470375,1896422.3116627857,6418764.035655907
598,598,1112,1112,Виктория,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Коптевская улица, дом 22",район Коптево,Северный административный округ,37.520314999999904,55.83188499999991,1896419.534940131,6419302.4352235235
599,599,1114,1114,Пирикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Корнейчука, дом 24",район Бибирево,Северо-Восточный административный округ,37.6173123346382,55.90012875601511,1899767.392143069,6428679.770381997
600,600,1115,1115,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Корнейчука, дом 48",район Бибирево,Северо-Восточный административный округ,37.6312169061685,55.895256313091295,1900790.3386263892,6428445.296037367
601,601,1116,1116,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Корнейчука, дом 52",район Бибирево,Северо-Восточный административный округ,37.6266571508453,55.894859271259,1900529.049421656,6428307.223447608
602,602,1117,1117,Салон красоты,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Корнейчука, дом 54",район Бибирево,Северо-Восточный административный округ,37.6278265939738,55.8940170509872,1900631.1735596284,6428240.91576882
603,603,1119,1119,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Коровинское шоссе, дом 11, корпус 1",район Западное Дегунино,Северный административный округ,37.535268925292094,55.868796089381796,1895960.4306224368,6423592.419765261
604,604,1120,1120,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Коровинское шоссе, дом 13, корпус 1",район Западное Дегунино,Северный административный округ,37.533769813838525,55.869703046523455,1895836.0001948143,6423658.968564653
605,605,1124,1124,Индустрия красоты,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Академика Королёва, дом 1",Останкинский район,Северо-Восточный административный округ,37.6354751223787,55.8205784849716,1903825.49337714,6420487.580776757
606,606,1125,1125,ОРЛАНА XXI,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Академика Королёва, дом 5",Останкинский район,Северо-Восточный административный округ,37.6286956296992,55.8208968031494,1903402.3599689254,6420380.007696179
607,607,1127,1127,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Академика Королёва, дом 10",Останкинский район,Северо-Восточный административный округ,37.619937692641216,55.823431220229246,1902776.8606449375,6420469.920548156
608,608,1128,1128,ПАРИКМАХЕРСКАЯ,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Академика Королёва, дом 9, корпус 1",Останкинский район,Северо-Восточный административный округ,37.6231145223781,55.8209582625404,1903061.4745092357,6420269.86727761
609,609,1131,1131,САЛОН-ПАРИКМАХЕРСКАЯ,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Академика Королёва, дом 28, корпус 3",район Марфино,Северо-Восточный административный округ,37.5975379919486,55.8228917757941,1901437.9308647625,6419943.542223072
610,610,1134,1134,Салон красоты,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Павла Корчагина, дом 2/1",Алексеевский район,Северо-Восточный административный округ,37.65546595678291,55.81183622096504,1905363.564372991,6419964.158271908
611,611,1135,1135,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Павла Корчагина, дом 2/1",Алексеевский район,Северо-Восточный административный округ,37.655425828027845,55.8119162573801,1905358.1513140574,6419971.941980747
612,612,1136,1136,Салон красоты,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Павла Корчагина, дом 10",Алексеевский район,Северо-Восточный административный округ,37.65885235941108,55.81518586653793,1905444.388247916,6420396.062154908
613,613,1137,1137,Время красоты,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Зои и Александра Космодемьянских, дом 7, корпус 1",Войковский район,Северный административный округ,37.508625,55.820709,1896123.382951445,6417854.347644509
614,614,1140,1140,Салон красоты,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Зои и Александра Космодемьянских, дом 35/1",район Коптево,Северный административный округ,37.525808,55.825148,1897002.0215625854,6418690.560709313
615,615,1141,1141,Пчелка,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Зои и Александра Космодемьянских, дом 35/1",район Коптево,Северный административный округ,37.526216,55.825208999,1897024.5229486525,6418705.632355159
616,616,1144,1144,Салон маникюра,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Зои и Александра Космодемьянских, дом 36А",район Коптево,Северный административный округ,37.525091,55.823985,1897001.533446493,6418550.260708247
617,617,1146,1146,Салон красоты «ЭЛИТ СТИЛЬ»,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Космонавтов, дом 6",Алексеевский район,Северо-Восточный административный округ,37.64869110639719,55.82081732377304,1904618.378801678,6420790.019317417
618,618,1147,1147,Парикмахерская «Милана»,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Космонавтов, дом 6",Алексеевский район,Северо-Восточный административный округ,37.64869110639719,55.82081732377304,1904618.378801678,6420790.019317417
619,619,1148,1148,Салон красоты «Азалия»,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Космонавтов, дом 9",Алексеевский район,Северо-Восточный административный округ,37.657269263441485,55.821927442115744,1905097.4522304197,6421089.328764554
620,620,1152,1152,ПАРИКМАХЕРСКАЯ,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Костромская улица, дом 16",Алтуфьевский район,Северо-Восточный административный округ,37.5983937528295,55.884317189968705,1899209.351535039,6426581.01232029
621,621,1153,1153,Центр красоты,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Костромская улица, дом 18",Алтуфьевский район,Северо-Восточный административный округ,37.5994030380902,55.884393317955805,1899267.652688859,6426610.283125446
622,622,1154,1154,Стемп-Компани,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Костякова, дом 6/5",Тимирязевский район,Северный административный округ,37.5734474884088,55.812255761337795,1900370.56008755,6418294.100568111
623,623,1156,1156,Салон красоты КОМПАНИЯ АНВИЛ,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Костякова, дом 7/7",Тимирязевский район,Северный административный округ,37.5723209606224,55.8115443797797,1900328.555191086,6418193.909561155
624,624,1157,1157,Парикмахерская Рантек-Н,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Костякова, дом 7/7",Тимирязевский район,Северный административный округ,37.572385333639296,55.8114660064398,1900335.3674160868,6418186.805676719
625,625,1159,1159,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Костякова, дом 9",Тимирязевский район,Северный административный округ,37.5716343151153,55.812376333194806,1900256.0416815602,6418269.250437624
626,626,1161,1161,СПИРИДОНОВ А.В.,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Костякова, дом 15",Тимирязевский район,Северный административный округ,37.5694885479033,55.815167467268,1900022.3579249303,6418525.31223098
627,627,1162,1162,Парикмахерская ЭЛЕГИЯ,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Костякова, дом 17, корпус 1",Тимирязевский район,Северный административный округ,37.5683727489528,55.81578233382871,1899931.8521289104,6418568.301448857
628,628,1165,1165,Великолепная Дарина,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, 2-й Котельнический переулок, дом 5",Таганский район,Центральный административный округ,37.6476427541801,55.743562606746494,1907427.521449941,6412442.505539693
629,629,1167,1167,Лаванда,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Кравченко, дом 4, корпус 1",Ломоносовский район,Юго-Западный административный округ,37.52143696505445,55.675308799680266,1902274.6035227492,6402444.097810352
630,630,1168,1168,СССР,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Кравченко, дом 4, корпус 1",Ломоносовский район,Юго-Западный административный округ,37.52143696505445,55.675308799680266,1902274.6035227492,6402444.097810352
631,631,1171,1171,САЛОН Красоты,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Нахимовский проспект, дом 52/27",Академический район,Юго-Западный административный округ,37.5580730663356,55.68122719901881,1904288.049136692,6403847.485970655
632,632,1172,1172,Парикмахерская,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Нахимовский проспект, дом 48",Академический район,Юго-Западный административный округ,37.560098347136396,55.6803863953504,1904442.5402892788,6403799.164909262
633,633,1174,1174,Салон Красоты Красное Яблоко,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Нахимовский проспект, дом 40",Академический район,Юго-Западный административный округ,37.56596556727517,55.677343537602574,1904912.5932600484,6403593.752977403
634,634,1176,1176,Студия красоты «Аквамарин»,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Красная Пресня, дом 9",Пресненский район,Центральный административный округ,37.5737131719294,55.760715698784196,1902296.7867843453,6412744.054528104
635,635,1178,1178,Студия красоты «ME TIME»,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, улица Красная Пресня, дом 36, строение 1",Пресненский район,Центральный административный округ,37.5667940431618,55.7625669336148,1901807.653249169,6412799.090522013
636,636,1181,1181,Very,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Красноармейская улица, дом 12",район Аэропорт,Северный административный округ,37.545611523249,55.7994127202748,1899156.447016535,6416329.0001330525
637,637,1185,1185,Джулс,парикмахерские и косметические услуги,,нет,бытовые услуги,"город Москва, Красноармейская улица, дом 29",район Аэропорт,Северный административный округ,37.53535279926058,55.80325436057833,1898391.3714036015,6416529.275716893
