,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
43,672,672,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, улица Декабристов, дом 4, корпус 1",район Отрадное,Северо-Восточный административный округ,37.5913358082644,55.86705077905609,1899422.8380044184,6424573.032657289
44,679,679,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, улица Декабристов, дом 11",район Отрадное,Северо-Восточный административный округ,37.59876690010649,55.866758834033796,1899883.97537498,6424696.701749223
45,685,685,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, улица Декабристов, дом 21",район Отрадное,Северо-Восточный административный округ,37.6070045818218,55.86417359905911,1900479.169531596,6424590.14686587
46,734,734,"РЕМОНТ ОБУВИ, РЕМОНТ ОДЕЖДЫ","ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, улица Докукина, дом 5, корпус 1",район Ростокино,Северо-Восточный административный округ,37.653618320562956,55.837914771299445,1904281.0529216202,6422735.533645258
47,741,741,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, проезд Донелайтиса, дом 19",район Южное Тушино,Северо-Западный административный округ,37.4185035054954,55.845839475601906,1889727.8473137731,6418692.842899293
48,763,763,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Дубнинская улица, дом 2, корпус 2",район Восточное Дегунино,Северный административный округ,37.567380244075764,55.856175123616325,1898374.3734522096,6422901.180232111
49,767,767,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Дубнинская улица, дом 10, корпус 3",район Восточное Дегунино,Северный административный округ,37.570166871054816,55.863755920803236,1898262.2003566327,6423776.30865733
50,783,783,Бутик,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, 1-я Дубровская улица, дом 2Б, корпус 1",Южнопортовый район,Юго-Восточный административный округ,37.667802237135696,55.7293134430394,1909183.2439886585,6411329.749036487
51,819,819,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, бульвар Матроса Железняка, дом 24, корпус 1",район Коптево,Северный административный округ,37.528998,55.833865,1896873.071056623,6419696.6507344
52,837,837,"ремонт одежды, обуви","ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Загородное шоссе, дом 6, корпус 1",Донской район,Южный административный округ,37.606122180322764,55.69402250743666,1906740.5597202282,6406232.392308805
53,846,846,РЕМОНТ ОБУВИ,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Заповедная улица, дом 20А",район Южное Медведково,Северо-Восточный административный округ,37.641044519003,55.8677185228296,1902409.9589108475,6425683.699369683
54,850,850,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, улица Маршала Захарова, дом 10, корпус 1",район Орехово-Борисово Северное,Южный административный округ,37.70105996086858,55.622870189714526,1915169.6423749959,6400556.36512028
55,856,856,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, 1-й Зборовский переулок, дом 11",район Преображенское,Восточный административный округ,37.7046834630935,55.79911800258049,1908824.07967385,6419626.279046698
56,898,898,Дом быта «Светлана»,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Измайловский бульвар, дом 14/36",район Измайлово,Восточный административный округ,37.788459228659484,55.796241114434174,1914015.5504103643,6421079.442861166
57,901,901,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Измайловский бульвар, дом 47",район Измайлово,Восточный административный округ,37.799771447330116,55.79726351330816,1914663.6744959084,6421428.160496666
58,908,908,Дом быта,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Измайловский проезд, дом 9, корпус 2",район Измайлово,Восточный административный округ,37.76847859088252,55.79805779734444,1912735.1469861555,6420854.017023018
59,917,917,НАСРЕДДИНОВ М.М.,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Изумрудная улица, дом 8",Лосиноостровский район,Северо-Восточный административный округ,37.679852999,55.868888999,1904717.4528458903,6426622.388503875
60,932,932,Мастерская по ремонту обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Истринская улица, дом 10, корпус 1",район Кунцево,Западный административный округ,37.4364579415056,55.7365609982136,1894841.52853378,6407280.6329689985
61,953,953,Ремонт обуви,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Кантемировская улица, дом 7, корпус 1",район Царицыно,Южный административный округ,37.672713,55.6358477227141,1912958.166156587,6401358.6908496125
62,974,974,Стальнова Ирина Вячеславовна,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Старая Басманная улица, дом 22, корпус А, строение 3",Басманный район,Центральный административный округ,37.666879557234495,55.767008940565,1907724.6235352647,6415372.814609312
63,981,981,Ателье,"ремонт, окраска и пошив обуви",,нет,бытовые услуги,"город Москва, Кастанаевская улица, дом 3",район Филёвский Парк,Западный административный округ,37.498185115180405,55.74005864638706,1898468.120269109,6408941.532913703
