,ParkingName,CarCapacity,Address,District,AdmArea,Latitude_WGS84,Longitude_WGS84,Xs,Ys
0,Парковка №3020 (48),4,"город Москва, Малая Калужская улица, дом 27",Донской район,Южный административный округ,55.7155761500965,37.5950350994983,1905266.5046837737,6408323.82409537
1,Парковка №3020 (49),18,"город Москва, Малая Калужская улица, дом 15, строение 31",Донской район,Южный административный округ,55.7162786508982,37.5958853954602,1905292.2053415794,6408417.349914501
2,Парковка №3020 (50),4,"город Москва, Малая Калужская улица, дом 19",Донской район,Южный административный округ,55.7171731000712,37.5969770496551,1905325.4742413487,6408536.619499488
3,Парковка №3020 (51),9,"город Москва, Малая Калужская улица, дом 17",Донской район,Южный административный округ,55.7176097001944,37.5975188490692,1905342.2560816647,6408595.024774257
4,Парковка №3020 (52),10,"город Москва, Малая Калужская улица, дом 12",Донской район,Южный административный округ,55.717173100327,37.5967463983698,1905311.4386238384,6408531.7923319675
5,Парковка №3020 (53),3,"город Москва, Малая Калужская улица, дом 15, строение 4",Донской район,Южный административный округ,55.7180040500524,37.5979936497305,1905356.5266408932,6408647.473267572
6,Парковка №3020 (42),3,"город Москва, 5-й Донской проезд, дом 15",Донской район,Южный административный округ,55.7083881500325,37.5991871997951,1905785.6944848248,6407635.844156509
7,Парковка №3020 (43),14,"город Москва, 5-й Донской проезд, дом 15",Донской район,Южный административный округ,55.7079741001384,37.5987445991131,1905774.1060184818,6407581.943097846
8,Парковка №3020 (44),14,"город Москва, 5-й Донской проезд, дом 15",Донской район,Южный административный округ,55.707230550375,37.5983154976583,1905775.554586785,6407492.803425168
9,Парковка №3020 (45),8,"город Москва, 5-й Донской проезд, дом 15, строение 2",Донской район,Южный административный округ,55.7066230501552,37.5977253989863,1905762.1581028618,6407414.960071756
10,Парковка №3020 (46),7,"город Москва, 5-й Донской проезд, дом 15, строение 42",Донской район,Южный административный округ,55.7061334501382,37.5972425991554,1905750.920756982,6407352.072894183
11,Парковка №3005 (214),24,"город Москва, Большая Екатерининская улица, дом 27",Мещанский район,Центральный административный округ,55.7837771038504,37.6223963612526,1904399.1576141233,6416247.789721753
12,Парковка №3017 (4),16,"город Москва, улица Золоторожский Вал, дом 32, строение 15",район Лефортово,Юго-Восточный административный округ,55.7497994514828,37.6837706436426,1909391.6469721862,6413872.793218755
13,Парковка №3017 (5),20,"город Москва, улица Золоторожский Вал, дом 11, строение 33",район Лефортово,Юго-Восточный административный округ,55.749687751182,37.6839744948638,1909408.1962423234,6413865.037146926
14,Парковка №3017 (6),22,"город Москва, улица Золоторожский Вал, дом 22",район Лефортово,Юго-Восточный административный округ,55.7508923519375,37.6852619414628,1909441.5895184139,6414021.887542809
15,Парковка №3017 (7),21,"город Москва, улица Золоторожский Вал, дом 11, строение 20",район Лефортово,Юго-Восточный административный округ,55.7507746019069,37.6855140916869,1909461.299462751,6414014.494243017
16,Парковка №3017 (8),15,"город Москва, улица Золоторожский Вал, дом 6, строение 18",район Лефортово,Юго-Восточный административный округ,55.7517612374816,37.6866418670374,1909493.0995512144,6414144.503095756
17,Парковка №3017 (9),5,"город Москва, улица Золоторожский Вал, дом 6, строение 18",район Лефортово,Юго-Восточный административный округ,55.7524712502183,37.6875740491093,1909523.3105807914,6414240.5946168285
18,Парковка №3017 (10),1,"город Москва, улица Золоторожский Вал, дом 6, строение 9",район Лефортово,Юго-Восточный административный округ,55.7529965500341,37.6883464998732,1909550.6912124592,6414313.426425506
19,Парковка №3017 (11),7,"город Москва, улица Золоторожский Вал, дом 11, строение 29",район Лефортово,Юго-Восточный административный округ,55.7531520502342,37.6888426989585,1909575.0551795482,6414340.605842637
20,Парковка №3017 (12),3,"город Москва, улица Золоторожский Вал, дом 6, строение 6",район Лефортово,Юго-Восточный административный округ,55.7532894000383,37.6888078498434,1909567.8216428638,6414354.6747892015
21,Парковка №3017 (13),6,"город Москва, улица Золоторожский Вал, дом 4А, строение 6",район Лефортово,Юго-Восточный административный округ,55.7536124501064,37.6892852495527,1909584.8020740056,6414399.514753546
22,Парковка №3008 (287),6,"город Москва, Хлебников переулок, дом 7, строение 3",Таганский район,Центральный административный округ,55.7475494000253,37.673702999631,1908863.4716726711,6413418.927158025
23,Парковка №3008 (288),9,"город Москва, Хлебников переулок, дом 7, строение 2",Таганский район,Центральный административный округ,55.7480252500515,37.6739248994757,1908859.2497252612,6413474.866515764
24,Парковка №3020 (54),20,"город Москва, Малая Калужская улица, дом 15",Донской район,Южный административный округ,55.7187322510496,37.5988411445498,1905381.095741285,6408743.711539012
25,Парковка №3020 (55),29,"город Москва, Малая Калужская улица, дом 1",Донской район,Южный административный округ,55.7201115536767,37.6004987813792,1905430.8129315407,6408927.09539789
26,Парковка №3020 (56),4,"город Москва, Малый Калужский переулок, дом 2, строение 4",Донской район,Южный административный округ,55.7192308001923,37.5998202002515,1905422.1833910693,6408817.947148464
27,Парковка №3020 (57),4,"город Москва, Малый Калужский переулок, дом 2, строение 4",Донской район,Южный административный округ,55.719078200293,37.6005578004036,1905472.7236282388,6408816.935674966
28,Парковка №3020 (58),8,"город Москва, Малый Калужский переулок, дом 2, строение 4",Донской район,Южный административный округ,55.7188863507316,37.601491200883,1905536.633776204,6408815.792259586
29,Парковка №3020 (59),7,"город Москва, Малый Калужский переулок, дом 2, строение 5",Донской район,Южный административный округ,55.7186643006593,37.602580200854,1905611.1323483237,6408814.651444087
30,Парковка №3020 (60),6,"город Москва, Малый Калужский переулок, дом 2",Донской район,Южный административный округ,55.7184679003049,37.6035297003908,1905676.1918118545,6408813.356546634
31,Парковка №3008 (269),4,"город Москва, Лавров переулок, дом 8, строение 1",Таганский район,Центральный административный округ,55.7332359501561,37.6594992998037,1908532.4029301568,6411578.234651617
32,Парковка №3008 (270),13,"город Москва, Лавров переулок, дом 6, строение 1",Таганский район,Центральный административный округ,55.7333809506157,37.6602771993691,1908574.3164757534,6411610.1855231505
33,Парковка №3008 (271),5,"город Москва, Лавров переулок, дом 6, строение 1",Таганский район,Центральный административный округ,55.7335032501314,37.661054999896,1908617.0677612363,6411639.6882123435
34,Парковка №3008 (272),5,"город Москва, Лавров переулок, дом 6, строение 5",Таганский район,Центральный административный округ,55.7336256001519,37.6618194498361,1908659.004852366,6411668.916689454
35,Парковка №3008 (273),6,"город Москва, Лавров переулок, дом 6, строение 5",Таганский район,Центральный административный округ,55.7337283001394,37.662390749843,1908689.9266823586,6411691.974400461
36,Парковка №3008 (274),2,"город Москва, Лавров переулок, дом 5",Таганский район,Центральный административный округ,55.733140800038,37.659518149959,1908537.0877284943,6411568.375285594
37,Парковка №3008 (275),10,"город Москва, Лавров переулок, дом 5",Таганский район,Центральный административный округ,55.7332526004079,37.6601457995478,1908571.0990267568,6411593.595161747
38,Парковка №3008 (276),19,"город Москва, Лавров переулок, дом 9",Таганский район,Центральный административный округ,55.7334323012794,37.6612534988306,1908631.7775340357,6411636.20716594
39,Парковка №3008 (277),4,"город Москва, Лавров переулок, дом 9",Таганский район,Центральный административный округ,55.7335969001604,37.6622646998392,1908687.148604806,6411675.167472661
40,Парковка №3020 (100),1,"город Москва, 2-й Донской проезд, дом 7",Донской район,Южный административный округ,55.7132598802819,37.5946904555758,1905331.3975646808,6408066.911129902
41,Парковка №3008 (291),3,"город Москва, Хлебников переулок, дом 8/2, строение 1",Таганский район,Центральный административный округ,55.7481170500072,37.6741247999258,1908867.983929292,6413488.9559494285
42,Парковка №3019 (272),21,"город Москва, улица Мастеркова, дом 1",Даниловский район,Южный административный округ,55.7099385500236,37.6578443994892,1909297.992229373,6409032.5253416635
43,Парковка №3019 (273),3,"город Москва, улица Мастеркова, дом 3",Даниловский район,Южный административный округ,55.7091497500018,37.6577746999653,1909323.0760024278,6408946.043348561
44,Парковка №3008 (306),4,"город Москва, Добровольческая улица, дом 12",Таганский район,Центральный административный округ,55.7453934500451,37.6685886999797,1908632.813840155,6413079.232983097
45,Парковка №3008 (307),26,"город Москва, Добровольческая улица, дом 12",Таганский район,Центральный административный округ,55.7453606530728,37.6693658986324,1908681.2801304667,6413092.01068024
46,Парковка №3008 (308),12,"город Москва, Добровольческая улица, дом 12",Таганский район,Центральный административный округ,55.7454538503415,37.6694194998544,1908681.0707221867,6413103.179542615
47,Парковка №3005 (279),15,"город Москва, переулок Орлово-Давыдовский, дом 2/5, корпус 1",Мещанский район,Центральный административный округ,55.7830199500158,37.639626850251,1905473.7401646185,6416526.977269629
48,Парковка №3005 (280),7,"город Москва, переулок Орлово-Давыдовский, дом 6, строение 1",Мещанский район,Центральный административный округ,55.7832432000028,37.6397944500512,1905475.6200269626,6416554.547726334
49,Парковка №3005 (281),7,"город Москва, переулок Орлово-Давыдовский, дом 2/5, корпус 2",Мещанский район,Центральный административный округ,55.782229600003,37.6396818500526,1905506.4591648604,6416442.953159765
50,Парковка №3005 (282),8,"город Москва, Большая Переяславская улица, дом 3, корпус 3",Мещанский район,Центральный административный округ,55.7815734501198,37.6396147485919,1905526.7739846448,6416370.833973092
51,Парковка №3005 (283),3,"город Москва, Протопоповский переулок, дом 19, строение 12",Мещанский район,Центральный административный округ,55.7817793000053,37.6395410499414,1905514.646274632,6416391.474698888
52,Парковка №3005 (284),6,"город Москва, Протопоповский переулок, дом 19, строение 13",Мещанский район,Центральный административный округ,55.781411650021,37.6393565497472,1905517.1068247636,6416347.987993165
53,Парковка №3005 (286),8,"город Москва, переулок Орлово-Давыдовский, дом 3",Мещанский район,Центральный административный округ,55.7843720195688,37.6397465384365,1905430.7493796777,6416675.196894459
54,Парковка №3005 (287),4,"город Москва, переулок Орлово-Давыдовский, дом 5",Мещанский район,Центральный административный округ,55.7838284817772,37.6397445097988,1905450.8308389727,6416616.577416744
55,Парковка №3005 (288),4,"город Москва, переулок Орлово-Давыдовский, дом 3А",Мещанский район,Центральный административный округ,55.7838246000015,37.6395477000285,1905439.022876375,6416612.03648105
56,Парковка №4017 (17),15,"город Москва, проезд Завода Серп и Молот, дом 12",район Лефортово,Юго-Восточный административный округ,55.7518157021927,37.7053150719196,1910625.9140570627,6414542.739502623
57,Парковка №4017 (18),23,"город Москва, проезд Завода Серп и Молот, дом 12",район Лефортово,Юго-Восточный административный округ,55.7509527680308,37.706941339624,1910756.9119911443,6414483.941352887
58,Парковка №4017 (19),14,"город Москва, проезд Завода Серп и Молот, дом 5, строение 1",район Лефортово,Юго-Восточный административный округ,55.7509889671618,37.7072131692212,1910772.0825841038,6414493.556756439
59,Парковка №4018 (8),33,"город Москва, улица Трофимова, дом 35/20",Южнопортовый район,Юго-Восточный административный округ,55.7045429344745,37.6852299614854,1911165.248293639,6409026.1976389475
60,Парковка №4018 (9),24,"город Москва, улица Трофимова, дом 36, корпус 1",Южнопортовый район,Юго-Восточный административный округ,55.704233832561,37.6851638825944,1911172.7323163284,6408991.495414674
61,Парковка №4018 (10),12,"город Москва, улица Трофимова, дом 36, корпус 1",Южнопортовый район,Юго-Восточный административный округ,55.7047457816277,37.6858553662078,1911195.7577130427,6409061.204355697
62,Парковка №4018 (12),11,"город Москва, Южнопортовая улица, дом 22Б",Южнопортовый район,Юго-Восточный административный округ,55.7063321100883,37.6895138379864,1911359.3386576974,6409309.070042791
63,Парковка №4018 (13),9,"город Москва, Южнопортовая улица, дом 22, строение 2",Южнопортовый район,Юго-Восточный административный округ,55.7062445285283,37.6909421947708,1911449.5188966861,6409329.658478239
64,Парковка №4018 (14),28,"город Москва, Южнопортовая улица, дом 22, строение 10",Южнопортовый район,Юго-Восточный административный округ,55.7052168924854,37.6881039450144,1911315.059176753,6409159.242054827
65,Парковка №4018 (15),13,"город Москва, Южнопортовая улица, дом 22, строение 3",Южнопортовый район,Юго-Восточный административный округ,55.704858025721,37.6896918337999,1911425.0504915302,6409153.945486509
66,Парковка №4018 (17),21,"город Москва, Южнопортовая улица, дом 22, строение 2",Южнопортовый район,Юго-Восточный административный округ,55.7054981030878,37.6907471185289,1911465.4388773635,6409245.113309044
67,Парковка №4018 (18),16,"город Москва, 2-й Южнопортовый проезд, дом 25, корпус 1",Южнопортовый район,Юго-Восточный административный округ,55.7017391804342,37.6881758161871,1911448.896798393,6408785.946092123
68,Парковка №4018 (19),9,"город Москва, 2-й Южнопортовый проезд, дом 27",Южнопортовый район,Юго-Восточный административный округ,55.7028895882373,37.688739154037,1911440.3554663495,6408921.772757138
69,Парковка №4018 (20),7,"город Москва, 2-й Южнопортовый проезд, дом 27",Южнопортовый район,Юго-Восточный административный округ,55.702846669584,37.6888640339555,1911449.5532778222,6408919.77248158
70,Парковка №4022 (1),8,"город Москва, Звёздный бульвар, дом 25",Останкинский район,Северо-Восточный административный округ,55.812430725165,37.61974243722,1903173.6863384042,6419280.334799709
71,Парковка №4022 (2),11,"город Москва, Аргуновская улица, дом 2, корпус 1",Останкинский район,Северо-Восточный административный округ,55.8133183497635,37.6198838073805,1903149.2912725306,6419378.950701415
72,Парковка №3007 (142),6,"город Москва, Гороховский переулок, дом 4, корпус 6",Басманный район,Центральный административный округ,55.7647384391095,37.6636910123605,1907615.385799992,6415061.243159684
73,Парковка №3007 (143),7,"город Москва, Гороховский переулок, дом 4, корпус 5, строение 7",Басманный район,Центральный административный округ,55.7642778366209,37.664035128873,1907653.4312946582,6415018.824130867
74,Парковка №3005 (293),7,"город Москва, Большая Переяславская улица, дом 3, корпус 2",Мещанский район,Центральный административный округ,55.78103468576,37.6406398991576,1905609.0627369757,6416334.2464118255
75,Парковка №3005 (292),5,"город Москва, Большая Переяславская улица, дом 3, корпус 3",Мещанский район,Центральный административный округ,55.7811195002438,37.6397288001474,1905550.5747705705,6416324.300685826
76,Парковка №3005 (294),2,"город Москва, Большая Переяславская улица, дом 3, корпус 1",Мещанский район,Центральный административный округ,55.7809570540787,37.6414130385207,1905658.904871687,6416342.076843417
77,Парковка №3005 (295),13,"город Москва, Протопоповский переулок, дом 25, строение 3",Мещанский район,Центральный административный округ,55.7809491355561,37.6404807347078,1905602.57607736,6416321.692305601
78,Парковка №3005 (296),2,"город Москва, Протопоповский переулок, дом 25, корпус А",Мещанский район,Центральный административный округ,55.7810519264617,37.639442835356,1905535.7185827738,6416311.0278261425
79,Парковка №4007 (1),9,"город Москва, Бакунинская улица, дом 26-30, строение 1",Басманный район,Центральный административный округ,55.7752433016257,37.6850168672386,1908519.8058478064,6416640.793046511
80,Парковка №4007 (2),7,"город Москва, Бакунинская улица, дом 32-36, корпус 1",Басманный район,Центральный административный округ,55.7756038499837,37.6857008635289,1908547.9192630358,6416694.004297401
81,Парковка №4007 (3),12,"город Москва, Бакунинская улица, дом 38-42, строение 1",Басманный район,Центральный административный округ,55.7764259963264,37.6872967529373,1908614.2199638986,6416816.101006017
82,Парковка №4007 (4),7,"город Москва, Бакунинская улица, дом 50, строение 1",Басманный район,Центральный административный округ,55.7768891414364,37.6881550946111,1908649.0966056697,6416884.029005853
83,Парковка №4007 (5),10,"город Москва, Бакунинская улица, дом 58, строение 1",Басманный район,Центральный административный округ,55.7772647994655,37.688865883302,1908678.2697933826,6416939.432094489
84,Парковка №4007 (6),15,"город Москва, Бакунинская улица, дом 23-41",Басманный район,Центральный административный округ,55.7754152923581,37.6850088610707,1908512.913488917,6416659.1581088705
85,Парковка №4007 (7),17,"город Москва, Бакунинская улица, дом 43-55",Басманный район,Центральный административный округ,55.7762103022303,37.6865323215249,1908575.8278730952,6416776.809337692
86,Парковка №4007 (8),14,"город Москва, Бакунинская улица, дом 43-55",Басманный район,Центральный административный округ,55.7767066407069,37.6874845141691,1908615.1689499328,6416850.284137289
87,Парковка №4007 (9),8,"город Москва, Бакунинская улица, дом 23-41",Басманный район,Центральный административный округ,55.7771048415346,37.6882516316894,1908646.9240932423,6416909.298707275
88,Парковка №4007 (10),7,"город Москва, Бакунинская улица, дом 43-55",Басманный район,Центральный административный округ,55.7773628371407,37.6887210344339,1908665.820591467,6416946.954782825
89,Парковка №4007 (11),11,"город Москва, Бакунинская улица, дом 69, строение 1",Басманный район,Центральный административный округ,55.7786533410646,37.6908812015481,1908748.9292889934,6417131.370049227
90,Парковка №4007 (12),16,"город Москва, Бакунинская улица, дом 73, строение 1",Басманный район,Центральный административный округ,55.7797521341044,37.6926549976984,1908815.707473908,6417287.016414738
91,Парковка №4007 (13),5,"город Москва, Бакунинская улица, дом 72, строение 1",Басманный район,Центральный административный округ,55.7783184690671,37.6906370662273,1908746.5796850096,6417090.1599055035
92,Парковка №4007 (14),10,"город Москва, Бакунинская улица, дом 74-76, корпус 1",Басманный район,Центральный административный округ,55.7787197326194,37.6912205094049,1908767.0614437026,6417145.648900635
93,Парковка №4007 (15),7,"город Москва, Бакунинская улица, дом 94, строение 1",Басманный район,Центральный административный округ,55.7799286691785,37.6933063366937,1908848.6829949259,6417319.716572116
94,Парковка №4007 (16),5,"город Москва, Бакунинская улица, дом 96-98, строение 6",Басманный район,Центральный административный округ,55.7803057041319,37.6941472079152,1908885.6960951544,6417378.001692048
95,Парковка №4007 (17),19,"город Москва, Бакунинская улица, дом 77, строение 3",Басманный район,Центральный административный округ,55.7803087973882,37.6937986042144,1908864.4116752164,6417371.014096493
96,Парковка №4007 (18),6,"город Москва, Бакунинская улица, дом 81",Басманный район,Центральный административный округ,55.7808736520653,37.695060588126,1908919.9964757373,6417458.381256213
97,Парковка №4007 (19),10,"город Москва, Бакунинская улица, дом 100, строение 5",Басманный район,Центральный административный округ,55.7806225137248,37.6948526584245,1908916.7288646062,6417426.953814738
98,Парковка №4007 (20),13,"город Москва, Налесный переулок, дом 9/11",Басманный район,Центральный административный округ,55.7786948395095,37.6844317875409,1908355.7132676905,6417000.435522778
99,Парковка №4007 (21),5,"город Москва, Центросоюзный переулок, дом 4",Басманный район,Центральный административный округ,55.7792122681032,37.6852152279776,1908384.0182823234,6417072.637646533
100,Парковка №4007 (22),3,"город Москва, Центросоюзный переулок, дом 6, строение 2",Басманный район,Центральный административный округ,55.7794489944666,37.6856175636888,1908399.6338883077,6417106.592332391
101,Парковка №4007 (23),4,"город Москва, Переведеновский переулок, дом 13, строение 9",Басманный район,Центральный административный округ,55.7809121973834,37.6882328473035,1908503.9456946268,6417319.164363716
102,Парковка №4007 (24),3,"город Москва, Центросоюзный переулок, дом 21А",Басманный район,Центральный административный округ,55.7810252662024,37.6881524385063,1908494.8505398158,6417329.65982213
103,Парковка №4007 (25),1,"город Москва, Новая Переведеновская улица, дом 10, строение 1",Басманный район,Центральный административный округ,55.7790031562069,37.6826995139457,1908239.0287800455,6416997.296212933
104,Парковка №4007 (26),4,"город Москва, Новая Переведеновская улица, дом 10, строение 8",Басманный район,Центральный административный округ,55.7787157587019,37.6832788119458,1908284.9136235747,6416978.487073986
105,Парковка №4007 (27),3,"город Москва, Новая Переведеновская улица, дом 10, строение 8",Басманный район,Центральный административный округ,55.7785196337087,37.6836744948641,1908316.2483655377,6416965.659190495
106,Парковка №4007 (28),13,"город Москва, Налесный переулок, дом 9/11",Басманный район,Центральный административный округ,55.7780089880297,37.6846788786755,1908396.2652316776,6416931.717898043
107,Парковка №4007 (29),24,"город Москва, Бакунинская улица, дом 62-68, строение 1",Басманный район,Центральный административный округ,55.7773671308339,37.6904402017325,1908770.0681188107,6416983.515518156
108,Парковка №4007 (30),14,"город Москва, Бакунинская улица, дом 60, строение 4",Басманный район,Центральный административный округ,55.7773007818019,37.6902042044633,1908758.2076238862,6416971.410620728
109,Парковка №4007 (31),17,"город Москва, Большая Почтовая улица, дом 35, строение 1",Басманный район,Центральный административный округ,55.776532923958,37.691867105023,1908887.807315719,6416923.589940646
110,Парковка №4007 (32),4,"город Москва, Рабфаковский переулок, дом 3, строение 1",Басманный район,Центральный административный округ,55.7800200364403,37.6950043534772,1908948.392201216,6417365.221537918
111,Парковка №4007 (33),11,"город Москва, Бакунинская улица, дом 98А, строение 11",Басманный район,Центральный административный округ,55.7800804020486,37.6960611576581,1909010.3177589336,6417393.921287898
112,Парковка №4007 (34),3,"город Москва, Бакунинская улица, дом 100, строение 5",Басманный район,Центральный административный округ,55.7801769488063,37.6958626431683,1908994.6648471165,6417400.155037101
113,Парковка №4007 (35),4,"город Москва, Большая Почтовая улица, дом 71",Басманный район,Центральный административный округ,55.7802176664382,37.6964017370696,1909025.8840567092,6417415.864885156
114,Парковка №4007 (75),8,"город Москва, Переведеновский переулок, дом 24",Басманный район,Центральный административный округ,55.781017700477,37.6927719960997,1908775.6551113313,6417425.841508055
115,Парковка №4007 (77),5,"город Москва, Переведеновский переулок, дом 24",Басманный район,Центральный административный округ,55.7809111948243,37.6937147397146,1908836.8715156347,6417434.162616571
116,Парковка №4007 (79),2,"город Москва, улица Фридриха Энгельса, дом 37-41, корпус А",Басманный район,Центральный административный округ,55.7751263723259,37.6870554155188,1908647.9742266985,6416670.991980121
117,Парковка №4007 (80),6,"город Москва, улица Фридриха Энгельса, дом 37-41, корпус А",Басманный район,Центральный административный округ,55.7753443962089,37.6874563555308,1908664.204013951,6416702.903434955
118,Парковка №4007 (81),4,"город Москва, улица Фридриха Энгельса, дом 43-45",Басманный район,Центральный административный округ,55.7758158124831,37.688353628751,1908701.138625567,6416772.540685161
119,Парковка №4007 (83),10,"город Москва, улица Фридриха Энгельса, дом 32, строение 1",Басманный район,Центральный административный округ,55.7747538210158,37.6866099763072,1908634.797421651,6416621.495039091
120,Парковка №4007 (84),2,"город Москва, улица Фридриха Энгельса, дом 32, строение 1",Басманный район,Центральный административный округ,55.7750509817156,37.6871277241331,1908655.1742659123,6416664.386367941
121,Парковка №4007 (85),6,"город Москва, улица Фридриха Энгельса, дом 38, строение 1",Басманный район,Центральный административный округ,55.7753625099227,37.687704423009,1908678.5956985257,6416710.063760226
122,Парковка №4007 (86),10,"город Москва, улица Фридриха Энгельса, дом 47, строение 1",Басманный район,Центральный административный округ,55.7762750762638,37.6893689523706,1908745.6938864982,6416843.347640246
123,Парковка №4007 (87),4,"город Москва, улица Фридриха Энгельса, дом 53",Басманный район,Центральный административный округ,55.776621269589,37.6902085515763,1908783.7876863475,6416898.2814467065
124,Парковка №4007 (88),10,"город Москва, улица Фридриха Энгельса, дом 75, строение 11",Басманный район,Центральный административный округ,55.7783010184745,37.6943820657123,1908974.6609213708,6417166.924214053
125,Парковка №4007 (89),3,"город Москва, улица Фридриха Энгельса, дом 56, строение 1",Басманный район,Центральный административный округ,55.7770074650496,37.6914262530227,1908843.3527287545,6416965.465918108
126,Парковка №4007 (90),3,"город Москва, улица Фридриха Энгельса, дом 56, строение 1",Басманный район,Центральный административный округ,55.7771700717037,37.6917822808798,1908858.9163347834,6416990.463815985
127,Парковка №4007 (91),1,"город Москва, улица Фридриха Энгельса, дом 56, строение 3",Басманный район,Центральный административный округ,55.777299348775,37.6921115263817,1908874.0950368736,6417011.307977765
128,Парковка №4007 (92),10,"город Москва, улица Фридриха Энгельса, дом 60",Басманный район,Центральный административный округ,55.7775867607799,37.6928397807335,1908907.613414881,6417057.571108727
129,Парковка №4007 (93),2,"город Москва, улица Фридриха Энгельса, дом 64, строение 1",Басманный район,Центральный административный округ,55.7778354284464,37.6934711696738,1908936.6920246147,6417097.625490073
130,Парковка №4007 (94),1,"город Москва, улица Фридриха Энгельса, дом 64, строение 4",Басманный район,Центральный административный округ,55.7781671352713,37.6942727365287,1908973.0104508079,6417150.201839528
131,Парковка №4011 (1),20,"город Москва, улица Генерала Ермолова, дом 2",район Дорогомилово,Западный административный округ,55.7340583786945,37.5180047709342,1899895.4459186646,6408707.513389145
132,Парковка №4011 (2),10,"город Москва, улица Генерала Ермолова, дом 2",район Дорогомилово,Западный административный округ,55.7340079879714,37.518272003315,1899913.5656729161,6408707.651056437
133,Парковка №4011 (3),17,"город Москва, улица Генерала Ермолова, дом 4",район Дорогомилово,Западный административный округ,55.7349064504492,37.517741376786,1899848.0881031214,6408793.464813164
134,Парковка №4011 (4),6,"город Москва, улица 1812 Года, дом 12",район Дорогомилово,Западный административный округ,55.7420025104529,37.5195744713577,1899697.4001449086,6409596.792365187
135,Парковка №4011 (5),4,"город Москва, улица 1812 Года, дом 14",район Дорогомилово,Западный административный округ,55.7420519431273,37.5192633883122,1899676.6520628314,6409595.6375785405
136,Парковка №4011 (6),22,"город Москва, улица 1812 Года, дом 14, строение 3",район Дорогомилово,Западный административный округ,55.7431371439621,37.5231117354775,1899870.6164884176,6409792.871147529
137,Парковка №4011 (7),8,"город Москва, улица Кульнева, дом 3, строение 1",район Дорогомилово,Западный административный округ,55.7429831416818,37.5230553829304,1899872.8807473206,6409775.091769603
138,Парковка №4011 (9),12,"город Москва, Кутузовский проспект, дом 34, строение 21",район Дорогомилово,Западный административный округ,55.7420749277959,37.5298969270147,1900322.5700427883,6409819.830016421
139,Парковка №4011 (10),9,"город Москва, Кутузовский проспект, дом 34, строение 7",район Дорогомилово,Западный административный округ,55.7413368064253,37.5303063817396,1900374.7628013554,6409748.786935092
140,Парковка №4011 (11),24,"город Москва, Кутузовский проспект, дом 32",район Дорогомилово,Западный административный округ,55.7401898127237,37.5311737300551,1900469.9242532568,6409643.210703798
141,Парковка №4013 (19),17,"город Москва, 4-я Магистральная улица, дом 5, строение 1",Хорошёвский район,Северный административный округ,55.7756570308829,37.521153414194,1898549.5334717087,6413258.220841443
142,Парковка №4013 (21),23,"город Москва, 4-я Магистральная улица, дом 4, строение 5",Хорошёвский район,Северный административный округ,55.7752239006044,37.5205698288691,1898530.0819490806,6413199.364663102
143,Парковка №4013 (22),3,"город Москва, 4-я Магистральная улица, дом 5, строение 1",Хорошёвский район,Северный административный округ,55.7749760665436,37.52058797278,1898540.3458844593,6413173.023062535
144,Парковка №4013 (23),16,"город Москва, 4-я Магистральная улица, дом 4, строение 5",Хорошёвский район,Северный административный округ,55.7734443998054,37.5190946115058,1898506.2120696772,6412976.775112953
145,Парковка №4013 (24),25,"город Москва, 4-я Магистральная улица, дом 7, строение 11",Хорошёвский район,Северный административный округ,55.7732062344807,37.5191356874076,1898517.5115091752,6412951.953464607
146,Парковка №4013 (25),5,"город Москва, 4-я Магистральная улица, дом 4А, строение 1",Хорошёвский район,Северный административный округ,55.7726874414176,37.5184585363714,1898495.5354782604,6412881.912361505
147,Парковка №4013 (26),9,"город Москва, 4-я Магистральная улица, дом 4А, строение 6",Хорошёвский район,Северный административный округ,55.7723135109004,37.5181354896618,1898489.7239191884,6412834.867006521
148,Парковка №4013 (31),16,"город Москва, 4-я Магистральная улица, дом 11",Хорошёвский район,Северный административный округ,55.770497797324,37.5168026004792,1898475.8253124517,6412611.337571747
149,Парковка №4013 (32),2,"город Москва, 4-я Магистральная улица, дом 13, строение 1",Хорошёвский район,Северный административный округ,55.7701488186381,37.5165252788664,1898471.867984062,6412567.934864456
150,Парковка №4013 (34),3,"город Москва, Хорошёвское шоссе, дом 80",Хорошёвский район,Северный административный округ,55.7790613229129,37.5231274502879,1898543.6289156633,6413666.374090486
151,Парковка №4013 (35),31,"город Москва, Хорошёвское шоссе, дом 74, корпус 3",Хорошёвский район,Северный административный округ,55.7796015340266,37.5230294738535,1898517.7034485063,6413722.573149727
152,Парковка №4013 (36),2,"город Москва, Хорошёвское шоссе, дом 78",Хорошёвский район,Северный административный округ,55.7796700936237,37.5227609902044,1898498.855774875,6413724.37044426
153,Парковка №4013 (37),10,"город Москва, Хорошёвское шоссе, дом 78А",Хорошёвский район,Северный административный округ,55.7801856453388,37.5224869516489,1898463.1450158404,6413774.242629673
