,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
12,12,Herve Leger,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Кузнецкий Мост, дом 7",Тверской район,Центральный административный округ,37.618939227308495,55.76174967561975,1905007.1362590503,6413801.323632534
99,99,"Одежда, джинсы",Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Чертановская улица, дом 32, строение 2",район Чертаново Центральное,Южный административный округ,37.59259016715686,55.6184047326009,1908717.972269165,6397796.062742365
146,146,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Зои и Александра Космодемьянских, дом 35/1",район Коптево,Северный административный округ,37.5257229999999,55.825028,1897001.3027126985,6418675.8549219575
147,147,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Зои и Александра Космодемьянских, дом 35/1",район Коптево,Северный административный округ,37.5257229999999,55.825028,1897001.3027126985,6418675.8549219575
234,234,Магазин «Изетта»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Расторгуевский переулок, дом 1",Пресненский район,Центральный административный округ,37.57071109656778,55.76504161537957,1901954.0508887768,6413147.669315611
269,269,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Комсомольский проспект, дом 24, строение 1",район Хамовники,Центральный административный округ,37.592276322706056,55.73312057256646,1904448.2411324603,6410157.403266317
334,334,Одежда для байкеров,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Авиамоторная улица, дом 47",район Лефортово,Юго-Восточный административный округ,37.718474071807925,55.750211166145725,1911485.4387346925,6414646.551332697
354,354,Модный доктор,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Автозаводская улица, дом 2",Даниловский район,Южный административный округ,37.663652720280865,55.710583633598844,1909627.4524086462,6409223.9845825685
406,406,Cascatto,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Алтайская улица, дом 17, корпус 1",район Гольяново,Восточный административный округ,37.82111005102241,55.8207888025091,1915076.377811308,6424412.256787538
425,425,Брюки,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Алтуфьевское шоссе, дом 82",район Бибирево,Северо-Восточный административный округ,37.58888389523725,55.89466495621063,1898249.230216969,6427497.635840737
505,505,Магазин «Хлопковый мир»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, проспект Андропова, дом 28",район Нагатино-Садовники,Южный административный округ,37.662633361464096,55.67998501566868,1910703.086646215,6405904.519996372
602,602,БРЮКИ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Лётчика Бабушкина, дом 11/2, корпус 1",Бабушкинский район,Северо-Восточный административный округ,37.673473,55.861005000000006,1904624.7158813041,6425639.30064571
616,616,МАГАЗИН ОДЕЖДЫ «МОДУС»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Лётчика Бабушкина, дом 37, корпус 1",Бабушкинский район,Северо-Восточный административный округ,37.676953000000005,55.872514,1904406.687667124,6426952.157804143
638,638,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Байкальская улица, дом 37",район Гольяново,Восточный административный округ,37.81443253774092,55.817734318853645,1914785.9974123756,6423942.35093782
641,641,Мужская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Байкальская улица, дом 39",район Гольяново,Восточный административный округ,37.81546958416324,55.81774056478936,1914848.6478453442,6423964.909768066
673,673,Магазин «НИВО»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Барклая, дом 11",район Филёвский Парк,Западный административный округ,37.496391205062274,55.74450271255276,1898194.9498561644,6409383.37440405
682,682,ВИЗАНИ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Бауманская улица, дом 35/1",Басманный район,Центральный административный округ,37.67910124078081,55.77168419564011,1908293.038233131,6416133.0926016485
701,701,СпецСнабТекстиль,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Башиловская улица, дом 23, корпус 1",Савёловский район,Северный административный округ,37.57422766891797,55.80232327396795,1900786.0970309447,6417239.8002908
716,716,Сшито в Италии,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Беговая улица, дом 18, корпус 1",район Беговой,Северный административный округ,37.55697843962653,55.777926262182724,1900642.351192562,6414249.904757323
717,717,Театральные принадлежности,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Беговая улица, дом 20, корпус 2",район Беговой,Северный административный округ,37.558144999,55.778232999,1900701.8676964669,6414307.316916225
726,726,Женская одежда больших размеров,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Протопоповский переулок, дом 16",Мещанский район,Центральный административный округ,37.64062058363189,55.77947182726431,1905665.9851859312,6416165.411687641
738,738,МИКРОДИН,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Бережковская набережная, дом 4",район Дорогомилово,Западный административный округ,37.567339230940426,55.7404676169914,1902659.2889213029,6410428.10975151
804,804,ЖЕНСКАЯ ОДЕЖДА LA BELLE,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Маршала Бирюзова, дом 28",район Щукино,Северо-Западный административный округ,37.487013236604966,55.79737074441674,1895673.3322142463,6414888.639870637
808,808,Магазин «Одежда.Обувь.Хозяйственные товары.»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Бирюлёвская улица, дом 5, корпус 1",район Бирюлёво Восточное,Южный административный округ,37.664521236986644,55.59968394980229,1913802.353987712,6397287.860196968
873,873,Маназин «ОДЕЖДА»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Бочкова, дом 6, корпус 1",Останкинский район,Северо-Восточный административный округ,37.63352884873815,55.81052534829946,1904081.1214209225,6419363.480181599
881,881,Магазин «Пижама Пати»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, 2-я Брестская улица, дом 37, строение 1",Пресненский район,Центральный административный округ,37.58549517111086,55.773397240236676,1902542.7555615,6414357.241562213
887,887,Магазин «Fin Amore»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Малая Бронная улица, дом 16",Пресненский район,Центральный административный округ,37.59640472038662,55.76161569200777,1903642.5969335628,6413315.373153413
905,905,Джинсы,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, проспект Будённого, дом 27, корпус 2",район Соколиная Гора,Восточный административный округ,37.73160905350322,55.76892006508435,1911585.4330988168,6416938.708116905
982,982,БОГАТЫРЬ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Варшавское шоссе, дом 50",Нагорный район,Южный административный округ,37.621051072136204,55.667386465885144,1908637.8603343938,6403673.757338057
987,987,Магазин «La Belle»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Варшавское шоссе, дом 65, корпус 1",район Нагатино-Садовники,Южный административный округ,37.6259493228479,55.66928219028266,1908865.9740444382,6403980.8456891375
1160,1160,"Одежда, сувениры, цветы",Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, 2-я Владимирская улица, дом 44/10",район Перово,Восточный административный округ,37.78501722062139,55.74913631246656,1915569.198500967,6415932.5976950815
1207,1207,Камуфляж,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Волгоградский проспект, дом 14",Таганский район,Центральный административный округ,37.6747652517381,55.729464478830096,1909601.093628504,6411492.223121978
1220,1220,Брюки,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Волгоградский проспект, дом 72, корпус 1",район Кузьминки,Юго-Восточный административный округ,37.75943370214704,55.705133861236895,1915658.4439916124,6410652.14436411
1261,1261,Женская одежда ЛедиШарм,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Волоколамское шоссе, дом 3",район Сокол,Северный административный округ,37.50329611462249,55.80671814648072,1896316.9185122354,6416235.138877865
1357,1357,Магазин «Одежда»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Бориса Галушкина, дом 19, корпус 2",Алексеевский район,Северо-Восточный административный округ,37.66306930566689,55.82211476491316,1905442.314957057,6421231.046439452
1373,1373,ОДЕЖДА И ОБУВЬ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Гвардейская улица, дом 17, корпус 1",Можайский район,Западный административный округ,37.42367,55.725202,1894481.2110563344,6405789.998632712
1396,1396,ЗАМ ЗАМ Маркет,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Гиляровского, дом 33",Мещанский район,Центральный административный округ,37.63079987229841,55.78012068601879,1905045.3841081047,6416029.64885499
1472,1472,МАГАЗИН ПАЛЬТО,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, 1-я Тверская-Ямская улица, дом 10",Тверской район,Центральный административный округ,37.59295945119627,55.77220924115583,1903040.3276742846,6414385.207987928
1474,1474,Люди Икс,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, 1-я Тверская-Ямская улица, дом 13, строение 1",Тверской район,Центральный административный округ,37.58976070300813,55.773357553671744,1902803.391588755,6414442.115830115
1475,1475,CODE RED STORE,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, 1-я Тверская-Ямская улица, дом 13, строение 1",Тверской район,Центральный административный округ,37.58976070300813,55.773357553671744,1902803.391588755,6414442.115830115
1560,1560,Магазин «ВСЕ ДЛЯ ДОМА»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица 26-ти Бакинских Комиссаров, дом 7, корпус 6",район Тропарёво-Никулино,Западный административный округ,37.484667727491995,55.65520879080171,1900774.8353451532,6399509.544955135
1607,1607,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Дмитровское шоссе, дом 30, корпус 1",Тимирязевский район,Северный административный округ,37.573796754628,55.83843351560567,1899421.23545009,6421122.878037537
1619,1619,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Дмитровское шоссе, дом 45, корпус 2",Тимирязевский район,Северный административный округ,37.56859085012744,55.833809091137226,1899276.922129969,6420515.844543043
1649,1649,ЯрмаркаДА,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Днепропетровская улица, дом 3, корпус 1",район Чертаново Центральное,Южный административный округ,37.605500682083104,55.6212919025627,1909398.789178256,6398378.0227199625
1671,1671,"Одежда, обувь, хозяйственный",Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Домодедовская улица, дом 42",район Орехово-Борисово Южное,Южный административный округ,37.713321064302676,55.60218243463235,1916687.8306349327,6398584.762164078
1688,1688,ДАНИЭЛЬ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Большая Дорогомиловская улица, дом 9",район Дорогомилово,Западный административный округ,37.554730731878756,55.74595784975102,1901689.2419033996,6410756.664121797
1690,1690,Одежда HС boutigue,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Большая Дорогомиловская улица, дом 9",район Дорогомилово,Западный административный округ,37.554730731878756,55.74595784975102,1901689.2419033996,6410756.664121797
1698,1698,БОНПУА,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Большая Дорогомиловская улица, дом 11",район Дорогомилово,Западный административный округ,37.55280250650607,55.745874109993544,1901575.0835708692,6410707.380143474
1705,1705,АЛЬТА САРТОРИЯ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Большая Дорогомиловская улица, дом 7",район Дорогомилово,Западный административный округ,37.55780102383167,55.745933252924566,1901876.8589425362,6410818.119094607
1743,1743,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Дубнинская улица, дом 10, корпус 3",район Восточное Дегунино,Северный административный округ,37.57016687105482,55.86375592080324,1898262.2003566327,6423776.30865733
1768,1768,Обновочка,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, 1-я Дубровская улица, дом 1А",Таганский район,Центральный административный округ,37.66913267211977,55.728677556602356,1909287.8149006157,6411289.147513215
1781,1781,Магазин «ПУХОВИКИ»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Олеко Дундича, дом 3",район Филёвский Парк,Западный административный округ,37.49779560094215,55.74185603875253,1898378.0749854082,6409127.2319210665
1794,1794,ВОСТОК-СЕРВИС,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Яковоапостольский переулок, дом 17",Басманный район,Центральный административный округ,37.65627472254622,55.75930574599802,1907366.8394885976,6414320.219278407
1815,1815,ТРИКОТАЖ КЛУБ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Генерала Ермолова, дом 6",район Дорогомилово,Западный административный округ,37.51632579979106,55.73761300327856,1899661.9755632025,6409055.787152427
1828,1828,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, бульвар Матроса Железняка, дом 14, корпус 1",район Коптево,Северный административный округ,37.52625,55.829648,1896862.3703944809,6419184.8535992475
1864,1864,Магазин «Луарго»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Заморёнова, дом 17",Пресненский район,Центральный административный округ,37.570095512621215,55.76018564909987,1902096.5322975016,6412611.343467946
1891,1891,Секонд Хенд,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Зеленодольская улица, дом 10/14",Рязанский район,Юго-Восточный административный округ,37.78669323179384,55.714920745024784,1916950.8763930742,6412281.817164443
1918,1918,Женская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, 1-я Владимирская улица, дом 37/15",район Перово,Восточный административный округ,37.780209287245476,55.75042723130215,1915228.7792494185,6415970.237371087
1950,1950,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ивовая улица, дом 9",район Свиблово,Северо-Восточный административный округ,37.64560135807819,55.860632344938644,1902949.7209748237,6425015.519704168
1958,1958,ВИЗ а ВИЗ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Измайловский бульвар, дом 12",район Измайлово,Восточный административный округ,37.787781461724684,55.7960917647149,1913980.0135749646,6421049.06420022
1983,1983,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Изумрудная улица, дом 8",Лосиноостровский район,Северо-Восточный административный округ,37.6799255937465,55.86892578680753,1904720.4792848062,6426627.873165582
2006,2006,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Авиамоторная улица, дом 22/12",район Лефортово,Юго-Восточный административный округ,37.71832262168547,55.74904046775404,1911519.895497784,6414517.220766741
2012,2012,Магазин «КиноМода»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Калашный переулок, дом 4/1, строение 1",Пресненский район,Центральный административный округ,37.6023369999999,55.754192999,1904278.51221369,6412639.365603322
2044,2044,Магазин «Одежда»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Пролетарский проспект, дом 14/49, корпус 1",район Царицыно,Южный административный округ,37.654494962512544,55.636731358164795,1911814.4399462643,6401070.997251165
2045,2045,Магазин «Бижутерия»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Пролетарский проспект, дом 14/49, корпус 1",район Царицыно,Южный административный округ,37.654494962512544,55.636731358164795,1911814.4399462643,6401070.997251165
2046,2046,Магазин «Одежда»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Пролетарский проспект, дом 14/49, корпус 1",район Царицыно,Южный административный округ,37.654494962512544,55.636731358164795,1911814.4399462643,6401070.997251165
2047,2047,Магазин «Постельное бельё»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Пролетарский проспект, дом 14/49, корпус 1",район Царицыно,Южный административный округ,37.6545774936676,55.63677778271649,1911817.7480941056,6401077.736026161
2052,2052,Магазин «Джинсы»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Пролетарский проспект, дом 14/49, корпус 2",район Царицыно,Южный административный округ,37.65361815474166,55.63683355936056,1911757.1773363375,6401063.59225413
2053,2053,Магазин «Одежда»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кантемировская улица, дом 17, корпус 1",район Царицыно,Южный административный округ,37.6713922637275,55.63671090687089,1912845.5439424538,6401423.966101534
2124,2124,Рыболов и охотник,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кастанаевская улица, дом 63, корпус 2",район Фили-Давыдково,Западный административный округ,37.45382808273342,55.73172424665662,1896076.637403372,6407119.89022181
2130,2130,Магазин «Гардероб»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Малая Никитская улица, дом 16/5",Пресненский район,Центральный административный округ,37.59119323323557,55.758987203276995,1903423.3271004728,6412923.067100937
2147,2147,Магазин «МЕДИЦИНСКАЯ ОДЕЖДА»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Каширское шоссе, дом 26, корпус 2",район Москворечье-Сабурово,Южный административный округ,37.648113606076315,55.653591128491755,1910799.1788070938,6402754.460381137
2183,2183,Эдмон,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Мясницкая улица, дом 22, строение 1",Басманный район,Центральный административный округ,37.634330041995355,55.76201990906814,1905932.3988029375,6414152.764714045
2240,2240,ОДЕЖДА,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Южнопортовая улица, дом 18",Южнопортовый район,Юго-Восточный административный округ,37.684814,55.706218742991155,1911077.557827424,6409198.0646119965
2290,2290,Takeshy Kurosawa,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Комсомольский проспект, дом 33/11",район Хамовники,Центральный административный округ,37.5784552277371,55.723820484847295,1903952.0960672263,6408865.781552533
2348,2348,"Одежда, обувь",Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Коровинское шоссе, дом 9, корпус 1",район Западное Дегунино,Северный административный округ,37.537083,55.868203,1896092.3321988925,6423566.261062011
2397,2397,Рокбункер,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Космонавтов, дом 12",поселение Щербинка,Новомосковский административный округ,37.53568703973152,55.515093971235046,1909059.366008411,6385461.948707878
2438,2438,Магазин «D-style»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Красная Пресня, дом 9",Пресненский район,Центральный административный округ,37.57345897663596,55.7610500202731,1902268.949284219,6412774.7833272265
2439,2439,Магазин «Итал-базар»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Красная Пресня, дом 11",Пресненский район,Центральный административный округ,37.5726849999999,55.761152999,1902218.0903462763,6412769.715328152
2452,2452,Авиаспецодежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Красноармейская улица, дом 12",район Аэропорт,Северный административный округ,37.545729540450104,55.7993795520083,1899164.8409826169,6416327.885479825
2458,2458,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Краснобогатырская улица, дом 29",район Богородское,Восточный административный округ,37.70431,55.810127,1908390.887108959,6420804.571901687
2463,2463,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Краснобогатырская улица, дом 31, корпус 2",район Богородское,Восточный административный округ,37.70565182908806,55.80957740319004,1908492.7959702644,6420773.537730938
2465,2465,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Краснобогатырская улица, дом 31, корпус 2",район Богородское,Восточный административный округ,37.70565182908806,55.80957740319004,1908492.7959702644,6420773.537730938
2488,2488,Каприз,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Краснодарская улица, дом 51, корпус 2",район Люблино,Юго-Восточный административный округ,37.764940682858146,55.677079660637425,1917041.4172682269,6407745.4311270015
2619,2619,LEGE ALTO,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кутузовский проспект, дом 4/2",район Дорогомилово,Западный административный округ,37.56269767160412,55.750091498439495,1902020.6517351954,6411368.658786055
2620,2620,ПАЛЕРМО,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кутузовский проспект, дом 4/2",район Дорогомилово,Западный административный округ,37.56269767160412,55.750091498439495,1902020.6517351954,6411368.658786055
2628,2628,UOMO COLLEZIONI КЛУБ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кутузовский проспект, дом 18",район Дорогомилово,Западный административный округ,37.552387289966006,55.74685726449273,1901513.447131576,6410804.70501496
2644,2644,BOTTEGA VENETA,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кутузовский проспект, дом 31",район Дорогомилово,Западный административный округ,37.54265485083893,55.74246261307503,1901084.179893379,6410127.780045197
2645,2645,ERMTNEGILDO ZEGNA,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кутузовский проспект, дом 31",район Дорогомилово,Западный административный округ,37.54265485083893,55.74246261307503,1901084.179893379,6410127.780045197
2659,2659,Ивановский трикотаж,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Куусинена, дом 1",Хорошёвский район,Северный административный округ,37.51641970992173,55.778391114565814,1898160.830141441,6413454.3722911775
2702,2702,Отто,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинградский проспект, дом 9",район Беговой,Северный административный округ,37.575074,55.780412,1901649.6102776772,6414895.6535646375
2740,2740,Люди Икс,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинградский проспект, дом 54/1",район Аэропорт,Северный административный округ,37.5394579184695,55.7978718736954,1898839.8089311083,6416034.604036013
2786,2786,Пуховик,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинградский проспект, дом 77, корпус 4",район Сокол,Северный административный округ,37.50618007870578,55.80580883773467,1896525.624252521,6416197.12046354
2829,2829,To Be Bride,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинградское шоссе, дом 100",район Левобережный,Северный административный округ,37.469028866208255,55.857866998359995,1892348.9212892468,6421037.315951227
2867,2867,"Магазин «PAUL SHARK», «HUGO BOSS»",Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 20",Донской район,Южный административный округ,37.5930451255356,55.71675268349482,1905101.7915561008,6408409.014997433
2870,2870,Магазин «BOGGI»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 22",Донской район,Южный административный округ,37.59167428083249,55.71574238957588,1905055.8186269456,6408271.417818908
2872,2872,Магазин «Моннаросси Кидс»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 24",Донской район,Южный административный округ,37.59029575307572,55.71474011035321,1905009.075623001,6408134.524521156
2889,2889,Магазин «МРЦ»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 37",Донской район,Южный административный округ,37.58714636436178,55.7098934300664,1904997.0156581602,6407546.133496144
2958,2958,ДЖИНСЫ ДЛЯ ВСЕХ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 74",Ломоносовский район,Юго-Западный административный округ,37.538082991723215,55.68393012553684,1902970.2904090642,6403721.277337592
2984,2984,ДИСТАЙЛ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 87",Ломоносовский район,Юго-Западный административный округ,37.533184000000006,55.67902899999989,1902852.9587819297,6403090.48477526
2990,2990,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 90",Ломоносовский район,Юго-Западный административный округ,37.52480838849168,55.67494968601405,1902493.314829164,6402475.739134338
3001,3001,Дистайл,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 95",Ломоносовский район,Юго-Западный административный округ,37.52582216465795,55.67398416384663,1902590.7577457991,6402392.782216381
3035,3035,Женская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Лескова, дом 22",район Бибирево,Северо-Восточный административный округ,37.60910762704285,55.896344173261575,1899411.3458039882,6428100.646658221
3097,3097,Школьная форма,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Люблинская улица, дом 27/2",район Текстильщики,Юго-Восточный административный округ,37.73348791940171,55.70087849971281,1914238.5428627431,6409646.734814238
3118,3118,Брусника,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Люсиновская улица, дом 4",район Замоскворечье,Центральный административный округ,37.62237648180259,55.727414661566804,1906490.8430815728,6410172.459593465
3138,3138,Майская Роза,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Лялин переулок, дом 22",Басманный район,Центральный административный округ,37.65259962503138,55.757566169993154,1907208.1941102329,6414055.675911573
3173,3173,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Малыгина, дом 9, строение 2",Лосиноостровский район,Северо-Восточный административный округ,37.69359299999999,55.88093479388608,1905100.4937278556,6428208.096135273
3184,3184,Магазин «Немецкая одежда»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Марксистская улица, дом 1, корпус 1",Таганский район,Центральный административный округ,37.65898181057413,55.740286263760865,1908238.7414197212,6412327.226168991
3226,3226,Финская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Мастеркова, дом 3",Даниловский район,Южный административный округ,37.65847052822649,55.70885284612298,1909376.4582442744,6408928.64793986
3240,3240,Магазин «Ивановский текстиль»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Медиков, дом 12",район Царицыно,Южный административный округ,37.676313563600175,55.63349657148037,1913265.1352462173,6401180.970596796
3274,3274,ТОВАРЫ ДЛЯ ВСЕЙ СЕМЬИ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Миклухо-Маклая, дом 55",район Коньково,Юго-Западный административный округ,37.534535963527226,55.64077546335021,1904348.7603635448,6398993.568761101
3297,3297,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Минская улица, дом 13, корпус 2",район Фили-Давыдково,Западный административный округ,37.48128156802973,55.74086951255354,1897409.9098527532,6408677.081437459
