,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
28393,28393,ОДЕЖДА,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 15А",район Отрадное,Северо-Восточный административный округ,37.60347528542747,55.86543464039029,1900218.462903532,6424652.323980368
28394,28394,ОДЕЖДА,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 15А",район Отрадное,Северо-Восточный административный округ,37.60347528542747,55.86543464039029,1900218.462903532,6424652.323980368
28435,28435,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ярославское шоссе, дом 146, корпус 1",Ярославский район,Северо-Восточный административный округ,37.731551,55.877869,1907513.394803408,6428674.377178772
28439,28439,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, бульвар Маршала Рокоссовского, дом 31",район Богородское,Восточный административный округ,37.71558684657235,55.81563452370721,1908869.571937764,6421634.81275767
28500,28500,Жан Параскева,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинградский проспект, дом 76А",район Аэропорт,Северный административный округ,37.515109279446285,55.80589777322628,1897064.4921783484,6416392.573946322
28501,28501,"Одежда, обувь",Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Часовая улица, дом 16, строение 18",район Аэропорт,Северный административный округ,37.53044128284473,55.80866566239821,1897892.974822355,6417010.277131578
28505,28505,ЗаСпорт,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинградское шоссе, дом 16А, строение 4",Войковский район,Северный административный округ,37.49794738270719,55.823181548622294,1895383.980423091,6417898.779105523
28519,28519,Vigoss,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Дмитровское шоссе, дом 89",район Западное Дегунино,Северный административный округ,37.54555047768714,55.86372684680163,1896771.2993872813,6423260.140514835
28538,28538,Женская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, Привокзальная площадь, дом 1",район Крюково,Зеленоградский административный округ,37.17157551946181,55.97892771407538,1869895.0506444385,6427967.106681889
28574,28574,Магазин одежды «Ladys»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Кировоградская улица, дом 9, корпус 1",район Чертаново Северное,Южный административный округ,37.61186805425621,55.6256958952471,1909624.0376245037,6398986.400726917
28590,28590,Магазин «Миледи»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Бесединское шоссе, дом 15",район Братеево,Южный административный округ,37.76091205432758,55.62530820504315,1918728.87592977,6402081.388815259
28592,28592,Магазин «Одежда-обувь»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Медынская улица, дом 9",район Бирюлёво Западное,Южный административный округ,37.64923687957563,55.5826793069312,1913500.59690278,6395133.11810248
28610,28610,Магазин «Одетта»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Тишинская площадь, дом 1, строение 1",Пресненский район,Центральный административный округ,37.58318423017329,55.76912236707272,1902560.8216576683,6413848.150233992
28613,28613,Магазин «Самарт»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Тишинская площадь, дом 1, строение 1",Пресненский район,Центральный административный округ,37.58318423017329,55.76912236707272,1902560.8216576683,6413848.150233992
28616,28616,Магазин «Мир пальто»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Тишинская площадь, дом 1, строение 1",Пресненский район,Центральный административный округ,37.58318423017329,55.76912236707272,1902560.8216576683,6413848.150233992
28617,28617,Магазин одежды,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Тишинская площадь, дом 1, строение 1",Пресненский район,Центральный административный округ,37.58318423017329,55.76912236707272,1902560.8216576683,6413848.150233992
28629,28629,Магазин «Одежда и обувь»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Троицк, Парковый переулок, дом 4",поселение Троицк,Троицкий административный округ,37.303125372178776,55.49115656082503,1895693.193773793,6378034.787676295
28644,28644,Магазин Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Щербинка, Новостроевская улица, дом 6",поселение Щербинка,Новомосковский административный округ,37.55925300000001,55.50437068517193,1910897.848954087,6384798.938285262
28653,28653,Магазин женской одежды «Диалог»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Троицк, Городская улица, дом 26",поселение Троицк,Троицкий административный округ,37.321366,55.492677,1896755.6501820544,6378577.028476196
28656,28656,Шкафф,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Щербинка, Железнодорожная улица, дом 44",поселение Щербинка,Новомосковский административный округ,37.568239,55.49906368366592,1911644.081992317,6384414.912770257
28657,28657,Шкафф,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Щербинка, Железнодорожная улица, дом 44",поселение Щербинка,Новомосковский административный округ,37.568239,55.49906368366592,1911644.081992317,6384414.912770257
28701,28701,Madama,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Головинское шоссе, дом 5, корпус 1",Головинский район,Северный административный округ,37.49378173050746,55.84126789911969,1894463.054744362,6419761.993768063
28704,28704,ILCOTT,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Головинское шоссе, дом 5, корпус 1",Головинский район,Северный административный округ,37.49378173050746,55.84126789911969,1894463.054744362,6419761.993768063
28714,28714,KupiVip,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Головинское шоссе, дом 5, корпус 1",Головинский район,Северный административный округ,37.49378173050746,55.84126789911969,1894463.054744362,6419761.993768063
28723,28723,Caprise,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Головинское шоссе, дом 5, корпус 1",Головинский район,Северный административный округ,37.49378173050746,55.84126789911969,1894463.054744362,6419761.993768063
28728,28728,Lee,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинградское шоссе, дом 16А, строение 8",Войковский район,Северный административный округ,37.49988627591698,55.82163554135057,1895558.7717038114,6417772.433306246
28729,28729,12 storeez,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинградское шоссе, дом 16А, строение 8",Войковский район,Северный административный округ,37.496749,55.823928,1895283.675083613,6417954.330368059
28739,28739,Магазин женской одежды,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"поселение Сосенское, деревня Сосенки, Сосновая улица, дом 3Б",поселение Сосенское,Новомосковский административный округ,37.448262,55.569873,1901693.792239633,6389545.609060153
28834,28834,Primerova,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Большой Сухаревский переулок, дом 14",Мещанский район,Центральный административный округ,37.628126445994795,55.77040698469883,1905243.8641660186,6414926.766719597
28837,28837,Baroni,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, проспект Мира, дом 33, корпус 1",Мещанский район,Центральный административный округ,37.63203712030593,55.78037875923837,1905110.9424910438,6416083.370833962
28863,28863,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Берёзовая аллея, дом 10, корпус 1",район Отрадное,Северо-Восточный административный округ,37.601959623454,55.8567578749451,1900448.8294898118,6423685.6354160085
28874,28874,Женская одежда (ИП Захарченко С.Ф.),Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, Привокзальная площадь, дом 1",район Крюково,Зеленоградский административный округ,37.171219,55.978719999999996,1869881.0554436557,6427937.414231937
28876,28876,Мужская и женская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, Привокзальная площадь, дом 1",район Крюково,Зеленоградский административный округ,37.171219,55.978719999999996,1869881.0554436557,6427937.414231937
28879,28879,Женская одежда (ИП Львов),Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, Привокзальная площадь, дом 1",район Крюково,Зеленоградский административный округ,37.171219,55.978719999999996,1869881.0554436557,6427937.414231937
28891,28891,Одежда «Комиссионный»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Бакунинская улица, дом 8",Басманный район,Центральный административный округ,37.680605129441844,55.773328756038964,1908323.148442109,6416341.875152374
28897,28897,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Бибиревская улица, дом 7, корпус 1",Алтуфьевский район,Северо-Восточный административный округ,37.59308105348435,55.88024005060755,1899038.9521436254,6426030.777366584
28925,28925,Фигурист,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ленинградский проспект, дом 44",район Аэропорт,Северный административный округ,37.54683316073138,55.7947795654789,1899402.138082423,6415855.02799588
28956,28956,Магазин «Одежда»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, 3-я Парковая улица, дом 7/17",район Измайлово,Восточный административный округ,37.7836684854252,55.79039707429,1913943.5401208359,6420348.926062531
28976,28976,Медицинская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Свободный проспект, дом 16",район Новогиреево,Восточный административный округ,37.817129787038226,55.753153333506,1917369.8045230184,6417043.3439208735
28997,28997,Мир одежды и обуви,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Маршала Тухачевского, дом 34",район Хорошёво-Мнёвники,Северо-Западный административный округ,37.47195212994012,55.785067356550655,1895212.4102445687,6413248.931298128
29013,29013,Итальянская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, корпус 438",район Матушкино,Зеленоградский административный округ,37.21325306397987,55.993220159266,1871893.9045333,6430361.124581625
29019,29019,Магазин женской одежды «Zrimo»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Осенний бульвар, дом 18, корпус 1",район Крылатское,Западный административный округ,37.408635587293524,55.76180975820481,1892220.1953884892,6409426.457738774
29034,29034,Ивановский текстиль,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, корпус 1818",район Крюково,Зеленоградский административный округ,37.17671115996149,55.96938394886895,1870553.5354021816,6427042.474826391
29044,29044,Женская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Первомайская улица, дом 42",район Крюково,Зеленоградский административный округ,37.20761617142648,55.964206264710654,1872612.213007852,6427116.106040622
29064,29064,Золотой Песок,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Большой Гнездниковский переулок, дом 3",Пресненский район,Центральный административный округ,37.60448331312195,55.761934787466465,1904121.7373573186,6413518.746941399
29080,29080,Салон женской одежды Размер +,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Фридриха Энгельса, дом 25, строение 3",Басманный район,Центральный административный округ,37.68337550593331,55.7740025432625,1908466.3264222448,6416472.635167238
29114,29114,Сити Стиль,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Молостовых, дом 1Д",район Ивановское,Восточный административный округ,37.8331616116045,55.763715818796705,1917947.652949961,6418519.885696739
29120,29120,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Новогиреевская улица, дом 11/36, строение 1",район Перово,Восточный административный округ,37.79522180826885,55.759414193129494,1915804.5543929168,6417255.132497707
29127,29127,Женская одежда и аксессуары БЭТТИ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Вешняковская улица, дом 18",район Вешняки,Восточный административный округ,37.8251433778232,55.724045006890115,1918947.394776387,6414077.199015413
29129,29129,Женская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Вешняковская улица, дом 18",район Вешняки,Восточный административный округ,37.8251433778232,55.724045006890115,1918947.394776387,6414077.199015413
29133,29133,Женская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Вешняковская улица, дом 18",район Вешняки,Восточный административный округ,37.8251433778232,55.724045006890115,1918947.394776387,6414077.199015413
29134,29134,Мужская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Вешняковская улица, дом 18",район Вешняки,Восточный административный округ,37.8251433778232,55.724045006890115,1918947.394776387,6414077.199015413
29141,29141,Женская одежда ЕВА,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Вешняковская улица, дом 18",район Вешняки,Восточный административный округ,37.8251433778232,55.724045006890115,1918947.394776387,6414077.199015413
29142,29142,Женская одежда ODEN,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Вешняковская улица, дом 18",район Вешняки,Восточный административный округ,37.8251433778232,55.724045006890115,1918947.394776387,6414077.199015413
29208,29208,Магазин «РОМАНТИКА»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, улица Панфилова, дом 30",район Силино,Зеленоградский административный округ,37.1729212330421,55.9827730397342,1869836.3076990116,6428409.432465658
29214,29214,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 15А",район Отрадное,Северо-Восточный административный округ,37.60347528542747,55.86543464039029,1900218.462903532,6424652.323980368
29217,29217,ОДЕЖДА,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 15А",район Отрадное,Северо-Восточный административный округ,37.60347528542747,55.86543464039029,1900218.462903532,6424652.323980368
29219,29219,ОДЕЖДА,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 15А",район Отрадное,Северо-Восточный административный округ,37.60347528542747,55.86543464039029,1900218.462903532,6424652.323980368
29232,29232,Магазин одежды,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 12",район Отрадное,Северо-Восточный административный округ,37.60191949469893,55.863178254661065,1900207.979055786,6424376.6798095675
29238,29238,Магазин одежды,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 12",район Отрадное,Северо-Восточный административный округ,37.60191949469893,55.863178254661065,1900207.979055786,6424376.6798095675
29243,29243,Магазин женской одежды,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 12",район Отрадное,Северо-Восточный административный округ,37.60191949469893,55.863178254661065,1900207.979055786,6424376.6798095675
29244,29244,Магазин одежды,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 12",район Отрадное,Северо-Восточный административный округ,37.60191949469893,55.863178254661065,1900207.979055786,6424376.6798095675
29255,29255,Магазин одежды,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Декабристов, дом 12",район Отрадное,Северо-Восточный административный округ,37.60191949469893,55.863178254661065,1900207.979055786,6424376.6798095675
29278,29278,Магазин «Урбан»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Сигнальный проезд, дом 17",район Отрадное,Северо-Восточный административный округ,37.597418717647976,55.85109911246896,1900383.6716165403,6422980.978839379
29294,29294,Mix fashion,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Алтуфьевское шоссе, дом 8",район Отрадное,Северо-Восточный административный округ,37.585854174229546,55.852846868991385,1899617.730420784,6422927.892244731
29295,29295,LILU,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Алтуфьевское шоссе, дом 8",район Отрадное,Северо-Восточный административный округ,37.585854174229546,55.852846868991385,1899617.730420784,6422927.892244731
29302,29302,Правильные джинсы,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Алтуфьевское шоссе, дом 8",район Отрадное,Северо-Восточный административный округ,37.585854174229546,55.852846868991385,1899617.730420784,6422927.892244731
29307,29307,MONDO,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Алтуфьевское шоссе, дом 8",район Отрадное,Северо-Восточный административный округ,37.585854174229546,55.852846868991385,1899617.730420784,6422927.892244731
29312,29312,BELLA VITA,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Алтуфьевское шоссе, дом 8",район Отрадное,Северо-Восточный административный округ,37.585854174229546,55.852846868991385,1899617.730420784,6422927.892244731
29314,29314,У Стаса,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Алтуфьевское шоссе, дом 8",район Отрадное,Северо-Восточный административный округ,37.585854174229546,55.852846868991385,1899617.730420784,6422927.892244731
29319,29319,CONSO wear,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",район Северный,Северо-Восточный административный округ,37.540668809105625,55.90951049518295,1894779.6189283875,6428092.925624734
29327,29327,PRICETIME,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",район Северный,Северо-Восточный административный округ,37.540668809105625,55.90951049518295,1894779.6189283875,6428092.925624734
29338,29338,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Хачатуряна, владение 15Б",район Отрадное,Северо-Восточный административный округ,37.60404653981265,55.86305720511064,1900341.37673856,6424408.05805099
29372,29372,Джинсовый мир,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Хабаровская улица, дом 15",район Гольяново,Восточный административный округ,37.823381968680245,55.822529760358144,1915148.8420942759,6424647.713778812
29387,29387,ОДА,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Святоозерская улица, дом 1А",район Косино-Ухтомский,Восточный административный округ,37.88447100000001,55.714918745506886,1922896.8134146528,6414350.5406150175
29391,29391,ODEN,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Святоозерская улица, дом 1А",район Косино-Ухтомский,Восточный административный округ,37.88447100000001,55.714918745506886,1922896.8134146528,6414350.5406150175
29392,29392,PANTAMO JEANS,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Святоозерская улица, дом 1А",район Косино-Ухтомский,Восточный административный округ,37.88447100000001,55.714918745506886,1922896.8134146528,6414350.5406150175
29414,29414,Инфанзия,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ангелов переулок, дом 1, корпус 1",район Митино,Северо-Западный административный округ,37.35084802431741,55.85263323588072,1885373.657876685,6418026.385544333
29436,29436,Атрий,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Лобненская улица, дом 4А",Дмитровский район,Северный административный округ,37.537858082764025,55.889906935046604,1895335.5704161837,6425921.660389083
29439,29439,Юла,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Лобненская улица, дом 4А",Дмитровский район,Северный административный округ,37.537858082764025,55.889906935046604,1895335.5704161837,6425921.660389083
29444,29444,Вассерди,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Лобненская улица, дом 4А",Дмитровский район,Северный административный округ,37.537858082764025,55.889906935046604,1895335.5704161837,6425921.660389083
29445,29445,Женская одежда Светлана,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Лобненская улица, дом 4А",Дмитровский район,Северный административный округ,37.537858082764025,55.889906935046604,1895335.5704161837,6425921.660389083
29456,29456,МиЛеди,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, корпус 1627",район Крюково,Зеленоградский административный округ,37.15235,55.970743999999996,1869030.0871630663,6426691.5536768725
29458,29458,Магазин «Стоп цена»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, корпус 1215",район Силино,Зеленоградский административный округ,37.190046,55.9943811908827,1870448.5508167015,6430011.647946843
29460,29460,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, корпус 317А, строение 1",район Савёлки,Зеленоградский административный округ,37.240913713923895,55.98758302065836,1873772.1319499253,6430319.629907131
29464,29464,Магазин «Наденька»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Ключевая улица, дом 22, корпус 2",район Братеево,Южный административный округ,37.762064236007205,55.63184416220656,1918555.169245409,6402810.088908769
29487,29487,Магазин «Павлопосадский платок»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Балаклавский проспект, дом 5А",район Чертаново Северное,Южный административный округ,37.6082250155264,55.640528334336565,1908852.023112595,6400509.216848125
29507,29507,Магазин «Одежда»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Востряковский проезд, дом 17, корпус 3А",район Бирюлёво Западное,Южный административный округ,37.64551623647653,55.57530186193424,1913547.1443295209,6394259.4621437825
29538,29538,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, поселение Марушкинское, посёлок Совхоза ""Крёкшино"", Озёрная улица, дом 2",поселение Марушкинское,Новомосковский административный округ,37.114231,55.5967487115031,1880290.443760681,6385542.565645102
29544,29544,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, поселение Марушкинское, посёлок Совхоза ""Крёкшино"", Озёрная улица, дом 2",поселение Марушкинское,Новомосковский административный округ,37.114231,55.5967487115031,1880290.443760681,6385542.565645102
29583,29583,KOTON,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, поселение Воскресенское, Чечёрский проезд, дом 51",поселение Воскресенское,Новомосковский административный округ,37.51814,55.524046,1907655.2344196253,6386060.437061639
29600,29600,Магазин Одежда больших размеров,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Алтуфьевское шоссе, дом 8",район Отрадное,Северо-Восточный административный округ,37.585854174229546,55.852846868991385,1899617.730420784,6422927.892244731
29739,29739,Ital Bazar,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Олимпийский проспект, дом 26, строение 1",Мещанский район,Центральный административный округ,37.623026667127476,55.78987849580507,1904210.802651378,6416918.559150497
29742,29742,Costume code,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Остоженка, дом 20",район Хамовники,Центральный административный округ,37.598322333196,55.741321541422614,1904511.8561233096,6411167.9261251865
29749,29749,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Открытое шоссе, дом 24, корпус 11",район Метрогородок,Восточный административный округ,37.757540520342815,55.822999587380295,1911139.000621517,6423310.447427741
29750,29750,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Открытое шоссе, дом 24, корпус 11",район Метрогородок,Восточный административный округ,37.757540520342815,55.822999587380295,1911139.000621517,6423310.447427741
29758,29758,Одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Первомайская улица, дом 7",район Крюково,Зеленоградский административный округ,37.206425685026105,55.968114783344866,1872397.5373978564,6427513.352809683
29767,29767,Иваново текстиль трикотаж,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Первомайская улица, дом 46",район Измайлово,Восточный административный округ,37.78973649487453,55.79284382287386,1914220.224268385,6420740.434466878
29786,29786,БРЮКИ,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Профсоюзная улица, дом 13/12",Академический район,Юго-Западный административный округ,37.566507139647285,55.680576776621535,1904825.9260538043,6403953.690928982
29805,29805,Все по 350,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Свободный проспект, дом 37/18",район Новогиреево,Восточный административный округ,37.816435935437156,55.74830764814701,1917509.186878437,6416506.716926732
29842,29842,Магазин «Женское белье»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, город Зеленоград, корпус 1204",район Силино,Зеленоградский административный округ,37.190385,55.995008999999996,1870446.1437273347,6430086.300169682
29851,29851,Белорусская одежда,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Тихвинская улица, дом 4",район Марьина Роща,Северо-Восточный административный округ,37.60197217059917,55.785957264204384,1903077.785260181,6416055.484753593
29871,29871,Домашний трикотаж,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, Измайловский бульвар, дом 58",район Измайлово,Восточный административный округ,37.78552739749369,55.788657056095,1914121.4767394203,6420200.688100765
29895,29895,Магазин одежды «Купи VIP»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, микрорайон Северное Чертаново, дом 1А",район Чертаново Северное,Южный административный округ,37.59971832746324,55.63706161892448,1908461.723005241,6399957.123001022
29896,29896,Магазин одежды «Ивановский текстиль»,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Академика Янгеля, дом 1, корпус 1",район Чертаново Южное,Южный административный округ,37.598940293914545,55.59543892447269,1909956.1191786537,6395452.791573791
29900,29900,Силуэт,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, поселение Московский, деревня Говорово, дом 1Б/Н",поселение Московский,Новомосковский административный округ,37.4320561327054,55.65368581245516,1897622.3634578052,6398250.103634545
29905,29905,Модная овечка,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, поселение Московский, деревня Говорово, дом 1Б/Н",поселение Московский,Новомосковский административный округ,37.4320561327054,55.65368581245516,1897622.3634578052,6398250.103634545
29906,29906,Раффалли Н.П.,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, поселение Московский, деревня Говорово, дом 1Б/Н",поселение Московский,Новомосковский административный округ,37.43278,55.657636,1897521.2499900304,6398691.268939482
29912,29912,Модный дом Екатерины Смолиной,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Кузнецкий Мост, дом 12/3, строение 1",Мещанский район,Центральный административный округ,37.621275373083954,55.76135612639648,1905163.7209294955,6413807.8152766265
29913,29913,In Family,Магазин «Одежда»,,нет,реализация непродовольственных товаров,"город Москва, улица Кузнецкий Мост, дом 12/3, строение 1",Мещанский район,Центральный административный округ,37.621275373083954,55.76135612639648,1905163.7209294955,6413807.8152766265
