,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
2234,16541,16541,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",район Марьино,Юго-Восточный административный округ,37.741812867317954,55.64783204412793,1916724.2006975103,6404105.686419558
2235,16542,16542,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",район Марьино,Юго-Восточный административный округ,37.741812867317954,55.64783204412793,1916724.2006975103,6404105.686419558
2236,16544,16544,Выпечка,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",район Марьино,Юго-Восточный административный округ,37.741812867317954,55.64783204412793,1916724.2006975103,6404105.686419558
2237,16545,16545,Промтовары,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",район Марьино,Юго-Восточный административный округ,37.741812867317954,55.64783204412793,1916724.2006975103,6404105.686419558
2238,16546,16546,"Овощи, фрукты",Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",район Марьино,Юго-Восточный административный округ,37.741812867317954,55.64783204412793,1916724.2006975103,6404105.686419558
2239,16547,16547,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",район Марьино,Юго-Восточный административный округ,37.741812867317954,55.64783204412793,1916724.2006975103,6404105.686419558
2240,16548,16548,Выпечка,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",район Марьино,Юго-Восточный административный округ,37.741812867317954,55.64783204412793,1916724.2006975103,6404105.686419558
2241,16549,16549,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",район Марьино,Юго-Восточный административный округ,37.741812867317954,55.64783204412793,1916724.2006975103,6404105.686419558
2242,16552,16552,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",район Марьино,Юго-Восточный административный округ,37.741812867317954,55.64783204412793,1916724.2006975103,6404105.686419558
2243,16586,16586,Магазин,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Волгоградский проспект, дом 123, корпус 1",район Кузьминки,Юго-Восточный административный округ,37.767884397883904,55.705686875278865,1916151.9268080725,6410889.984604519
2244,16587,16587,Продукты,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Волгоградский проспект, дом 123, корпус 1",район Измайлово,Восточный административный округ,37.746992999999996,55.7707689,1912450.7412585537,6417461.700292933
2245,16635,16635,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Верхние Поля, дом 42, строение 1",район Марьино,Юго-Восточный административный округ,37.778470871989725,55.665077348981896,1918313.7509029768,6406737.798106577
2246,16636,16636,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Верхние Поля, дом 42, корпус 1",район Марьино,Юго-Восточный административный округ,37.77711,55.66436673091635,1918257.4173893163,6406632.483655065
2247,16637,16637,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2248,16638,16638,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
